alpha,v_star,w_star,re_lambda_max,im_lambda,is_spiral
0.3979899497487437,-1.113503056612686,-0.5168788207658576,0.026087255795218894,0.268112450929245,True
0.40100502512562813,-1.1113613660081818,-0.5142017075102273,0.026743448136302195,0.2678910723042749,True
0.4040201005025125,-1.1092192174041482,-0.5115240217551853,0.027392864686577936,0.26767021553467774,True
0.40703517587939697,-1.1070766428609118,-0.5088458035761397,0.028035471019125922,0.2674499431188715,True
0.41005025125628136,-1.1049336746860416,-0.5061670933575521,0.028671232898335598,0.26723031750365156,True
0.4130653266331658,-1.102790345429693,-0.5034879317871163,0.029300116287695632,0.2670114010687606,True
0.41608040201005025,-1.1006466878872605,-0.5008083598590757,0.029922087353571172,0.2667932561125715,True
0.41909547738693465,-1.0985027350902634,-0.4981284188628293,0.030537112475365044,0.26657594483527614,True
0.4221105527638191,-1.0963585203075212,-0.4954481503844016,0.031145158250037365,0.2663595293237607,True
0.4251256281407035,-1.0942140770412712,-0.492767596301589,0.0317461914993486,0.2661440715352684,True
0.42814070351758793,-1.0920694390241943,-0.4900867987802429,0.032340179276567946,0.26592963328098423,True
0.4311557788944723,-1.0899246402163443,-0.4874058002704304,0.032927088873194885,0.2657162762093579,True
0.43417085427135677,-1.0877797148019794,-0.48472464350247435,0.03350688782569111,0.26550406178917135,True
0.4371859296482412,-1.0856346971863018,-0.4820433714828773,0.03407954392221545,0.265293051292359,True
0.4402010050251256,-1.0834896219920984,-0.4793620274901231,0.034645025209366305,0.265083305776587,True
0.44321608040201005,-1.0813445240562891,-0.47668065507036145,0.03520329999892145,0.2648748860675998,True
0.44623115577889444,-1.079199438426379,-0.4739992980329738,0.03575433687457772,0.2646678527413431,True
0.4492462311557789,-1.0770544003568168,-0.471318000446021,0.03629810469868477,0.26446226610586937,True
0.4522613065326633,-1.0749094453057406,-0.46863680663217583,0.03683457261872488,0.26425818618313246,True
0.4552763819095477,-1.0727646089287508,-0.46595576116093856,0.03736371007525374,0.2640556726900217,True
0.45829145728643217,-1.0706199270793268,-0.4632749088491586,0.037885486806381284,0.2638547850205236,True
0.46130653266331656,-1.0684754358022026,-0.4605942947527533,0.038399872855800536,0.2636555822263506,True
0.464321608040201,-1.0663311713273798,-0.45791396415922475,0.03890683858039145,0.26345812299754445,True
0.4673366834170854,-1.0641871700696688,-0.45523396258708604,0.03940635465497206,0.2632624656440225,True
0.47035175879396984,-1.0620434686223108,-0.45255433577788856,0.03989839207997084,0.2630686680758404,True
0.47336683417085423,-1.0599001037530122,-0.44987512969126536,0.040382922187803864,0.2628767877838112,True
0.4763819095477387,-1.0577571123994791,-0.44719639049934895,0.04085991664942687,0.262686881819925,True
0.47939698492462307,-1.0556145316648597,-0.44451816458107474,0.041329347480854366,0.2624990067776589,True
0.4824120603015075,-1.0534723988131038,-0.44184049851637985,0.04179118704963833,0.26231321877219316,True
0.48542713567839196,-1.0513307512642336,-0.43916343908029204,0.042245408081305225,0.2621295734205451,True
0.48844221105527635,-1.0491896265895304,-0.43648703323691307,0.0426919836657489,0.26194812582163585,True
0.4914572864321608,-1.0470490625066389,-0.43381132813329865,0.04313088726357318,0.2617689305363025,True
0.4944723618090452,-1.0449090968745889,-0.43113637109323616,0.043562092712384114,0.26159204156727034,True
0.49748743718592964,-1.0427697676887344,-0.4284622096109181,0.04398557423302796,0.26141751233909943,True
0.5005025125628141,-1.040631113075616,-0.42578889134452014,0.044401306435768464,0.26124539567812216,True
0.5035175879396985,-1.0384931712877443,-0.42311646410968046,0.04480926432640571,0.2610757437923837,True
0.5065326633165829,-1.0363559806983051,-0.4204449758728815,0.04520942331232792,0.2609086082516036,True
0.5095477386934674,-1.0342195797957927,-0.41777447474474094,0.04560175920849753,0.2607440399671726,True
0.5125628140703518,-1.0320840071785684,-0.41510500897321057,0.045986248243363996,0.2605820891722014,True
0.5155778894472361,-1.029949301549347,-0.41243662693668387,0.04636286706470415,0.26042280540163615,True
0.5185929648241205,-1.0278155017096164,-0.4097693771370206,0.04673159274538368,0.26026623747245914,True
0.521608040201005,-1.0256826465539854,-0.40710330819248186,0.047092402789038874,0.26011243346398877,True
0.5246231155778894,-1.0235507750644706,-0.40443846883058826,0.04744527513567312,0.2599614406982969,True
0.5276381909547738,-1.0214199263047143,-0.401774907880893,0.0477901881671686,0.25981330572075984,True
0.5306532663316583,-1.0192901394141454,-0.39911267426768177,0.04812712071270524,0.2596680742807603,True
0.5336683417085427,-1.017161453602077,-0.3964518170025963,0.04845605205408865,0.25952579131255554,True
0.5366834170854271,-1.0150339081417488,-0.393792385177186,0.048776961930980044,0.25938650091633186,True
0.5396984924623115,-1.0129075423643135,-0.3911344279553919,0.04908983054602796,0.25925024633946003,True
0.542713567839196,-1.0107823956527693,-0.38847799456596166,0.04939463856989742,0.2591170699579677,True
0.5457286432160804,-1.0086585074358445,-0.3858231342948057,0.04969136714619325,0.258987013258251,True
0.5487437185929648,-1.0065359171818298,-0.3831698964772873,0.04997999789627619,0.2588601168190358,True
0.5517587939698492,-1.0044146643923684,-0.3805183304904605,0.05026051292396723,0.25873642029361055,True
0.5547738693467337,-1.0022947885962015,-0.3778684857452519,0.050532894820138355,0.25861596239234563,True
0.5577889447236181,-1.0001763293428718,-0.3752204116785898,0.05079712666718723,0.2584987808655155,True
0.5608040201005025,-0.9980593261963908,-0.3725741577454886,0.05105319204339158,0.2583849124864423,True
0.563819095477387,-0.9959438187288688,-0.36992977341108607,0.051301075027143,0.25827439303497574,True
