N,lambda2_bin,lambda2_mean,H_stable_mean,H_stable_std,U4_mean,U4_std,LZ_mean,LZ_std,sync_mean,sync_std,H_cont_mean,count
100,7.75,7.731995244987391,2.47922948500057,0.06486116422876224,0.6644641270893048,0.00044575124941083523,0.7186248040231507,0.042526407527540784,-0.008272522953417521,0.009304166600473623,2.442656047055587,7
100,8.0,7.985794626797684,2.4548083069056923,0.0541003999779019,0.6647176442018585,0.00044884388572848555,0.7033398830785209,0.023192701392369893,-0.0030667094793366332,0.01237649597781464,2.4641520620179063,21
100,8.25,8.251095157764889,2.4709640193562765,0.06945134118214363,0.6649413037957256,0.0004441520123134765,0.7043253582446877,0.024371169240508642,-0.002398413712187856,0.009795744454340114,2.471960356509135,19
100,8.5,8.470281511289087,2.4373580832437733,0.026400946974486323,0.664675688957139,0.0003821353790672984,0.6893340128101603,0.015499163445779209,0.007791029687090991,0.005096780634589233,2.4000510905555337,4
100,8.75,8.735846363890396,2.4312795332001857,0.04022281585052661,0.6649166055192333,0.00027443685312513957,0.6929490762440463,0.025545053910590365,-0.0036603907906823108,0.009398664356885482,2.4410732284149295,13
100,9.0,8.979847704962262,2.4501500446388196,0.1030586802099729,0.6650279677492552,0.0003273535075177295,0.6890574453748582,0.023474803636219146,-0.0019763406355113077,0.0049429890640853725,2.35441454275687,9
100,9.25,9.214721081281697,2.4830091626526505,0.03092069521506239,0.6650935123835555,7.026417259321835e-05,0.682327362591028,0.02952847116198372,0.0015965675211959316,0.014107354670647648,2.4170952665665437,5
100,9.5,9.537979235207994,2.4304075240327716,0.05843574523117306,0.6647867727828609,0.00017934214975275062,0.6682323302838239,0.023283319958473575,0.0012790741861258,0.012035150506884754,2.3965628295352723,4
100,9.75,9.744207255735452,2.4151215585217938,0.04801252327222153,0.6648431091208157,0.0004095099042103791,0.6833279588047182,0.022122383120812685,-0.0004135746236333503,0.013787207190235034,2.4291469735569007,6
200,1.25,1.3178732258943642,3.7075046127859794,0.04786968105886064,0.666186327733996,0.00020197925007464575,0.8308438501916129,0.008088173486936363,-0.0011087667239802923,0.013477714362422602,3.7098689753701515,33
200,1.5,1.4866009654349046,3.614022059722001,0.11852493403781969,0.666012514327188,0.00023417659066189212,0.8229231604133823,0.007977009746513134,0.004752724342068261,0.02066613949857218,3.5984933522908813,14
200,1.75,1.714194066354684,3.524360192029782,0.06141410468660132,0.6661013446857128,0.000221987660463904,0.823568773495766,0.007999124689202502,0.0004518559296148581,0.01795987848116205,3.5162738174232526,34
200,2.0,2.0161830915252166,3.4151234414209384,0.07463195180602927,0.6660879040466577,0.00017779900431323938,0.8214323016470029,0.005860622113334791,-3.3474368539831924e-05,0.01304834490727781,3.370858882723805,33
200,2.25,2.2722184560126157,3.3035214819595873,0.08997391116001908,0.6660644984978761,0.00022154365994018598,0.8179988357222997,0.007912728167713115,-0.0003918146528954301,0.013834581813091119,3.2640218077544856,26
200,2.5,2.4928355792391486,3.213350645362863,0.11832367677887741,0.6660083528935903,0.00026420316318461325,0.814194302955871,0.008897290076371476,-0.003590588604751198,0.01281428920140676,3.2014969698631246,40
200,2.75,2.698960932836101,3.091314956765474,0.08878699931854679,0.6659995787684784,0.0002133603522839486,0.8066898313531949,0.007935428597253135,0.00031330560773779205,0.012311372387717356,3.080216270698043,20
200,3.0,2.9980732687536755,3.108649772347343,0.1095440436440543,0.6660479977101611,0.00014073024838730437,0.8087346578175585,0.009582367150265643,0.002595498402347252,0.008959854627528553,3.084017955678308,17
200,3.25,3.2691244837287194,3.034202435222367,0.07497595082455465,0.6659373207138283,0.0002118721300341769,0.8018360728636423,0.014095420192804747,-0.0012583324296692666,0.011601909036361565,3.029358480124062,24
200,3.5,3.5060972721825814,2.9221664316723888,0.07445219969404447,0.6659367325501083,0.00021360746516682137,0.8004445173364305,0.012849059661037767,-0.0013072264491831658,0.011537178250916543,2.918079723098933,29
