topology,regime,I_stim,ablation,seed,synchrony,lz_full
WS_k4_p01,FORCED,0.5,NO_HERETIC,0,-0.015142685265273051,1.1443543858916272
WS_k4_p01,FORCED,0.5,NO_HERETIC,1,-0.004177384968307608,1.1619091990980186
WS_k4_p01,FORCED,0.5,NO_HERETIC,2,0.0207316032150879,1.1802868941734594
WS_k4_p01,FORCED,0.5,NO_HERETIC,3,-0.0018831360730919542,1.1254281029034872
WS_k4_p01,FORCED,0.5,NO_HERETIC,4,0.015432448417988286,1.1813840699988583
WS_k4_p01,FORCED,0.5,NO_HERETIC,5,-0.011564014397119645,1.1854984793441066
WS_k4_p01,FORCED,0.5,NO_HERETIC,6,0.0036214185823250098,1.15861767162182
WS_k4_p01,FORCED,0.5,NO_HERETIC,7,-0.011985603743651822,1.1158278144312417
WS_k4_p01,FORCED,0.5,NO_HERETIC,8,0.006013795027985404,1.1940015919909526
WS_k4_p01,FORCED,0.5,NO_HERETIC,9,0.0021532121052601698,1.1545032622765725
WS_k4_p01,FORCED,0.5,NO_SIGMOID,0,0.004267786784710976,1.172058075482963
WS_k4_p01,FORCED,0.5,NO_SIGMOID,1,-0.0011283760500391188,1.1545032622765723
WS_k4_p01,FORCED,0.5,NO_SIGMOID,2,-0.001803223272933739,1.1150049325621918
WS_k4_p01,FORCED,0.5,NO_SIGMOID,3,-0.0011827714948668573,1.1896128886893544
WS_k4_p01,FORCED,0.5,NO_SIGMOID,4,0.016625828590488258,1.1833041276933076
WS_k4_p01,FORCED,0.5,NO_SIGMOID,5,-0.011491311345807862,1.197018825510801
WS_k4_p01,FORCED,0.5,NO_SIGMOID,6,0.005053275557756749,1.1624577870107184
WS_k4_p01,FORCED,0.5,NO_SIGMOID,7,-0.02270178868140476,1.1605377293162689
WS_k4_p01,FORCED,0.5,NO_SIGMOID,8,0.03510816202882842,1.211007817284644
WS_k4_p01,FORCED,0.5,NO_SIGMOID,9,0.015729310874496666,1.1797383062607592
WS_k4_p01,FORCED,0.5,FROZEN_U,0,0.4318902130072005,1.6383578012777311
WS_k4_p01,FORCED,0.5,FROZEN_U,1,0.5944631911859556,1.6358891556705826
WS_k4_p01,FORCED,0.5,FROZEN_U,2,0.30657998297945865,1.6331462161070829
WS_k4_p01,FORCED,0.5,FROZEN_U,3,0.6381104358977775,1.6227230457657893
WS_k4_p01,FORCED,0.5,FROZEN_U,4,0.3950117756189249,1.6411007408412295
WS_k4_p01,FORCED,0.5,FROZEN_U,5,0.7228425256418847,1.6290318067618363
WS_k4_p01,FORCED,0.5,FROZEN_U,6,0.6157031739449901,1.629031806761836
WS_k4_p01,FORCED,0.5,FROZEN_U,7,0.6538718290593852,1.6290318067618363
WS_k4_p01,FORCED,0.5,FROZEN_U,8,0.40037481011383075,1.633146216107084
WS_k4_p01,FORCED,0.5,FROZEN_U,9,0.5815811344788046,1.631774746325334
