N,m,D,H_mean,H_std,LZ_mean,LZ_std,fdom_mean,fdom_std,ac50_mean,ac50_std,ac100_mean,ac100_std,u_mean_mean,count
100,3,0.0,3.188332781738988,0.05458120167731436,1.1201541535960187,0.049629205503702756,0.0087,0.005044799302251776,0.7410787281372524,0.07329662209037359,0.2661471252686645,0.1364878066388657,0.04999999999999999,5
100,3,0.15,1.7874199295039617,0.015025263437544706,1.3075108981476657,0.10903314960179598,0.0124,0.003507135583350037,0.6074273619384536,0.06404188159240512,0.02999931509028837,0.12641786636817004,0.13617244458201233,5
100,3,0.5,1.178269790472821,0.010337139765398415,1.3015314275768686,0.06004333341533892,0.014499999999999999,0.00653834841531101,0.5765871794464846,0.08895431521640111,0.007934933370891722,0.12714514930083826,0.0938860483921915,5
100,6,0.0,3.188332781738988,0.05458120167731436,1.1201541535960187,0.049629205503702756,0.0087,0.005044799302251776,0.7410787281372524,0.07329662209037359,0.2661471252686645,0.1364878066388657,0.04999999999999999,5
100,6,0.15,1.4226844306560698,0.016266878879158397,1.3533535058571116,0.1892712078117438,0.013300000000000001,0.003383784863137726,0.6050701251786357,0.07230726326013173,0.02940208962489007,0.12839479432372436,0.19467296401486364,5
100,6,0.5,0.8154194053195818,0.044976119321923476,1.375278231283368,0.1289789651393202,0.0121,0.006168468205316455,0.5903561870720317,0.07017877847164959,0.018030180174564283,0.13048634321291716,0.12019311043456751,5
