n_pivots,m,D,seed,f_v,ac50,lz,winner,dist_drive,dist_intrinsic
2,6,0.15,314,0.0013333333333333333,0.7878789990033582,1.0187463237742125,INTRINSIC,0.04866666666666667,0.008666666666666666
2,6,0.5,42,0.010666666666666666,0.4394353476536732,1.5663224728028518,INTRINSIC,0.03933333333333334,0.0006666666666666661
2,6,0.5,123,0.024666666666666667,0.4688925554738599,1.4644478404254304,INTRINSIC,0.025333333333333336,0.014666666666666666
2,6,0.5,777,0.01,0.6456648111114478,1.298901562812121,INTRINSIC,0.04,0.0
2,6,0.5,999,0.012,0.555776147389953,1.451713511378253,INTRINSIC,0.038000000000000006,0.002
2,6,0.5,314,0.007333333333333333,0.6697110777981254,1.298901562812121,INTRINSIC,0.04266666666666667,0.002666666666666667
3,3,0.0,42,0.011333333333333334,0.7687280161623726,1.3116358918592987,INTRINSIC,0.03866666666666667,0.001333333333333334
3,3,0.0,123,0.008666666666666666,0.7041525090160945,1.1715582723403446,INTRINSIC,0.04133333333333333,0.001333333333333334
3,3,0.0,777,0.004666666666666667,0.6796349977940633,1.2479642466234104,INTRINSIC,0.04533333333333334,0.005333333333333333
3,3,0.0,999,0.012,0.6789038483256342,1.2734329047177657,INTRINSIC,0.038000000000000006,0.002
3,3,0.0,314,0.004666666666666667,0.6524635711787019,1.375307537095187,INTRINSIC,0.04533333333333334,0.005333333333333333
3,3,0.15,42,0.011333333333333334,0.46143514985941886,1.6045254599443848,INTRINSIC,0.03866666666666667,0.001333333333333334
3,3,0.15,123,0.020666666666666667,0.4607466462053872,1.5663224728028518,INTRINSIC,0.029333333333333336,0.010666666666666666
3,3,0.15,777,0.002,0.702428293120458,1.2097612594818774,INTRINSIC,0.048,0.008
3,3,0.15,999,0.012,0.5617188521917725,1.62999411803874,INTRINSIC,0.038000000000000006,0.002
3,3,0.15,314,0.008,0.6676472344540622,1.5408538147084965,INTRINSIC,0.042,0.002
3,3,0.5,42,0.01,0.39952973818459625,1.62999411803874,INTRINSIC,0.04,0.0
3,3,0.5,123,0.015333333333333332,0.4697402478790314,1.5153851566141412,INTRINSIC,0.03466666666666667,0.005333333333333332
3,3,0.5,777,0.004666666666666667,0.6688255041104461,1.3243702209064763,INTRINSIC,0.04533333333333334,0.005333333333333333
3,3,0.5,999,0.013333333333333334,0.4947269392525721,1.6681971051802733,INTRINSIC,0.03666666666666667,0.003333333333333334
3,3,0.5,314,0.011333333333333334,0.6327415275373425,1.5408538147084965,INTRINSIC,0.03866666666666667,0.001333333333333334
3,6,0.0,42,0.011333333333333334,0.768312130196978,1.298901562812121,INTRINSIC,0.03866666666666667,0.001333333333333334
3,6,0.0,123,0.008666666666666666,0.7041525090160945,1.1715582723403446,INTRINSIC,0.04133333333333333,0.001333333333333334
3,6,0.0,777,0.004666666666666667,0.6796349977940633,1.2479642466234104,INTRINSIC,0.04533333333333334,0.005333333333333333
3,6,0.0,999,0.012,0.6811457440970254,1.260698575670588,INTRINSIC,0.038000000000000006,0.002
3,6,0.0,314,0.004666666666666667,0.6522595551440443,1.3880418661423646,INTRINSIC,0.04533333333333334,0.005333333333333333
3,6,0.15,42,0.0026666666666666666,0.7191957187794512,1.1588239432931668,INTRINSIC,0.04733333333333334,0.007333333333333334
3,6,0.15,123,0.008666666666666666,0.5529243940600441,1.3625732080480093,INTRINSIC,0.04133333333333333,0.001333333333333334
3,6,0.15,777,0.002,0.7462015345484021,1.044214981868568,INTRINSIC,0.048,0.008
3,6,0.15,999,0.012,0.7150926922054055,1.4389791823310751,INTRINSIC,0.038000000000000006,0.002
3,6,0.15,314,0.0013333333333333333,0.845046871956359,0.9932776656798572,INTRINSIC,0.04866666666666667,0.008666666666666666
3,6,0.5,42,0.012,0.417052634678655,1.6936657632746286,INTRINSIC,0.038000000000000006,0.002
3,6,0.5,123,0.026,0.4309337728567954,1.5535881437556742,INTRINSIC,0.024000000000000004,0.016
3,6,0.5,777,0.006,0.6314527352147605,1.3498388790008315,INTRINSIC,0.044000000000000004,0.004
3,6,0.5,999,0.010666666666666666,0.5430793141366511,1.528119485661319,INTRINSIC,0.03933333333333334,0.0006666666666666661
3,6,0.5,314,0.01,0.6305713771258109,1.4389791823310751,INTRINSIC,0.04,0.0
4,3,0.0,42,0.012666666666666666,0.7530204310675807,1.3116358918592987,INTRINSIC,0.037333333333333336,0.002666666666666666
4,3,0.0,123,0.011333333333333334,0.6956004718538069,1.2352299175762327,INTRINSIC,0.03866666666666667,0.001333333333333334
4,3,0.0,777,0.008666666666666666,0.6672246619627298,1.3116358918592987,INTRINSIC,0.04133333333333333,0.001333333333333334
4,3,0.0,999,0.017333333333333333,0.6539410675332503,1.2861672337649435,INTRINSIC,0.03266666666666667,0.007333333333333332
4,3,0.0,314,0.006,0.633101669172483,1.4771821694726084,INTRINSIC,0.044000000000000004,0.004
4,3,0.15,42,0.01,0.3894887087669375,1.7064000923218061,INTRINSIC,0.04,0.0
4,3,0.15,123,0.022,0.40386773479254345,1.591791130897207,INTRINSIC,0.028000000000000004,0.011999999999999999
4,3,0.15,777,0.002,0.6883253919200738,1.337104549953654,INTRINSIC,0.048,0.008
4,3,0.15,999,0.013333333333333334,0.5086460032756058,1.6554627761330956,INTRINSIC,0.03666666666666667,0.003333333333333334
4,3,0.15,314,0.009333333333333334,0.6386112945408534,1.62999411803874,INTRINSIC,0.04066666666666667,0.0006666666666666661
4,3,0.5,42,0.019333333333333334,0.2765404266992888,1.7573374085105167,INTRINSIC,0.03066666666666667,0.009333333333333334
4,3,0.5,123,0.018,0.3959657998924866,1.62999411803874,INTRINSIC,0.032,0.007999999999999998
4,3,0.5,777,0.0033333333333333335,0.6376406642762503,1.4262448532838976,INTRINSIC,0.04666666666666667,0.006666666666666666
4,3,0.5,999,0.016,0.399398633779682,1.8082747246992272,INTRINSIC,0.034,0.006
4,3,0.5,314,0.01,0.5870538757594903,1.591791130897207,INTRINSIC,0.04,0.0
4,6,0.0,42,0.011333333333333334,0.7555892330485366,1.3498388790008315,INTRINSIC,0.03866666666666667,0.001333333333333334
4,6,0.0,123,0.01,0.6950877142501029,1.2352299175762327,INTRINSIC,0.04,0.0
4,6,0.0,777,0.008666666666666666,0.6704933086707846,1.3243702209064763,INTRINSIC,0.04133333333333333,0.001333333333333334
