topology,n_nonlin,condition,gain_u,seed,R_mean,R_std,p_mean,u_mean,u_max
BA_m3,10.0,FULL,1.0,123,0.25963681481336554,0.08091002971462379,0.027497629696506824,0.05921349566812559,0.06490111611417898
BA_m3,10.0,FULL,1.0,777,0.25039658571180395,0.08206738914682996,0.029102536146616374,0.059831897511732964,0.0655577957026502
BA_m3,10.0,FULL,1.0,17,0.279166779993692,0.11325537658149167,0.02714293141771667,0.05856464657610999,0.06455871344464971
BA_m3,10.0,FULL,1.0,256,0.28060318672389917,0.1048566434131397,0.03690824582212777,0.06121441513603982,0.06743783571229164
BA_m3,10.0,FULL,1.0,1337,0.19363857845793453,0.08500955725675113,0.02313433908591296,0.059195905258445404,0.0644492843591024
BA_m3,10.0,FULL,1.0,99,0.31494443137749717,0.07702951468942648,0.033509265009799866,0.06076250671955084,0.06696380640192084
BA_m3,10.0,FULL,1.0,314,0.30699365472517737,0.11842545814043319,0.030474744275860305,0.06010138370722738,0.0659937328573762
BA_m3,10.0,FULL,1.0,2024,0.2682626619647681,0.08646326748705352,0.03134970613445724,0.06018663643863633,0.06621390487269342
BA_m3,10.0,FULL,1.0,888,0.3176338618037571,0.08052881769739016,0.030547679092517405,0.059807378324091984,0.0660082018851278
BA_m3,10.0,FULL,2.0,42,0.23219724561144908,0.05667858405708047,0.025462484625001246,0.07327821322573007,0.0865787887528485
BA_m3,10.0,FULL,2.0,123,0.256204984857545,0.07998961864687579,0.027608999696526176,0.07198396218228373,0.08594215668129303
BA_m3,10.0,FULL,2.0,777,0.2441552054702937,0.08194106188880064,0.02932376821437807,0.07370940910243133,0.08779484039458152
BA_m3,10.0,FULL,2.0,17,0.2751830577700029,0.10959114808446177,0.027372719289637124,0.0703929218305539,0.08518938309276743
BA_m3,10.0,FULL,2.0,256,0.27521542036235835,0.11660911115034338,0.03731937340843547,0.07755270965530286,0.09311006632583137
BA_m3,10.0,FULL,2.0,1337,0.19498148350639571,0.07564646300793874,0.02348495534327341,0.07198298825305806,0.084875963965311
BA_m3,10.0,FULL,2.0,99,0.307214317844178,0.07844121051138053,0.03384982091709582,0.0761349021937406,0.09144293194776468
BA_m3,10.0,FULL,2.0,314,0.2974785672411117,0.10887281209659337,0.030352186781197856,0.07439233565372169,0.08886120332281554
BA_m3,10.0,FULL,2.0,2024,0.2638659038182859,0.08676241400808986,0.031519363461525216,0.07466136909515209,0.08958458363297415
BA_m3,10.0,FULL,2.0,888,0.3260489463361801,0.07197637298293547,0.030674838256603287,0.07355986277064173,0.08881529673639545
BA_m3,10.0,FULL,3.0,42,0.22857508974942334,0.06179792966456052,0.02609770471817774,0.09088325037063175,0.11490130537277583
BA_m3,10.0,FULL,3.0,123,0.2504971671910071,0.08044035748755325,0.027692877912904677,0.08839889161671144,0.11342167605891929
BA_m3,10.0,FULL,3.0,777,0.22993830497327242,0.07850698412568538,0.029667474124238147,0.09182466862984592,0.11739063903606738
BA_m3,10.0,FULL,3.0,17,0.26657097104255745,0.10555556756002551,0.02759187888234293,0.08562390664838608,0.11239056993778203
BA_m3,10.0,FULL,3.0,256,0.2824082158946049,0.10588859600091163,0.037922789785484384,0.09926968441200537,0.12770457675343408
BA_m3,10.0,FULL,3.0,1337,0.19832753214136062,0.06655842471574112,0.023992970354932062,0.0885199927926887,0.11168594141175207
BA_m3,10.0,FULL,3.0,99,0.29066355378287984,0.07923960002230616,0.03407832929668264,0.09630195988280242,0.12389381306128594
BA_m3,10.0,FULL,3.0,314,0.28229231340707256,0.09632617767230242,0.030640297654117323,0.09308965087749127,0.11937268654377652
BA_m3,10.0,FULL,3.0,2024,0.2623980862366895,0.08737557535966398,0.03160679771888745,0.09355502672635964,0.12036179706748999
BA_m3,10.0,FULL,3.0,888,0.28782698714490984,0.09648470754330629,0.029617352370421925,0.09129170773762464,0.1182562620200053
BA_m3,10.0,FULL,5.0,42,0.20498386501615357,0.08763953283392752,0.026604321803804447,0.1394216835242259,0.19552842626397457
BA_m3,10.0,FULL,5.0,123,0.21831771139380257,0.085990732296643,0.027805542382334004,0.13350087458991391,0.19196347116753604
BA_m3,10.0,FULL,5.0,777,0.2111319427461155,0.07229487078930356,0.03171858177312999,0.1431097657079503,0.20675281176819485
BA_m3,10.0,FULL,5.0,17,0.24174503276907228,0.08327013460319373,0.027728074737260234,0.12743861864404193,0.1876642415870954
BA_m3,10.0,FULL,5.0,256,0.2947223724870463,0.09339184101034353,0.04187618357440903,0.16234469121945877,0.23682769801276063
BA_m3,10.0,FULL,5.0,1337,0.2012260176045091,0.07478776007237821,0.02529258416882032,0.13465314395496636,0.1898300702588646
BA_m3,10.0,FULL,5.0,99,0.2706487780006649,0.07823880019047594,0.03642478423308474,0.15346519693164232,0.2216909009849351
BA_m3,10.0,FULL,5.0,314,0.2560184420697496,0.08144436327579371,0.03491773865893841,0.14692442584762677,0.21484688427296447
BA_m3,10.0,FULL,5.0,2024,0.2298399061273288,0.08519124214345788,0.03179565424878453,0.14645365148413933,0.2121607623183488
BA_m3,10.0,FULL,5.0,888,0.2645363713016142,0.08067823217607198,0.030284065061268208,0.14024598742047362,0.2056255155013186
BA_m3,10.0,FULL,7.0,42,0.11711587125760071,0.06752016198869412,0.03767333811896609,0.21791544748450592,0.37084214929906023
BA_m3,10.0,FULL,7.0,123,0.20009452433227193,0.06356922012464908,0.03735235221175271,0.20910763800820437,0.36726718453005014
BA_m3,10.0,FULL,7.0,777,0.1965156153136427,0.07314088088870237,0.04925273051299937,0.23354044586548917,0.43775643209695675
