config,topo,m,i_stim,seed,node,degree,lz_full,lz_tail
FULL,ba_m3_functional,3,0.0,0,54,5,1.014887638494492,0.9966109904793409
FULL,ba_m3_functional,3,0.0,0,55,3,1.0423170341294783,1.6610183174655682
FULL,ba_m3_functional,3,0.0,0,56,4,1.1520346166694233,1.9932219809586817
FULL,ba_m3_functional,3,0.0,0,57,2,0.8503112646845744,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,58,2,0.9600288472245195,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,59,5,0.8228818690495882,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,60,5,0.8777406603195607,1.6610183174655682
FULL,ba_m3_functional,3,0.0,0,61,4,0.9600288472245195,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,62,1,1.097175825399451,1.7440692333388463
FULL,ba_m3_functional,3,0.0,0,63,3,0.8503112646845744,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,64,4,1.0423170341294783,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,65,3,0.8503112646845744,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,66,1,1.0697464297644645,1.9932219809586817
FULL,ba_m3_functional,3,0.0,0,67,4,0.9874582428595058,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,68,3,0.9051700559545469,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,69,5,0.8228818690495882,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,70,4,1.014887638494492,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,71,3,0.8777406603195607,1.0796619063526194
FULL,ba_m3_functional,3,0.0,0,72,2,1.1520346166694233,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,73,2,0.9051700559545469,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,74,6,0.8228818690495882,1.245763738099176
FULL,ba_m3_functional,3,0.0,0,75,3,0.8503112646845744,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,76,4,0.8228818690495882,1.5779674015922898
FULL,ba_m3_functional,3,0.0,0,77,5,0.9600288472245195,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,78,2,0.8777406603195607,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,79,3,1.014887638494492,1.5779674015922898
FULL,ba_m3_functional,3,0.0,0,80,2,0.9325994515895332,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,81,5,0.8777406603195607,0.9966109904793409
FULL,ba_m3_functional,3,0.0,0,82,2,1.0423170341294783,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,83,9,0.8777406603195607,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,84,3,0.8503112646845744,1.1627128222258978
FULL,ba_m3_functional,3,0.0,0,85,2,1.014887638494492,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,86,3,0.8503112646845744,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,87,3,0.8503112646845744,1.4949164857190111
FULL,ba_m3_functional,3,0.0,0,88,5,0.8777406603195607,1.5779674015922898
FULL,ba_m3_functional,3,0.0,0,89,7,0.8777406603195607,1.0796619063526194
FULL,ba_m3_functional,3,0.0,0,90,1,1.097175825399451,1.8271201492121252
FULL,ba_m3_functional,3,0.0,0,91,1,0.9325994515895332,1.245763738099176
FULL,ba_m3_functional,3,0.0,0,92,2,0.9600288472245195,1.3288146539724546
FULL,ba_m3_functional,3,0.0,0,93,6,0.7680230777796155,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,94,5,0.8228818690495882,1.0796619063526194
FULL,ba_m3_functional,3,0.0,0,95,5,0.9325994515895332,1.9932219809586817
FULL,ba_m3_functional,3,0.0,0,96,1,1.014887638494492,1.7440692333388463
FULL,ba_m3_functional,3,0.0,0,97,2,0.9051700559545469,1.411865569845733
FULL,ba_m3_functional,3,0.0,0,98,3,0.8503112646845744,1.1627128222258978
FULL,ba_m3_functional,3,0.0,0,99,3,0.9325994515895332,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,0,29,0.8777406603195607,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,1,16,0.9600288472245195,1.5779674015922898
FULL,ba_m3_functional,3,0.0,1,2,17,0.8503112646845744,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,3,17,0.8228818690495882,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,4,13,0.8228818690495882,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,5,11,0.8503112646845744,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,6,9,0.8503112646845744,1.245763738099176
FULL,ba_m3_functional,3,0.0,1,7,10,0.8503112646845744,1.4949164857190111
FULL,ba_m3_functional,3,0.0,1,8,3,0.8777406603195607,1.3288146539724546
FULL,ba_m3_functional,3,0.0,1,9,10,0.8228818690495882,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,10,7,0.8503112646845744,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,11,11,0.8503112646845744,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,12,5,0.9051700559545469,1.411865569845733
FULL,ba_m3_functional,3,0.0,1,13,1,0.9874582428595058,1.7440692333388463
FULL,ba_m3_functional,3,0.0,1,14,1,1.014887638494492,1.4949164857190111
FULL,ba_m3_functional,3,0.0,1,15,14,1.014887638494492,1.411865569845733
FULL,ba_m3_functional,3,0.0,1,16,9,0.9325994515895332,1.411865569845733
FULL,ba_m3_functional,3,0.0,1,17,9,1.014887638494492,0.9966109904793409
FULL,ba_m3_functional,3,0.0,1,18,9,0.9874582428595058,1.0796619063526194
FULL,ba_m3_functional,3,0.0,1,19,9,1.014887638494492,0.9966109904793409
