config,topo,m,i_stim,seed,node,degree,lz_full,lz_tail
FROZEN_U,ba_m3_functional,3,0.0,0,37,4,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,0,38,6,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,39,4,0.8503112646845744,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,0,40,7,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,0,41,3,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,42,3,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,43,3,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,44,3,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,45,3,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,46,5,0.8503112646845744,1.5779674015922898
FROZEN_U,ba_m3_functional,3,0.0,0,47,4,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,48,4,0.9600288472245195,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,0,49,5,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,50,4,0.8777406603195607,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,51,3,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,52,4,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,53,4,0.8228818690495882,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,54,5,1.0423170341294783,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,55,4,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,56,3,0.9874582428595058,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,0,57,3,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,58,5,0.9325994515895332,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,0,59,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,60,4,0.9051700559545469,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,61,3,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,62,3,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,63,3,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,64,3,1.0423170341294783,2.491527476198352
FROZEN_U,ba_m3_functional,3,0.0,0,65,3,0.8503112646845744,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,66,7,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,67,6,1.014887638494492,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,68,3,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,69,3,0.9600288472245195,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,70,4,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,71,3,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,72,4,1.0697464297644645,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,73,4,0.9325994515895332,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,0,74,4,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,75,3,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,76,3,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,77,4,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,78,3,0.9051700559545469,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,79,3,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,80,4,0.9600288472245195,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,0,81,5,0.9051700559545469,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,82,4,0.8228818690495882,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,0,83,3,1.0423170341294783,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,84,4,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,85,3,0.9325994515895332,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,86,3,0.8503112646845744,2.491527476198352
FROZEN_U,ba_m3_functional,3,0.0,0,87,3,0.8228818690495882,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,88,3,1.014887638494492,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,0,89,4,1.014887638494492,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,0,90,4,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,0,91,4,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,92,3,0.9600288472245195,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,0,93,3,0.8503112646845744,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,0,94,3,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,95,3,0.8777406603195607,2.5745783920716305
FROZEN_U,ba_m3_functional,3,0.0,0,96,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,0,97,3,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,0,98,3,0.8228818690495882,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,0,99,3,0.9600288472245195,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,0,37,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,1,21,0.9874582428595058,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,2,17,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,3,17,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,4,11,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,5,14,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,6,7,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,7,9,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,8,8,1.014887638494492,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,1,9,12,0.8503112646845744,1.6610183174655682
FROZEN_U,ba_m3_functional,3,0.0,1,10,7,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,11,10,0.8777406603195607,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,12,11,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,13,4,1.0697464297644645,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,14,6,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,15,14,1.014887638494492,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,16,8,0.9600288472245195,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,17,10,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,18,6,1.014887638494492,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,19,7,1.014887638494492,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,20,8,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,21,7,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,22,9,1.0423170341294783,1.6610183174655682
FROZEN_U,ba_m3_functional,3,0.0,1,23,4,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,24,5,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,25,7,1.0697464297644645,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,26,3,0.8228818690495882,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,27,8,0.9325994515895332,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,28,10,0.9051700559545469,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,29,10,0.9874582428595058,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,30,5,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,31,7,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,32,5,0.9325994515895332,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,33,7,0.8503112646845744,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,34,7,1.0423170341294783,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,35,5,0.9325994515895332,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,36,4,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,37,4,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,38,6,0.9325994515895332,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,1,39,5,1.0423170341294783,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,40,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,41,4,1.014887638494492,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,42,4,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,43,5,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,44,4,0.9051700559545469,1.4949164857190111
FROZEN_U,ba_m3_functional,3,0.0,1,45,3,1.014887638494492,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,46,3,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,47,4,0.9325994515895332,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,48,3,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,49,4,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,50,5,1.0423170341294783,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,51,5,1.014887638494492,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,52,5,0.9325994515895332,2.5745783920716305
FROZEN_U,ba_m3_functional,3,0.0,1,53,3,0.9325994515895332,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,54,7,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,55,6,0.8777406603195607,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,56,4,0.9051700559545469,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,1,57,3,0.9051700559545469,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,58,4,0.8777406603195607,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,59,7,0.8777406603195607,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,1,60,5,0.8777406603195607,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,1,61,3,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,62,5,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,63,3,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,64,5,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,65,6,0.9600288472245195,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,66,5,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,67,3,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,68,3,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,69,5,1.0423170341294783,1.5779674015922898
FROZEN_U,ba_m3_functional,3,0.0,1,70,3,1.014887638494492,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,71,3,1.014887638494492,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,72,4,0.9325994515895332,1.6610183174655682
FROZEN_U,ba_m3_functional,3,0.0,1,73,3,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,74,3,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,75,3,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,76,5,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,77,3,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,78,3,0.9874582428595058,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,79,5,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,80,3,0.9051700559545469,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,81,3,0.9600288472245195,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,1,82,3,0.9325994515895332,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,83,3,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,84,3,0.8777406603195607,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,1,85,3,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,86,4,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,87,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,88,3,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,89,3,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,90,3,0.9325994515895332,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,91,3,0.9874582428595058,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,92,3,1.0697464297644645,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,93,3,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,94,4,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,1,95,3,0.9051700559545469,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,96,3,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,1,97,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,1,98,3,1.0697464297644645,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,1,99,3,0.8777406603195607,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,0,26,0.9874582428595058,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,1,24,1.0423170341294783,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,2,24,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,3,40,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,4,12,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,5,13,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,6,11,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,7,8,0.8777406603195607,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,8,5,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,9,5,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,10,7,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,11,12,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,12,10,0.9325994515895332,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,13,6,0.9600288472245195,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,14,6,0.8228818690495882,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,15,19,0.8503112646845744,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,16,6,0.8777406603195607,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,17,6,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,18,9,1.0423170341294783,1.4949164857190111
FROZEN_U,ba_m3_functional,3,0.0,2,19,4,0.9874582428595058,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,20,12,1.0423170341294783,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,21,7,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,22,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,23,6,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,24,5,1.0697464297644645,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,25,6,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,26,3,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,27,7,0.9325994515895332,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,28,5,0.8777406603195607,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,29,6,1.0423170341294783,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,30,3,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,31,9,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,32,4,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,33,6,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,34,5,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,35,4,0.9600288472245195,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,36,3,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,37,5,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,38,3,1.0423170341294783,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,39,3,0.9600288472245195,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,40,6,0.8228818690495882,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,2,41,8,1.014887638494492,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,42,3,0.9051700559545469,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,2,43,3,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,44,4,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,45,5,0.8777406603195607,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,2,46,3,0.8503112646845744,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,2,47,7,0.8228818690495882,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,48,5,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,49,5,0.9051700559545469,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,50,7,0.9874582428595058,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,51,4,0.8228818690495882,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,52,5,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,53,4,0.8228818690495882,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,54,4,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,55,4,0.9325994515895332,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,56,6,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,57,3,0.9874582428595058,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,58,4,0.9325994515895332,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,59,6,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,60,3,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,61,3,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,62,4,0.8503112646845744,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,63,4,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,64,4,0.9600288472245195,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,65,3,1.014887638494492,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,66,3,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,67,4,1.014887638494492,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,68,3,0.9874582428595058,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,2,69,6,0.9874582428595058,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,70,3,0.9874582428595058,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,71,3,1.0423170341294783,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,2,72,3,1.0423170341294783,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,73,4,0.9600288472245195,1.4949164857190111
FROZEN_U,ba_m3_functional,3,0.0,2,74,3,1.014887638494492,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,75,3,1.0697464297644645,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,76,3,0.8503112646845744,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,2,77,3,1.014887638494492,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,78,4,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,79,4,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,80,3,1.014887638494492,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,81,3,0.9874582428595058,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,82,3,0.9051700559545469,1.7440692333388463
FROZEN_U,ba_m3_functional,3,0.0,2,83,3,0.9051700559545469,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,84,3,0.9051700559545469,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,85,3,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,2,86,4,0.8777406603195607,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,87,4,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,88,3,0.8228818690495882,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,2,89,3,1.014887638494492,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,90,4,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,91,3,0.8777406603195607,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,92,4,0.8228818690495882,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,2,93,3,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,94,3,1.0423170341294783,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,95,3,0.8777406603195607,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,2,96,3,0.9600288472245195,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,97,3,0.8503112646845744,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,2,98,3,0.8503112646845744,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,2,99,3,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,0,8,0.8503112646845744,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,1,33,0.8503112646845744,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,3,2,29,1.0697464297644645,1.5779674015922898
FROZEN_U,ba_m3_functional,3,0.0,3,3,32,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,4,16,0.8228818690495882,2.5745783920716305
FROZEN_U,ba_m3_functional,3,0.0,3,5,13,0.8228818690495882,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,3,6,14,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,7,10,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,8,4,0.8228818690495882,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,3,9,8,0.9051700559545469,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,10,18,0.8228818690495882,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,3,11,11,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,12,6,1.014887638494492,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,3,13,9,0.9051700559545469,1.8271201492121252
FROZEN_U,ba_m3_functional,3,0.0,3,14,6,0.9325994515895332,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,15,5,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,16,4,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,17,9,0.8777406603195607,1.9101710650854034
FROZEN_U,ba_m3_functional,3,0.0,3,18,13,0.8777406603195607,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,3,19,4,0.9600288472245195,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,3,20,4,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,21,6,0.8503112646845744,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,3,22,7,1.0423170341294783,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,23,5,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,24,6,0.8777406603195607,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,25,8,1.014887638494492,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,3,26,11,0.8777406603195607,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,3,27,6,0.8228818690495882,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,28,4,0.9600288472245195,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,29,3,0.9051700559545469,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,30,5,0.9325994515895332,2.242374728578517
FROZEN_U,ba_m3_functional,3,0.0,3,31,5,0.8228818690495882,2.1593238127052388
FROZEN_U,ba_m3_functional,3,0.0,3,32,6,0.8777406603195607,2.3254256444517956
FROZEN_U,ba_m3_functional,3,0.0,3,33,4,0.8503112646845744,1.9932219809586817
FROZEN_U,ba_m3_functional,3,0.0,3,34,5,0.8503112646845744,2.07627289683196
FROZEN_U,ba_m3_functional,3,0.0,3,35,5,0.9874582428595058,2.4084765603250737
FROZEN_U,ba_m3_functional,3,0.0,3,36,6,0.8503112646845744,1.9101710650854034
