budget_lvl,mode,family,label,oracle,c_doubt,c_conv,alloc,correct
1.0,DOUTE,TOPOLOGIE,TOPO(ring),1573,151,81,151,1
1.0,DOUTE,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,179,1
1.0,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,278,184,278,1
1.0,DOUTE,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,163,1
1.0,DOUTE,CONTRADICTION,CONTRA(+5/-4),2000,341,132,341,1
1.0,DOUTE,TOPOLOGIE,TOPO(ba),1991,2000,109,2000,1
1.0,DOUTE,TOPOLOGIE,TOPO(ring),1320,295,166,295,1
1.0,DOUTE,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,170,1
1.0,DOUTE,TOPOLOGIE,TOPO(ring),1,171,96,171,1
1.0,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,200,108,1563.8055555555557,0
1.0,UNIFORME,EVIDENCE,EVID(n=3,E=0.42),2000,157,127,1563.8055555555557,1
1.0,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,314,129,1563.8055555555557,1
1.0,UNIFORME,TOPOLOGIE,TOPO(ring),1573,151,81,1563.8055555555557,0
1.0,UNIFORME,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,1563.8055555555557,0
1.0,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,278,184,1563.8055555555557,1
1.0,UNIFORME,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,1563.8055555555557,1
1.0,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,341,132,1563.8055555555557,1
1.0,UNIFORME,TOPOLOGIE,TOPO(ba),1991,2000,109,1563.8055555555557,1
1.0,UNIFORME,TOPOLOGIE,TOPO(ring),1320,295,166,1563.8055555555557,1
1.0,UNIFORME,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,1563.8055555555557,1
1.0,UNIFORME,TOPOLOGIE,TOPO(ring),1,171,96,1563.8055555555557,1
1.0,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,200,108,108,1
1.0,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.42),2000,157,127,127,1
1.0,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,314,129,129,1
1.0,CONVERGENCE,TOPOLOGIE,TOPO(ring),1573,151,81,81,1
1.0,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,81,1
1.0,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,278,184,184,1
1.0,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,130,1
1.0,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,341,132,132,1
1.0,CONVERGENCE,TOPOLOGIE,TOPO(ba),1991,2000,109,109,1
1.0,CONVERGENCE,TOPOLOGIE,TOPO(ring),1320,295,166,166,1
1.0,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,81,1
1.0,CONVERGENCE,TOPOLOGIE,TOPO(ring),1,171,96,96,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.29),1523,155,125,155,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.32),1465,163,81,163,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,266,81,266,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.49),2000,165,81,165,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),987,161,81,161,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.28),2000,155,82,155,0
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,268,132,268,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1,2000,81,2000,1
1.25,DOUTE,CONTRADICTION,CONTRA(+3/-2),2000,184,134,184,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),873,155,90,155,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),2000,271,97,271,1
1.25,DOUTE,CONTRADICTION,CONTRA(+3/-2),1635,154,81,154,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.29),1523,155,125,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.32),1465,163,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,266,81,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.49),2000,165,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),987,161,81,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.28),2000,155,82,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,268,132,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1,2000,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+3/-2),2000,184,134,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),873,155,90,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),2000,271,97,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+3/-2),1635,154,81,1954.7569444444446,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.29),1523,155,125,125,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.32),1465,163,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,266,81,81,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.49),2000,165,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),987,161,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.28),2000,155,82,82,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,268,132,132,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1,2000,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+3/-2),2000,184,134,134,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),873,155,90,90,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),2000,271,97,97,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+3/-2),1635,154,81,81,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.42),1669,161,81,161,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,172,114,172,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1,171,88,171,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.42),2000,160,81,160,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),873,1466,140,1466,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,180,114,180,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1,179,81,179,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.44),1986,169,94,169,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1,186,121,186,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,178,141,178,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,280,156,280,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.31),1987,172,81,172,1
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.42),1669,161,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,172,114,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1,171,88,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.42),2000,160,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),873,1466,140,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,180,114,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1,179,81,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.44),1986,169,94,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1,186,121,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,178,141,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,280,156,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.31),1987,172,81,1954.7569444444446,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.42),1669,161,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,172,114,114,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1,171,88,88,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.42),2000,160,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),873,1466,140,140,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,180,114,114,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1,179,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.44),1986,169,94,94,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1,186,121,121,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,178,141,141,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,280,156,156,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.31),1987,172,81,81,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.27),1485,162,81,162,1
1.25,DOUTE,CONTRADICTION,CONTRA(+5/-4),2000,466,190,466,0
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1717,2000,133,2000,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.47),1197,158,81,158,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,168,134,168,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),2000,2000,81,2000,0
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),1449,312,113,312,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,165,81,165,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1057,2000,81,2000,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),2000,265,111,265,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.49),2000,157,81,157,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.47),1646,157,81,157,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.27),1485,162,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,466,190,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1717,2000,133,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.47),1197,158,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,168,134,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),2000,2000,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),1449,312,113,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,165,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1057,2000,81,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),2000,265,111,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.49),2000,157,81,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.47),1646,157,81,1954.7569444444446,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.27),1485,162,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,466,190,190,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1717,2000,133,133,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.47),1197,158,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,168,134,134,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),2000,2000,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),1449,312,113,113,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,165,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1057,2000,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),2000,265,111,111,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.49),2000,157,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.47),1646,157,81,81,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.37),2000,166,81,166,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1174,476,169,476,0
1.25,DOUTE,CONTRADICTION,CONTRA(+5/-4),1220,649,144,649,0
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1,179,81,179,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.40),1387,159,81,159,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,191,81,191,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.41),2000,159,81,159,1
1.25,DOUTE,CONTRADICTION,CONTRA(+3/-2),2000,160,84,160,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.28),1386,166,105,166,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),860,170,95,170,1
1.25,DOUTE,CONTRADICTION,CONTRA(+5/-4),2000,316,131,316,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),2000,283,86,283,1
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.37),2000,166,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1174,476,169,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+5/-4),1220,649,144,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1,179,81,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.40),1387,159,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,191,81,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.41),2000,159,81,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+3/-2),2000,160,84,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.28),1386,166,105,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),860,170,95,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,316,131,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),2000,283,86,1954.7569444444446,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.37),2000,166,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1174,476,169,169,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),1220,649,144,144,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1,179,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.40),1387,159,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,191,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.41),2000,159,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+3/-2),2000,160,84,84,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.28),1386,166,105,105,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),860,170,95,95,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,316,131,131,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),2000,283,86,86,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.28),2000,161,81,161,0
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1808,2000,103,2000,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,182,147,182,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1,183,130,183,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),2000,253,112,253,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,281,81,281,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.47),2000,171,95,171,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1,197,194,197,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,199,81,199,1
1.25,DOUTE,EVIDENCE,EVID(n=1,E=0.30),1157,168,81,168,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.38),2000,168,81,168,1
1.25,DOUTE,CONTRADICTION,CONTRA(+3/-2),2000,185,189,185,1
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.28),2000,161,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1808,2000,103,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,182,147,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1,183,130,1954.7569444444446,1
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),2000,253,112,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,281,81,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.47),2000,171,95,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1,197,194,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,199,81,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=1,E=0.30),1157,168,81,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.38),2000,168,81,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+3/-2),2000,185,189,1954.7569444444446,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.28),2000,161,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1808,2000,103,103,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,182,147,147,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1,183,130,130,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),2000,253,112,112,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,281,81,81,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.47),2000,171,95,95,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1,197,194,194,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,199,81,81,0
1.25,CONVERGENCE,EVIDENCE,EVID(n=1,E=0.30),1157,168,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.38),2000,168,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+3/-2),2000,185,189,189,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,200,108,200,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.42),2000,157,127,157,1
1.25,DOUTE,CONTRADICTION,CONTRA(+5/-4),2000,314,129,314,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1573,151,81,151,1
1.25,DOUTE,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,179,1
1.25,DOUTE,CONTRADICTION,CONTRA(+4/-3),2000,278,184,278,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,163,1
1.25,DOUTE,CONTRADICTION,CONTRA(+5/-4),2000,341,132,341,1
1.25,DOUTE,TOPOLOGIE,TOPO(ba),1991,2000,109,2000,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1320,295,166,295,1
1.25,DOUTE,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,170,1
1.25,DOUTE,TOPOLOGIE,TOPO(ring),1,171,96,171,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,200,108,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.42),2000,157,127,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,314,129,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1573,151,81,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,1954.7569444444446,0
1.25,UNIFORME,CONTRADICTION,CONTRA(+4/-3),2000,278,184,1954.7569444444446,0
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,1954.7569444444446,1
1.25,UNIFORME,CONTRADICTION,CONTRA(+5/-4),2000,341,132,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ba),1991,2000,109,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1320,295,166,1954.7569444444446,1
1.25,UNIFORME,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,1954.7569444444446,0
1.25,UNIFORME,TOPOLOGIE,TOPO(ring),1,171,96,1954.7569444444446,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,200,108,108,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.42),2000,157,127,127,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,314,129,129,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1573,151,81,81,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=2,E=0.33),2000,179,81,81,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+4/-3),2000,278,184,184,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.36),1161,163,130,130,1
1.25,CONVERGENCE,CONTRADICTION,CONTRA(+5/-4),2000,341,132,132,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ba),1991,2000,109,109,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1320,295,166,166,1
1.25,CONVERGENCE,EVIDENCE,EVID(n=3,E=0.42),2000,170,81,81,1
1.25,CONVERGENCE,TOPOLOGIE,TOPO(ring),1,171,96,96,1
