t_pulse,seed,dstar,correct_B400,conf_u_B400,conf_sig_B400,correct_B800,conf_u_B800,conf_sig_B800,correct_B1600,conf_u_B1600,conf_sig_B1600
350,11,-1,1,0.1795440891428578,0.8021802194690539,1,0.10921842708689511,0.9060297365655033,1,0.10927017353841217,0.8611643814599375
350,12,-1,1,0.16683787698175967,0.7488982723463771,1,0.09928017651984244,0.9037906384651269,0,0.09533824922545231,0.8508837209191303
350,13,1,1,0.3998087952089747,0.546694929304056,0,0.11593764341979262,0.8174110835016996,1,0.1141702797703743,0.8568999204853505
350,14,-1,1,0.2423528554223805,0.76976822216214,1,0.1438920730607398,0.9045855846203009,0,0.14549868412338474,0.8678215307187376
350,15,1,1,0.45160088187967506,0.5806623257509915,0,0.10877198336372795,0.8049426299475041,1,0.10566758181969338,0.8759257755679974
350,16,1,1,0.49953998102676833,0.3747086198815278,0,0.11837930102466043,0.7525569589875312,1,0.09768667996366476,0.8524434012468103
350,17,1,1,0.43979107935818385,0.5836781571829757,0,0.10949690664877965,0.7958394100495728,1,0.1076792554459377,0.8912772289653362
350,18,-1,1,0.20560057636761453,0.7335191410203383,1,0.11954540399963531,0.8900896365813485,0,0.12495691556287358,0.8775591078515808
350,19,-1,1,0.2601168630305323,0.767380129266214,1,0.1361177194846478,0.8811968566827146,0,0.13477397911988986,0.8633547843162254
350,20,-1,1,0.20859634277610983,0.7243777136853339,1,0.11372833197355414,0.8869422005360189,0,0.11779071354947523,0.8739405428633337
350,21,-1,1,0.2369248287338579,0.7064134178606225,1,0.12185804709655612,0.8882156273719986,0,0.12123282421802595,0.8418440511706717
350,22,-1,1,0.19624053230663174,0.7641812321723634,1,0.11446141142873645,0.9085365338381424,0,0.11640803056147186,0.8693813572679374
350,23,-1,1,0.23619975948711125,0.7270423816679652,1,0.1315598409292248,0.88586564328886,0,0.12534445978311481,0.8551271705977209
700,0,-1,1,0.18768694162374844,0.7445236708430732,1,0.11518697574157866,0.8943258390403155,0,0.125447499098011,0.8872009834906109
700,1,-1,1,0.2538882939757906,0.638319517224857,1,0.13668852486502348,0.8660338443737852,0,0.14328385561183477,0.877771330396266
700,2,1,0,0.43719533925354315,0.5132592129720537,1,0.160268677876667,0.09376687394062388,1,0.07132377610440355,0.8704263089501771
700,3,-1,1,0.2587887157212623,0.5748148419135364,1,0.13903643303971136,0.8447592446709616,0,0.1288224929003089,0.8386590428103998
700,4,1,0,0.4153191204522425,0.6647085265336348,1,0.15336150202257026,0.23327414411996605,0,0.07762580123116647,0.8780510256057645
700,5,-1,1,0.24366162381712553,0.5778856760654715,1,0.13982679749133775,0.8465626950817396,0,0.12845925398959435,0.8403552188711437
700,6,-1,1,0.22367039921460607,0.5382913614437494,1,0.11867836074962568,0.8767028648408381,0,0.11912138024363594,0.8569838201800787
700,7,-1,1,0.22886626350591,0.5665660423836469,1,0.12671094118015136,0.8643993650087349,0,0.1321796137868091,0.8576097519952759
700,8,-1,1,0.2729745383502583,0.5047307567373627,1,0.15731272540217656,0.8617004398386199,0,0.15778440724631282,0.8678468167973352
700,9,-1,1,0.27358087045228663,0.6089168331683337,1,0.1629775073614368,0.8401276480250082,0,0.15217072947827848,0.8665923050832895
700,10,1,0,0.4831629749658348,0.5709254752355166,1,0.2096466591204007,0.0,1,0.08562323030445296,0.8524035241523549
700,11,-1,1,0.1793664896414201,0.6831152187533156,1,0.10152090265222569,0.8983433514994322,1,0.10257392766695705,0.8536013920690411
700,12,-1,1,0.1673125525790673,0.5484742398580926,1,0.0919464622528744,0.8705044417730731,0,0.09210905035789485,0.8455970704687277
700,13,1,0,0.39289963966908714,0.522433264989874,1,0.14902789809536798,0.18673758523883788,1,0.07095148073564428,0.8839191814113811
700,14,-1,1,0.24446089475255295,0.669831805166873,1,0.13901472754330546,0.8857240492906734,0,0.14037911790977053,0.8507056313436239
700,15,1,0,0.44320481992574823,0.5676386631949017,1,0.17499430373771518,0.02988356330176134,1,0.07578496988947603,0.854623436984477
700,16,1,1,0.4915791508407046,0.3048012079022465,1,0.19237630719819687,0.0,1,0.08404807678447357,0.8557995141957796
700,17,1,0,0.4336591658179153,0.6189901097508235,1,0.15909326281827607,0.14957565218447877,1,0.08247698181430252,0.871867309428294
700,18,-1,1,0.20673903483721545,0.6203169891704308,1,0.12041875969733906,0.8630803253551491,0,0.12183075852152725,0.8785094532671681
700,19,-1,1,0.2634386599578008,0.5741098025779362,1,0.13582225833877226,0.8759096032409939,0,0.13363258183271243,0.8620010829810117
700,20,-1,1,0.20716265835218228,0.4946476728274448,1,0.10916961602783071,0.8624589075890741,0,0.11126681677534878,0.8650619697243851
700,21,-1,1,0.2364776731957845,0.685370675426545,1,0.12487833159207407,0.8518209123116458,0,0.11956591470447675,0.8480999681087295
700,22,-1,1,0.19397608574363057,0.6505355747159074,1,0.10933517687828498,0.881981644821403,0,0.11581332416002421,0.8748224097424175
700,23,-1,1,0.23496646327447945,0.5624972664447698,1,0.13494270442800338,0.8605249366212679,0,0.1306000402894094,0.8744426378448975
1200,0,-1,1,0.18768694162374844,0.7445236708430732,1,0.11958942990196841,0.8218120167627678,0,0.09749625269015383,0.8934961251117122
1200,1,-1,1,0.2538882939757906,0.638319517224857,1,0.14230897700622802,0.7865802551690368,1,0.11331275930811235,0.8962880682610441
1200,2,1,0,0.43719533925354315,0.5132592129720537,0,0.24206416461324354,0.8133814851113633,0,0.05106871098887178,0.8571095218671051
1200,3,-1,1,0.2587887157212623,0.5748148419135364,1,0.14490450366704688,0.7380685401478997,1,0.11100898435001905,0.8719525372691417
1200,4,1,0,0.4153191204522425,0.6647085265336348,0,0.24158773503919162,0.8037505931982931,0,0.05366020986471132,0.855847812512511
1200,5,-1,1,0.24366162381712553,0.5778856760654715,1,0.14590110749206087,0.769321815629384,0,0.1142483309461153,0.8796191567696034
1200,6,-1,1,0.22367039921460607,0.5382913614437494,1,0.12612330849331532,0.775907684781862,0,0.10826257961102836,0.8827138905316461
1200,7,-1,1,0.22886626350591,0.5665660423836469,1,0.13399823501835773,0.7819973985567938,0,0.10572032148506127,0.8932390065005622
1200,8,-1,1,0.2729745383502583,0.5047307567373627,1,0.16259302428597688,0.790653403714779,0,0.13471875223291374,0.8841840518929984
1200,9,-1,1,0.27358087045228663,0.6089168331683337,1,0.1684564789977081,0.7347613061805773,0,0.12568191778935356,0.8888481314234017
1200,10,1,0,0.4831629749658348,0.5709254752355166,0,0.2882087309542015,0.7528497609546637,0,0.06618072891874283,0.8383603010965552
1200,11,-1,1,0.1793664896414201,0.6831152187533156,1,0.10604355420480427,0.8334347179400754,1,0.0818350364007483,0.8902558155163967
1200,12,-1,1,0.1673125525790673,0.5484742398580926,1,0.09674532121283619,0.8125200851218011,1,0.07591673641815977,0.8760394507758226
1200,13,1,0,0.39289963966908714,0.522433264989874,0,0.23501037766778088,0.8145717685017831,0,0.05033660744435153,0.8543561745787529
1200,14,-1,1,0.24446089475255295,0.669831805166873,1,0.1408605302946867,0.7803007469523267,0,0.10803864692023357,0.880131854325697
1200,15,1,0,0.44320481992574823,0.5676386631949017,0,0.2608251218564225,0.7899534115391316,0,0.05940357898675741,0.8460746996385653
1200,16,1,1,0.4915791508407046,0.3048012079022465,0,0.2650375740641536,0.7463874308665408,0,0.04712940805765431,0.835795058834213
1200,17,1,0,0.4336591658179153,0.6189901097508235,0,0.2349448035290539,0.8138835600356155,0,0.06066765787796735,0.8458651777947199
1200,18,-1,1,0.20673903483721545,0.6203169891704308,1,0.12409003483785253,0.8160491503472905,0,0.1029170856047672,0.8962664913704859
1200,19,-1,1,0.2634386599578008,0.5741098025779362,1,0.14825535379994814,0.7695708789314898,0,0.11726518241922335,0.8810431472280459
1200,20,-1,1,0.20716265835218228,0.4946476728274448,1,0.11385387077594056,0.7792918983070227,1,0.09672141793542044,0.8897143025643894
1200,21,-1,1,0.2364776731957845,0.685370675426545,1,0.12881330068896024,0.728804779917463,0,0.10261962052776852,0.8773120192712495
1200,22,-1,1,0.19397608574363057,0.6505355747159074,1,0.11327255850524609,0.813097225860667,1,0.08771691916805513,0.8850071786521098
1200,23,-1,1,0.23496646327447945,0.5624972664447698,1,0.14107977300121788,0.7616643256420662,0,0.10592793843919968,0.9010419971204776
