t_pulse,seed,dstar,t_consensus,correct_B400,conf_u_naif_B400,conf_u_inv_B400,conf_sig_B400,conf_tcons_B400,conf_stab_B400,correct_B800,conf_u_naif_B800,conf_u_inv_B800,conf_sig_B800,conf_tcons_B800,conf_stab_B800,correct_B1600,conf_u_naif_B1600,conf_u_inv_B1600,conf_sig_B1600,conf_tcons_B1600,conf_stab_B1600
1200,10,1,234,0,0.4831629749658348,0.5168370250341652,0.5709254752355166,0.585,0.5375,0,0.2882087309542015,0.7117912690457985,0.7528497609546637,0.2925,1.0,0,0.06618072891874283,0.9338192710812572,0.8383603010965552,0.14625,0.42
1200,11,-1,416,0,0.1793664896414201,0.8206335103585799,0.6902033398671263,1.0,1.0,1,0.10604355420480427,0.8939564457951957,0.8371604724176238,0.52,0.865,1,0.0818350364007483,0.9181649635992517,0.8927105880936592,0.26,0.9275
1200,12,-1,483,0,0.1673125525790673,0.8326874474209327,0.6161876699798192,1.0,1.0,1,0.09674532121283619,0.9032546787871638,0.8406356639790127,0.60375,0.8775,1,0.07591673641815977,0.9240832635818402,0.8946292959822271,0.301875,1.0
1200,13,1,221,0,0.39289963966908714,0.6071003603309129,0.522433264989874,0.5525,0.6325,0,0.23501037766778088,0.7649896223322191,0.8145717685017831,0.27625,1.0,0,0.05033660744435153,0.9496633925556485,0.8543561745787529,0.138125,0.34
1200,14,-1,418,0,0.24446089475255295,0.755539105247447,0.6732945553679377,1.0,1.0,1,0.1408605302946867,0.8591394697053133,0.7826049169013706,0.5225,0.86,1,0.10803864692023357,0.8919613530797664,0.8813890118957795,0.26125,1.0
1200,15,1,212,0,0.44320481992574823,0.5567951800742518,0.5676386631949017,0.53,0.7325,0,0.2608251218564225,0.7391748781435775,0.7899534115391316,0.265,1.0,0,0.05940357898675741,0.9405964210132426,0.8460746996385653,0.1325,0.415
1200,16,1,194,1,0.4915791508407046,0.5084208491592954,0.3048012079022465,0.485,0.17,0,0.2650375740641536,0.7349624259358464,0.7463874308665408,0.2425,0.68,0,0.04712940805765431,0.9528705919423457,0.8434770387416475,0.12125,0.3975
1200,17,1,193,0,0.4336591658179153,0.5663408341820847,0.6189901097508235,0.4825,0.82,0,0.2349448035290539,0.7650551964709461,0.8138835600356155,0.24125,1.0,0,0.06066765787796735,0.9393323421220326,0.8458651777947199,0.120625,0.545
1200,18,-1,470,0,0.20673903483721545,0.7932609651627845,0.6324034904269337,1.0,1.0,1,0.12409003483785253,0.8759099651621475,0.8219048829243277,0.5875,0.8725,0,0.1029170856047672,0.8970829143952328,0.8995686543502113,0.29375,0.0125
1200,19,-1,458,0,0.2634386599578008,0.7365613400421992,0.5931857157598568,1.0,1.0,1,0.14825535379994814,0.8517446462000519,0.7798919568400593,0.5725,0.8575,1,0.11726518241922335,0.8827348175807767,0.8863713060107743,0.28625,1.0
1200,20,-1,504,0,0.20716265835218228,0.7928373416478177,0.5146460071861444,1.0,1.0,1,0.11385387077594056,0.8861461292240594,0.7880259916830743,0.63,0.8125,1,0.09672141793542044,0.9032785820645796,0.8940786442992731,0.315,0.7525
1200,21,-1,397,0,0.2364776731957845,0.7635223268042155,0.701075404822243,0.9925,1.0,1,0.12881330068896024,0.8711866993110398,0.7423414950681471,0.49625,0.885,1,0.10261962052776852,0.8973803794722315,0.883435992426205,0.248125,1.0
1200,22,-1,419,0,0.19397608574363057,0.8060239142563694,0.6536975355154833,1.0,1.0,1,0.11327255850524609,0.8867274414947539,0.8147883257335085,0.52375,0.88,1,0.08771691916805513,0.9122830808319449,0.8860476358976193,0.261875,1.0
1200,23,-1,472,0,0.23496646327447945,0.7650335367255205,0.5908163190298352,1.0,1.0,1,0.14107977300121788,0.8589202269987821,0.777091521811087,0.59,0.84,1,0.10592793843919968,0.8940720615608003,0.9074474356979362,0.295,1.0
