t_pulse,seed,dstar,t_consensus,correct_B400,conf_u_naif_B400,conf_u_inv_B400,conf_sig_B400,conf_tcons_B400,conf_stab_B400,correct_B800,conf_u_naif_B800,conf_u_inv_B800,conf_sig_B800,conf_tcons_B800,conf_stab_B800,correct_B1600,conf_u_naif_B1600,conf_u_inv_B1600,conf_sig_B1600,conf_tcons_B1600,conf_stab_B1600
700,19,-1,458,0,0.2634386599578008,0.7365613400421992,0.5931857157598568,1.0,1.0,1,0.13582225833877226,0.8641777416612277,0.8814676969694086,0.5725,0.8575,0,0.13363258183271243,0.8663674181672876,0.8681821488430289,0.28625,0.905
700,20,-1,504,0,0.20716265835218228,0.7928373416478177,0.5146460071861444,1.0,1.0,1,0.10916961602783071,0.8908303839721693,0.8679018285101748,0.63,0.8125,0,0.11126681677534878,0.8887331832246512,0.8704018795299941,0.315,1.0
700,21,-1,397,0,0.2364776731957845,0.7635223268042155,0.701075404822243,0.9925,1.0,1,0.12487833159207407,0.8751216684079259,0.8592172746100485,0.49625,0.885,0,0.11956591470447675,0.8804340852955232,0.8556820614157803,0.248125,0.375
700,22,-1,419,0,0.19397608574363057,0.8060239142563694,0.6536975355154833,1.0,1.0,1,0.10933517687828498,0.890664823121715,0.8830494771548423,0.52375,0.88,0,0.11581332416002421,0.8841866758399758,0.8759550189716919,0.261875,0.9725
700,23,-1,472,0,0.23496646327447945,0.7650335367255205,0.5908163190298352,1.0,1.0,1,0.13494270442800338,0.8650572955719966,0.8695529982793765,0.59,0.84,0,0.1306000402894094,0.8693999597105906,0.8825698225882211,0.295,0.52
1200,0,-1,378,0,0.18768694162374844,0.8123130583762516,0.7548853411647146,0.945,1.0,1,0.11958942990196841,0.8804105700980316,0.8290390077864578,0.4725,0.9075,1,0.09749625269015383,0.9025037473098462,0.8978157348509453,0.23625,1.0
1200,1,-1,467,0,0.2538882939757906,0.7461117060242094,0.6605537355435905,1.0,1.0,1,0.14230897700622802,0.857691022993772,0.7997001812532156,0.58375,0.9025,1,0.11331275930811235,0.8866872406918876,0.9026637336407409,0.291875,1.0
1200,2,1,242,0,0.43719533925354315,0.5628046607464569,0.5132592129720537,0.605,0.96,0,0.24206416461324354,0.7579358353867565,0.8133814851113633,0.3025,1.0,0,0.05106871098887178,0.9489312890111282,0.8571095218671051,0.15125,0.44
1200,3,-1,506,0,0.2587887157212623,0.7412112842787377,0.5770348606140745,1.0,1.0,1,0.14490450366704688,0.8550954963329531,0.7394361625309289,0.6325,0.8675,1,0.11100898435001905,0.888991015649981,0.8726211113160307,0.31625,1.0
1200,4,1,195,0,0.4153191204522425,0.5846808795477575,0.6647188894627457,0.4875,0.895,0,0.24158773503919162,0.7584122649608084,0.8037566587229238,0.24375,1.0,0,0.05366020986471132,0.9463397901352887,0.8558522678566468,0.121875,0.41
1200,5,-1,477,0,0.24366162381712553,0.7563383761828745,0.5956245379267533,1.0,1.0,1,0.14590110749206087,0.8540988925079391,0.7790157971290412,0.59625,0.855,1,0.1142483309461153,0.8857516690538847,0.8846780212234424,0.298125,1.0
1200,6,-1,473,0,0.22367039921460607,0.7763296007853939,0.5595660965565479,1.0,1.0,1,0.12612330849331532,0.8738766915066847,0.7862334708923135,0.59125,0.8325,1,0.10826257961102836,0.8917374203889716,0.8881182315012074,0.295625,1.0
1200,7,-1,478,0,0.22886626350591,0.77113373649409,0.5822113113370381,1.0,1.0,1,0.13399823501835773,0.8660017649816423,0.7898664389773342,0.5975,0.85,1,0.10572032148506127,0.8942796785149387,0.8970926603910319,0.29875,1.0
1200,8,-1,526,0,0.2729745383502583,0.7270254616497417,0.5047307567373627,1.0,1.0,1,0.16259302428597688,0.8374069757140231,0.790653403714779,0.6575,0.8375,1,0.13471875223291374,0.8652812477670863,0.8841840518929984,0.32875,1.0
1200,9,-1,446,0,0.27358087045228663,0.7264191295477134,0.6257657963174506,1.0,1.0,1,0.1684564789977081,0.8315435210022919,0.7461885353658391,0.5575,0.8475,1,0.12568191778935356,0.8743180822106464,0.8936368666501692,0.27875,1.0
