N,c,seed,lambda2,H_stable,U4,LZ,sync,H_cont
100,0.0,19,1.407949674801803,3.715416500188346,0.6657279975369186,0.8451075248399637,0.044244024265918364,3.688201765402243
100,0.0,17,1.3346860164471703,3.542882174622615,0.6652999360786984,0.8327734427999224,-0.0028962778718871806,3.4365224469542457
100,0.0,16,1.5176709352480526,3.5667318129993846,0.6651043291229926,0.8251946694982099,0.01250399719769038,3.6074203401311773
100,0.0,22,1.3488391244959894,3.6676072592015867,0.6647769437331434,0.8358941141594504,0.012297128620452872,3.9424046017701073
100,0.0,23,1.365706230020286,3.7034775155056794,0.6653787355848622,0.8162784656138422,0.01994776260956322,3.5684173440405407
100,0.0,18,1.2996423809756126,3.7129276412594256,0.6658876958331286,0.8101857262928577,0.025753533317555515,3.614769203389553
100,0.0,26,1.4143467896116528,3.5788897242810416,0.665405285176585,0.8260862898866463,0.03707332399690827,3.553088718134228
100,0.0,28,1.4236538929659397,3.639316138093336,0.6659013101773403,0.8385689753247609,-0.01666382567437944,3.6114696914281783
100,0.0,29,1.380740444190002,3.638822744254246,0.6655092239107072,0.8183589131868613,-0.019188081637934642,3.819339536905539
100,0.0,27,1.367099906701365,3.6660202973556495,0.6656321062872645,0.8274237204693015,0.008853514587098295,3.7524810636062074
100,0.0,25,1.3937904267836496,3.716669754492845,0.6650179849817356,0.8416896466842894,-0.007864157754442132,3.5280899277896394
100,0.0,24,1.4177632891511696,3.618776561241021,0.6654004790249908,0.8222226015367535,0.0019134421395417594,3.7348573775402083
100,0.0,30,1.3374514109146867,3.5565228570032734,0.665199823022384,0.8375287515382511,-0.01593162445827495,3.578129011572908
100,0.0,33,1.357680414073203,3.5955443400068128,0.6657292449588349,0.8124147772639495,0.05126511684097768,3.6268366656056763
100,0.0,32,1.3821609715544845,3.5441825803133136,0.6650997116291613,0.8280181340615925,-0.011593500623507865,3.379247938281687
