N,c,seed,lambda2,H_stable,U4,LZ,sync,H_cont
100,8.571428571428571,37,4.615992512315755,2.6375021506725296,0.6649730231003731,0.7541622452194151,-0.008322451904448814,2.5467573780354607
100,8.571428571428571,36,5.367392974806124,2.6338389686128503,0.6654656677358315,0.7932449389125591,-0.0072996702256452155,2.6908322831489535
100,8.571428571428571,38,4.8397123263119255,2.88583464676032,0.6640204307678632,0.7777901855129892,0.0014622204487108501,2.8019687085034466
100,8.571428571428571,39,3.7738091656027954,2.8219580473017705,0.6654823248059788,0.773480686968878,-0.005412516608651516,2.8336995621170877
100,9.642857142857142,0,5.795704819764636,2.6324217610923637,0.6654771775630932,0.7562426927924341,0.003149590841450185,2.729598394715787
100,9.642857142857142,1,5.350248724076622,2.6426099292575187,0.6652380729029104,0.7138907243416891,-0.016963495449857178,2.614642466983787
100,9.642857142857142,2,5.912089412893625,2.590629225025115,0.6650939174118473,0.796514213670161,0.009927610149364737,2.572175550158365
100,9.642857142857142,3,6.165645019611532,2.6546412179616947,0.6652390305545791,0.7607007947346183,0.022900979241143978,2.569711917410293
100,9.642857142857142,7,4.4899667239609915,2.55474228857401,0.6652136240084816,0.7519331942483235,-0.0016392358333332294,2.601385517032657
100,9.642857142857142,5,5.687447685437564,2.6450525159985183,0.6643965517285333,0.739450508810209,0.012881367987726485,2.571932665631477
100,9.642857142857142,4,5.209166860534538,2.6041021355703324,0.6631650468610681,0.7690225850266947,-0.0075472573215187005,2.9026022832295917
100,9.642857142857142,6,4.423363230999891,2.7454253902498524,0.6639577752992818,0.7598091743461818,0.006620091885348252,2.7895295987556774
100,9.642857142857142,8,5.138486180695991,2.7670157015846994,0.6649523245121484,0.7568371063847258,-0.018091888928495926,2.852612139821538
100,9.642857142857142,9,6.371798004033485,2.629060958173121,0.6651307938420741,0.7639700694922191,0.01652372459276871,2.634393942015384
100,9.642857142857142,10,5.294250346722425,2.6474691425429984,0.6653986921900965,0.8085510889140569,-0.025409507704949184,2.7739619892836367
100,9.642857142857142,11,5.403088095403859,2.6086234475159595,0.6652317472362276,0.7673879476478938,-0.0047885449405882805,2.569232106532705
100,9.642857142857142,12,5.783259837170114,2.6434197677871043,0.6646259744478744,0.7462862651215575,-0.002102850271560438,2.596369033816495
100,9.642857142857142,13,5.914631502470318,2.614659913322335,0.6647975470831524,0.7920561117279772,-0.01704795137483997,2.6426503465433733
100,9.642857142857142,14,5.437322740129201,2.5770872110766923,0.6637122642612124,0.7464348685196306,0.004130741534775929,2.7911613501915897
100,9.642857142857142,15,5.377272627174742,2.6442092162502977,0.6641496921982001,0.780613650076372,-0.023824803785443223,2.6091341519964013
100,9.642857142857142,16,6.25451250431036,2.632587499604597,0.6647503201855867,0.7430169903639557,-0.006135330903482716,2.7110008858248262
100,9.642857142857142,17,6.8659432147639965,2.6208007548531653,0.6651413665234069,0.773629290366951,0.0038226994341392,2.7757231426269864
100,9.642857142857142,18,6.2862382237835,2.5860082786027205,0.6647543950545198,0.711661673370597,0.004217348825186961,2.5393804779471116
100,9.642857142857142,20,4.483308418673431,2.7362225324851046,0.664881133755375,0.7696169986189861,-0.008267489272348045,2.8747246928567596
100,9.642857142857142,19,6.29660946566954,2.57387356167411,0.6650500119934704,0.7950281796894331,0.0021946000461071763,2.7044196709071646
100,9.642857142857142,21,5.10707933782342,2.679020109591842,0.6651394436610705,0.7978516442528157,-0.006570739946039342,2.7226083036297606
100,9.642857142857142,23,4.477168468098552,2.747341082287675,0.6640811609187875,0.7644158796864379,-0.010865529413207297,2.8585255106747116
100,9.642857142857142,22,5.20882571270087,2.7221150262202514,0.6641930223203255,0.7783845991052804,0.008074203634878135,2.8225191658910926
100,9.642857142857142,24,6.103209168142223,2.663610941835136,0.6650211566207956,0.7890840437665213,0.0030694007937469027,2.5961926554276986
100,9.642857142857142,26,5.315808071882049,2.628834177748743,0.6648818007965904,0.7676851544440391,0.004890425146822332,2.7049187346658634
100,9.642857142857142,25,4.780475012445843,2.6821829037451344,0.6649826278398439,0.7305343049258414,0.002760405856328992,2.7636208230384516
100,9.642857142857142,27,4.919107980122191,2.721731291786937,0.6651375404990731,0.7831399078436097,0.005778823398915865,2.5368763417045326
100,9.642857142857142,28,6.142765148641608,2.587575087879172,0.6650357885710929,0.763672862696074,-0.0073814503711390955,2.598241654391163
100,9.642857142857142,29,6.604105685969833,2.6671481888284543,0.6643181743644598,0.8054304175545282,-0.008665625969474604,2.4879607421333993
100,9.642857142857142,30,6.598111883562607,2.57495377264975,0.6650502110181209,0.7479209025003583,0.007619017800999748,2.676597379011551
100,9.642857142857142,31,5.811425088752182,2.6134510306495877,0.6648902364410109,0.7176058092935085,-0.0179679684931207,2.7223642882509256
100,9.642857142857142,32,5.714889657210448,2.460520694478856,0.6644330590548108,0.7700628088132041,-0.008993610094744512,2.486471126209782
100,9.642857142857142,33,4.994320506513386,2.618242303325196,0.66448960250784,0.7956225932817239,0.011963846993675467,2.831595692378576
100,9.642857142857142,34,5.730709036404105,2.5058099431952385,0.6642780581135752,0.7424225767716643,-0.008156032646861617,2.398756498666387
100,9.642857142857142,38,6.098608693440388,2.7346995256721445,0.6653540247934286,0.7936907491067777,-0.0039939983149038264,2.5739544531335192
100,9.642857142857142,36,6.068822178650002,2.5319667071192846,0.6647725475738999,0.7453946447331206,-0.0022489299256878157,2.5800971220711495
100,9.642857142857142,37,5.549668013715145,2.5302453071508624,0.6633156829347449,0.8158326554196236,-0.009528191511923887,2.5675886530485004
100,9.642857142857142,35,5.736056450649965,2.5798301568740047,0.6648204854354051,0.7672393442498208,-0.009591937053804261,2.5327275023171927
100,9.642857142857142,39,3.801704995634803,2.6926088508252684,0.6653227669496334,0.7840315282320468,0.029789860109149788,2.740407134327314
100,10.714285714285714,0,5.903354787003907,2.611028347395212,0.6647091455054549,0.7554996758020702,-0.017155343391756082,2.6909932598760546
100,10.714285714285714,2,6.167120858291543,2.5174018064508745,0.6638369813509212,0.7700628088132041,-0.015360815215700662,2.2578789724377604
100,10.714285714285714,1,5.3971671262079415,2.625964302644041,0.6644605439525104,0.7385588884217722,-0.010710978612476772,2.6697469532193012
100,10.714285714285714,3,6.910332084774452,2.5304171100294015,0.6644430692068779,0.7162683787108537,-0.007731853896397803,2.5723471402777194
100,10.714285714285714,4,5.366542649034696,2.4971343358379485,0.6647531743577663,0.6884795432712416,-0.01080810523385076,2.566210168679537
100,10.714285714285714,5,6.171958997398275,2.5334744105192777,0.6648791761037705,0.7437600073543201,0.017913963960878552,2.4989005479726902
100,10.714285714285714,6,5.615722693715213,2.638482396342134,0.6650957758719034,0.7063119510399766,0.00029932002683464367,2.780553665807985
100,10.714285714285714,8,6.585719788041416,2.629320334312113,0.66431604945005,0.7505957636656685,0.007580214229962815,2.720098097293873
100,10.714285714285714,7,4.591002326598939,2.5120850139342323,0.6647890314893623,0.7502985568695228,-0.015284249528427605,2.6215680284386425
100,10.714285714285714,9,6.840771967172988,2.5903694667343085,0.6649582073235778,0.7366270442468265,-0.020597624890843956,2.6975471096006607
100,10.714285714285714,13,6.3107284088187505,2.5108613654392977,0.6643155814474313,0.7657533102690931,-0.000984532658946801,2.7168854788356334
100,10.714285714285714,14,6.847521743696877,2.623386844950782,0.6641685847994052,0.774223703959242,0.005588650938145902,2.672856450473349
100,10.714285714285714,12,6.064531086046065,2.578647219894769,0.6647966059689312,0.7186460330800183,0.003401464769246422,2.56508764977637
100,10.714285714285714,10,6.174209663918143,2.5649965449411147,0.6651367969957248,0.728751064148968,-0.0036381975417318075,2.496695526220384
100,10.714285714285714,11,5.491896391956029,2.5728138824322473,0.665047917209918,0.7535678316271244,-0.0017872808112470294,2.5308566798442
100,10.714285714285714,15,6.032113991248144,2.61680684230096,0.6650089442828842,0.7549052622097792,-0.007260024330483542,2.6358000158605273
100,10.714285714285714,16,6.711124187496287,2.609104973723452,0.6643389622319705,0.7357354238583892,-0.009145777937392022,2.749273103837787
100,10.714285714285714,17,7.124919526034872,2.470830147793798,0.6639540478549031,0.7418281631793738,0.006419129500371282,2.6213529552508605
100,10.714285714285714,19,6.783227020544275,2.5205810726476083,0.6643589856261177,0.7889354403684484,0.00867530906056742,2.4412194718716047
100,10.714285714285714,18,7.155384844974405,2.67065234360137,0.6652533198084414,0.752081797646396,-0.0025287664752391193,2.6378266353577793
100,10.714285714285714,20,5.410539512041961,2.6701590391953607,0.6651693102703083,0.7531220214329057,-0.0018094000582615127,2.7553842180627064
100,10.714285714285714,21,6.165932890455413,2.5774450832785374,0.6647839098248421,0.741530956383228,0.016919448065500612,2.5667018555493266
100,10.714285714285714,22,5.316494626979509,2.5703108824638017,0.6650101139032225,0.7277108403624585,-0.007594102103823709,2.798799674948017
100,10.714285714285714,23,4.500005063276383,2.6142730403735164,0.6651946635595785,0.7639700694922199,-0.0030583236244374587,2.5561814698798733
100,10.714285714285714,25,5.7145583304663665,2.646412378848683,0.6651647615532489,0.7464348685196305,0.0035239644792893817,2.6557491976870793
100,10.714285714285714,24,6.310302498994962,2.604978685086752,0.6644909194998186,0.7593633641519633,0.02219924011651145,2.5489971307321517
100,10.714285714285714,26,5.366744076162426,2.5679195188613257,0.6646652004457044,0.7412337495870825,-0.011892028404104943,2.5877119822307053
100,10.714285714285714,30,7.615238528991093,2.599129470656867,0.6648380507301781,0.7938393525048504,-0.006705559586991389,2.692189905404459
100,10.714285714285714,29,8.01548469082565,2.5436301408963793,0.6646807933861463,0.6838728379309851,-0.00310273317107188,2.4697563980926684
100,10.714285714285714,27,5.085038279871529,2.621123795185974,0.6649306403352976,0.7492583330830133,-0.002728849381954496,2.775472392213361
100,10.714285714285714,28,6.271655922037889,2.6246685158342435,0.6647785043872039,0.7338035796834432,0.005003407411142147,2.57520701451626
100,10.714285714285714,31,6.495020460403953,2.6111759195325894,0.6645330117762992,0.7650102932787292,0.015576784628623323,2.6862997461654063
100,10.714285714285714,32,6.444639992869183,2.4658077771582314,0.6640241357196437,0.7727376699785141,0.003446524105374916,2.5114075533668654
100,10.714285714285714,33,5.046736457215438,2.566039293473048,0.6640927911128025,0.7471778855099942,0.004335338314854961,2.715389675888428
100,10.714285714285714,35,6.686905732948145,2.4994721419132175,0.6642918478109476,0.736478440848753,0.013735245011562067,2.5218391090183294
100,10.714285714285714,34,6.303646086610493,2.525240092841373,0.6645041862792773,0.7419767665774465,-0.008006100056869294,2.3078174190792775
100,10.714285714285714,37,6.467186398078532,2.481667743898766,0.6648331798769505,0.7428683869658833,-0.011302169213972998,2.5215195274937257
100,10.714285714285714,36,7.187738198028202,2.504044672594984,0.6648785411723239,0.7453946447331208,-0.008720141889335068,2.361121842744528
100,10.714285714285714,39,5.48383678408944,2.5501003451598,0.6642167703263773,0.760700794734618,-0.005509102750556511,2.3494243916292303
100,10.714285714285714,38,6.594389877167627,2.5919934196898025,0.6645389314825405,0.7641186728902924,-0.004467175656566332,2.5464338278319203
100,11.785714285714285,2,6.314687144005824,2.474038016319504,0.6647541987085415,0.7326147524988602,-0.00040090668542358234,2.390704521860804
100,11.785714285714285,1,6.846641951867848,2.639737440258862,0.6650861610144778,0.7165655855069991,-0.010659947391153089,2.787752996776286
100,11.785714285714285,4,5.445639206060653,2.522260803964516,0.6651335252077624,0.7257789961875123,-0.03240368115467261,2.6209652684006626
100,11.785714285714285,3,7.794943713522978,2.6058033787197465,0.6649177505382289,0.7797220296879354,-0.018164157649188897,2.3606944933449885
100,11.785714285714285,5,6.435086544102802,2.522621002851951,0.6642653003869905,0.7724404631823684,-0.0036075598248753184,2.470075478193853
100,11.785714285714285,0,6.274061744521274,2.6019019854432686,0.6648727049153222,0.7831399078436094,-0.006317342461385669,2.478917637481809
100,11.785714285714285,7,6.339437262241172,2.4163804042504804,0.6645520260502742,0.6800091495810926,-0.007700631138833655,2.391220341121683
100,11.785714285714285,6,6.3947761381802986,2.6371619968482904,0.6653864719824492,0.7452460413350478,-0.009843405529257696,2.5969369065578753
100,11.785714285714285,8,7.0129375817489965,2.5552527881420284,0.6649543231649884,0.7220639112356926,0.013260294405894508,2.6014841081228175
100,11.785714285714285,9,7.281038252165864,2.5814811158137507,0.6648329936183671,0.7404907325967188,-0.008835088404255526,2.5498566984660074
100,11.785714285714285,10,6.240848373582604,2.5550060022985046,0.6644239488360246,0.7807622534744451,-0.007151100479366054,2.469730369695011
100,11.785714285714285,11,5.549087132870224,2.518429565634981,0.6650218183048144,0.7141879311378345,0.003998337352057495,2.518972630251476
100,11.785714285714285,12,7.1243292641931735,2.577944562997042,0.6649052531294648,0.7085410020110685,-0.010785390686823267,2.4941523733629705
100,11.785714285714285,13,7.186442348059231,2.4416092117553854,0.664957804524766,0.7448002311408295,-0.012340914935056185,2.5813057050705233
100,11.785714285714285,14,7.119820993639894,2.5190922348128297,0.6650585222071828,0.7057175374476854,-0.006840905931715476,2.539609743599493
100,11.785714285714285,16,6.9578251294622575,2.5202489075528973,0.6645571323832384,0.6999220049228466,0.006536600473989571,2.7580058253664728
100,11.785714285714285,17,8.066468225285515,2.4863938853074012,0.6649992048243791,0.7207264806530373,-0.011691261128818901,2.6477631456272013
100,11.785714285714285,15,6.862018136217481,2.5761851877779933,0.6646484784310913,0.7373700612371897,-0.02322822190548266,2.6660540745010377
100,11.785714285714285,18,7.884688610603339,2.5799089733581284,0.6646695122272526,0.7343979932757343,0.009156949246045123,2.7375312373008263
100,11.785714285714285,19,6.99102895180765,2.468069185951559,0.6649822210226273,0.7525276078406145,-0.02416466775760842,2.4228973430889487
100,11.785714285714285,21,7.5593480971655875,2.53805334393473,0.6653640499268499,0.7297912879354774,0.000942792694757721,2.6024469104116155
100,11.785714285714285,20,6.456077767953427,2.6157323485337156,0.6648085997626237,0.7552024690059249,-0.012157160066078636,2.5941977677111328
100,11.785714285714285,22,6.256091077051254,2.5752403640988875,0.6652304995792631,0.7505957636656685,0.008670328403689104,2.823819818152458
100,11.785714285714285,24,7.039329587632554,2.5676253528150803,0.6650767633576435,0.7578773301712354,0.008932038998857831,2.461917359146831
100,11.785714285714285,23,5.381755668702158,2.6085313851819243,0.6648060387572308,0.7391533020140635,-0.010448407396998628,2.8683191834657844
100,11.785714285714285,26,6.262353879756897,2.496656893819155,0.6638316808895182,0.7097298291956506,0.007758358080803245,2.6587593220041046
100,11.785714285714285,25,6.555742600105852,2.5813053118023412,0.6648759369073196,0.7222125146337652,-0.007551747802853231,2.608551679515724
100,11.785714285714285,27,5.2436436433821285,2.6160039024644623,0.6647588468239959,0.7703600156093496,0.0029520504534491596,2.721602116647412
100,11.785714285714285,29,8.981479851441723,2.599923201866276,0.6650995776261452,0.7290482709451136,-0.004649016960575853,2.538601215389367
100,11.785714285714285,28,7.687489679975714,2.5157467919951624,0.6648126846539419,0.7208750840511101,-0.0065330506614404305,2.5722479855101117
100,11.785714285714285,30,7.949032153761337,2.450332925068742,0.6645204524432207,0.7112158631763787,0.00011664557895313266,2.5973412241137313
100,11.785714285714285,31,6.880861527956441,2.611887782138625,0.6649642405441032,0.7578773301712352,-0.005462560454542875,2.7284452007016204
100,11.785714285714285,32,6.514603193510233,2.4454468731268184,0.6644758823747843,0.7241443588087115,-0.00291652650156398,2.5188502541384894
100,11.785714285714285,34,6.679540470359203,2.4604495997290967,0.6652677612827846,0.7219153078376196,-0.002786932252344439,2.395883313827298
100,11.785714285714285,35,7.466797122938386,2.4859957607481546,0.6645746538566144,0.7287510641489683,-0.0005973559550156416,2.672695318370337
100,11.785714285714285,36,7.675778767616277,2.4425363682510577,0.6638209333137814,0.7299398913335503,0.007676638480481326,2.330686437084892
100,11.785714285714285,33,5.233930192941198,2.5187189785703263,0.6638853615805849,0.7724404631823686,0.026867477907785306,2.641967941018756
100,11.785714285714285,37,7.879885515828086,2.476818782928233,0.6645268605495092,0.7554996758020702,-0.00047011323339202704,2.5607103656448227
100,11.785714285714285,38,7.296774449364683,2.5482377078928056,0.664769935897584,0.7526762112386876,-0.0022860246059188006,2.5930468219811833
100,11.785714285714285,39,6.299890977853523,2.4935771909205933,0.6643778529659861,0.7351410102660978,-0.010997790483343416,2.400558974147816
100,12.857142857142858,0,7.023984607511183,2.4981172347247362,0.6650071504498005,0.7037856932727393,-0.001693715601826779,2.6337733679990767
100,12.857142857142858,1,6.930792813203635,2.579715706933121,0.665155394193927,0.7382616816256266,0.00808339893302415,2.496281639671802
100,12.857142857142858,3,8.292697728015645,2.5160769383502495,0.6654621699375122,0.688182336475096,0.019737337707213646,2.5443497714500847
100,12.857142857142858,2,7.651829516750535,2.4615353258979775,0.6641490381201678,0.7306829083239146,-0.000911568774828508,2.643270571787758
100,12.857142857142858,4,6.365966064032283,2.510809244648723,0.6648610900488423,0.7226583248279838,9.283979435651357e-05,2.445036665871603
100,12.857142857142858,5,7.4432468848986675,2.487410194679217,0.6649519682345302,0.7012594355055017,-0.0037767689752191257,2.4301316378574755
100,12.857142857142858,6,7.335348236864426,2.581512537716857,0.6656561159772931,0.7257789961875122,-0.012294984517689723,2.570970927744794
100,12.857142857142858,7,7.225178765614637,2.45909652118952,0.6650936194139806,0.7370728544410441,-0.007026602851392672,2.3393998285608584
100,12.857142857142858,8,7.94597985456296,2.51153792620747,0.6648719567693658,0.7141879311378344,0.019397514338144153,2.684745713387169
100,12.857142857142858,9,8.347330479819213,2.571886708023237,0.6648161161199222,0.7379644748294811,0.004886368502583954,2.522418924615198
100,12.857142857142858,11,6.477272776955633,2.4692704126297933,0.6649982892630911,0.6884795432712418,-0.002116199773747568,2.347002282215138
100,12.857142857142858,10,7.915463723276147,2.4690560169208644,0.6637521558295165,0.7008136253112833,-0.02718204401226894,2.5146455213127688
100,12.857142857142858,12,7.9022430073179,2.5302894883874187,0.6649287563658683,0.7109186563802329,-0.007542071533201747,2.6248706255983483
100,12.857142857142858,13,7.990948379367628,2.4516333357804383,0.6641425802583949,0.7094326223995054,-0.020361978619807708,2.38687159254864
100,12.857142857142858,14,7.235460759963736,2.5324466990724446,0.6648079092181136,0.7367756476448986,0.014280753801287429,2.540258577344032
100,12.857142857142858,15,6.977582020536005,2.557085847111658,0.6651620179101732,0.7590661573558176,-0.029133436894504,2.605754960192296
100,12.857142857142858,16,8.317854515896514,2.424644845588781,0.6643469336887613,0.697247143757536,0.0014757299047858492,2.333570916904002
100,12.857142857142858,17,8.177960735463547,2.471298584059257,0.665284940258761,0.6712415490947979,-0.00203612436465093,2.6883555758023054
100,12.857142857142858,18,8.253946886672729,2.5897937947985104,0.6649744370072208,0.7278594437605312,0.008226031435234508,2.6244390981775374
100,12.857142857142858,20,7.051698396052397,2.5302143051698978,0.6645879380922236,0.7158225685166352,-0.018059364401459818,2.5272299752526424
100,12.857142857142858,19,7.140421317264723,2.4384019236714654,0.6643304432111464,0.7031912796804478,-0.0005701778211174151,2.388904321762517
100,12.857142857142858,21,9.129405287637972,2.533640220335731,0.6650979102930622,0.6825354073483296,0.0007191820370126774,2.418850312545864
100,12.857142857142858,22,6.335360010377585,2.5548438943163294,0.6641621288282193,0.6800091495810924,-0.026744114731006803,2.655466344191097
100,12.857142857142858,23,6.230920081641607,2.5230403230846883,0.6640698823655232,0.7455432481311935,-0.007075331276467654,2.641102843909156
100,12.857142857142858,24,7.209812584312892,2.574809193989524,0.665184017267358,0.7348438034699525,0.00916338581736425,2.6440536608731304
100,12.857142857142858,26,7.353876252671832,2.516139948032655,0.6648398366438484,0.6929376452134258,-0.0026449562084976657,2.350032123752395
100,12.857142857142858,25,6.68011968708919,2.6026001246782506,0.6644561971078187,0.7286024607508956,0.02075796652880561,2.5212537144150122
100,12.857142857142858,27,6.185949181828711,2.5075911640641957,0.6651973860069743,0.6905599908442607,0.0018301245351127822,2.584751158796319
100,12.857142857142858,28,8.470759306593054,2.4734098374682487,0.6641987590856173,0.693977868999935,0.011743501639719784,2.498867205171586
100,12.857142857142858,29,9.915875701781461,2.4199738842404304,0.6647163595136204,0.6615823282200664,-0.007593014226506182,2.4076578085499616
100,12.857142857142858,30,8.149376424354237,2.4116537987541173,0.6652097405658013,0.6773342884157825,-0.022727776895260544,2.4185529319325902
100,12.857142857142858,31,7.005151012201919,2.5536579438967566,0.664899721470555,0.7275622369643857,0.007320678162102066,2.5577046048926513
100,12.857142857142858,32,7.302431573421934,2.427753901018729,0.6654974027001694,0.74108514618901,-0.017347123701140544,2.3976591451372933
100,12.857142857142858,33,6.7643532844292,2.4641559085755596,0.6649109745721483,0.6978415573498278,0.00015697863934795552,2.5692337936035177
100,12.857142857142858,36,8.436898353906667,2.412067561405671,0.6650703134814956,0.6921946282230615,0.0014648108634311302,2.264137437754484
100,12.857142857142858,35,8.570977840335525,2.42512953069331,0.6645563663348888,0.7037856932727395,0.012098087593624301,2.355515306694609
100,12.857142857142858,34,7.076342694443073,2.5153725630819963,0.6645482690240861,0.73737006123719,0.008178932917453812,2.4138685162473306
100,12.857142857142858,37,8.012234056384894,2.4524988648306985,0.6642848166533916,0.7199834636626733,-0.00016072888454672806,2.3046336169642054
100,12.857142857142858,38,7.550738541436812,2.5274193292553933,0.6649667684743326,0.7286024607508952,-0.008849391199509785,2.4187087360664403
100,12.857142857142858,39,6.375838306459153,2.5029894508048716,0.6646973243941641,0.7505957636656683,0.0016672113606723852,2.4071566215560156
100,13.928571428571429,0,8.899177205021912,2.556656328927299,0.6654384646021423,0.6933834554076439,-0.0021380037471162927,2.4125388189078767
100,13.928571428571429,2,7.948364781757222,2.472280406902733,0.6651121459969696,0.7182002228858001,0.012367597997002128,2.4915755002801006
100,13.928571428571429,3,9.158255221390537,2.4823779645111275,0.6651634581707017,0.7216181010414742,0.0002157387387931937,2.4181684235842633
100,13.928571428571429,1,7.120609779940453,2.549407318612734,0.6652563552467062,0.7039342966708118,-0.02425037676791028,2.4137357345567025
100,13.928571428571429,4,8.086221823555192,2.4040024944875706,0.664808538537385,0.7186460330800183,-0.0282472307580637,2.43578266176252
100,13.928571428571429,5,8.402490544321108,2.4388254034078645,0.6648773169265547,0.6673778607449052,0.005857718651588748,2.4816844126014557
100,13.928571428571429,6,7.938822879359264,2.451408398876128,0.6653924512541196,0.6829812175425487,-0.003933704385739584,2.4106400254892564
100,13.928571428571429,7,7.333610703667604,2.3570306796405536,0.6646743578417009,0.6648516029776679,-0.01669383253836991,2.4173182404939775
100,13.928571428571429,8,8.200041191690268,2.5371883279531815,0.6653289211284173,0.7238471520125657,-0.012177667325286428,2.6645713545464638
100,13.928571428571429,9,9.006351672772608,2.425955076721459,0.6652618552984131,0.6651488097738139,-0.006763086331765172,2.510409855624481
100,13.928571428571429,10,8.356548291290864,2.5567876522617006,0.6650152780972179,0.7418281631793736,-0.014310798407242312,2.395156184190162
100,13.928571428571429,11,6.566217439312332,2.5111972428426013,0.6653864282216706,0.689668370455824,0.00554511099438588,2.352485723303349
100,13.928571428571429,12,8.000002849424922,2.4332667317521346,0.6649798675865716,0.6647029995795951,0.0012158138902803497,2.3699384451901944
100,13.928571428571429,13,8.27789350207837,2.4403255989903885,0.6639775328106743,0.7470292821119214,-0.00995517327380839,2.380321772519081
100,13.928571428571429,15,7.648259334418952,2.4777528188083147,0.6643472641860038,0.7372214578391169,-0.017943386070052823,2.3932226252948907
100,13.928571428571429,14,8.104233842760825,2.4201003401379886,0.664166840525757,0.6704985321044339,-0.0010377943607367717,2.381467433762308
100,13.928571428571429,16,8.702917349214715,2.4570472149244673,0.6645023471897176,0.6807521665714567,0.010679010190796999,2.391421882435978
100,13.928571428571429,19,7.992564293227451,2.404321804903457,0.6650734596251997,0.7082437952149231,0.01081355453460589,2.3497588589778524
100,13.928571428571429,17,9.560315496205627,2.4203378818141434,0.6647220854691772,0.6590560704528288,0.01362249100109826,2.5708364078484442
100,13.928571428571429,18,8.763927474627824,2.499299238568553,0.6652223107045703,0.6755510476389087,0.0016811829329829368,2.534735296700197
100,13.928571428571429,20,7.1151135690466525,2.5859894932350675,0.6653459811507247,0.7250359791971489,-0.011687002723750561,2.6081722136623955
100,13.928571428571429,21,9.478934849311537,2.5014989082584798,0.6650465440311111,0.6981387641459733,-0.0068683710534261505,2.514344079856839
100,13.928571428571429,23,7.078793991645189,2.5315529375294585,0.6653927683103253,0.7412337495870827,-0.007410824428720396,2.5703306146887503
100,13.928571428571429,22,7.29165739290407,2.478157899816762,0.6648050506291885,0.676888478221564,-0.00936704375505992,2.7499250337755448
100,13.928571428571429,24,8.144137051274226,2.540316341191181,0.6654517575807899,0.7156739651185624,0.005922261011041256,2.567799139732108
100,13.928571428571429,25,7.103489346868006,2.586860859467525,0.6652057265662361,0.7211722908472561,-0.012245372150742588,2.540042142324053
100,13.928571428571429,28,8.67889482199264,2.434164138904451,0.664776951053895,0.6886281466693144,-0.006841548157483255,2.5011440139147183
100,13.928571428571429,27,6.2850659148359425,2.4870616956687743,0.6649268776893149,0.6764426680273457,0.017422613777795505,2.491997022072479
100,13.928571428571429,26,8.233056444691373,2.4527976267796614,0.665380367609409,0.6667834471526143,-0.006638302390610485,2.367341345230692
100,13.928571428571429,29,10.433834688659392,2.3862970272350075,0.664767773496272,0.6716873592890164,-0.006528039493762252,2.2570972306261234
100,13.928571428571429,30,8.640127288899253,2.347314490799676,0.6644732878940645,0.6510314869568984,-0.007321443807334752,2.413112778390782
100,13.928571428571429,31,8.92914853034556,2.4740470250270477,0.6650397048534156,0.7164169821089262,-0.010350872782726393,2.4783090148197435
100,13.928571428571429,32,8.220747843215918,2.3539481349894,0.6651645984428978,0.6978415573498273,-0.004069313124657521,2.2366851361277114
100,13.928571428571429,33,6.976729496787132,2.4827927723832137,0.6643475593512917,0.7458404549273395,0.008146944566610888,2.576850838571212
100,13.928571428571429,34,7.902578715992107,2.4249898400454635,0.665173221556568,0.6713901524928706,-0.016873373238410292,2.244498560523509
100,13.928571428571429,37,8.852549080956567,2.407318220239073,0.6650370611053049,0.6831298209406215,0.011197314161025922,2.5483877021809005
100,13.928571428571429,35,9.329611579543895,2.457747811102124,0.6651614322020125,0.6486538325877338,0.024405416259633314,2.447829961508275
100,13.928571428571429,36,8.724187036743897,2.404052482613738,0.6651381684513371,0.6905599908442608,-0.0004808833771860155,2.3347885864560043
100,13.928571428571429,38,7.839289974123376,2.410174541890325,0.6649885574529621,0.6877365262808776,-0.010180655872608411,2.436321236584614
100,13.928571428571429,39,6.476280964011849,2.4563305014630337,0.6650772339086011,0.7165655855069994,-0.01592087577189986,2.403201587559596
100,15.0,0,9.760512609444996,2.4822598650665095,0.6650513945232694,0.696949936961391,0.009480559605641937,2.4590520547046633
100,15.0,1,7.826375728503915,2.441057169441406,0.6642126613600476,0.6441957306455501,-0.011851480126284912,2.362148979781856
100,15.0,2,8.697213125813114,2.3966683591421343,0.6646632922087399,0.7167141889050719,-0.006760792319890622,2.3128032838920003
100,15.0,3,9.702918353784064,2.347978965589485,0.6642189819843418,0.6526661243356994,0.0076503647826611735,2.313694764194132
100,15.0,4,9.077936667283291,2.382435774456558,0.664308901119028,0.6577186398701739,-0.004530444561622792,2.235838979787877
100,15.0,5,9.734602054499035,2.44086052719084,0.6650687784380196,0.6904113874461878,0.0009971795744893423,2.4432112184051316
100,15.0,7,8.233510640064468,2.404886143214426,0.6646827264928112,0.7100270359917964,0.0010475208410349497,2.4624593765863314
100,15.0,9,9.530871832559798,2.3597282583772174,0.6647430657452322,0.6431555068590403,-0.010992176855169313,2.242201279287215
100,15.0,8,8.326363864674805,2.3921125719295326,0.6645478329229763,0.7228069282260566,0.004779601402288112,2.2921990842501483
100,15.0,6,8.796395963023704,2.490067944774179,0.6648638921612953,0.6590560704528291,-0.005261734679575328,2.6025577334972443
100,15.0,11,7.5248970583526935,2.3609690739047733,0.6648397839171127,0.6540035549183543,0.0037042615448954477,2.2876738276103623
