topology,gain_u,R2_FULL_mean,R2_FULL_std,R2_FROZEN_mean,R2_FROZEN_std,diff_FROZEN_minus_FULL,diff_ci_lo,diff_ci_hi,cohen_d,n_seeds
LATTICE_10x10,1.0,0.31577490973635297,0.09028166019707565,0.8319687825969873,0.2717279142698381,0.5161938728606343,0.31144133382775385,0.6526581719105526,2.4186722971140138,10
LATTICE_10x10,3.0,0.1747509260585483,0.03494008208796784,0.8319687825969873,0.2717279142698381,0.657217856538439,0.46471678229819463,0.7701466345893561,3.2184768233558345,10
BA_m3,1.0,0.14716203062777006,0.01945542742627983,0.18452123874300902,0.024297641616433392,0.03735920811523896,0.016632892580831376,0.055098979382397544,1.610263289474971,10
BA_m3,3.0,0.11818774650337574,0.010578046587084243,0.18452123874300902,0.024297641616433392,0.06633349223963328,0.04810576804675093,0.08117961970292935,3.3582800917277384,10
