topo,norm,shuffle,seed,deg_min,deg_max,k_mean,k_harm,rho_main,p_intrarun_main,censored_main,tmort_med_main,rho_ctrl,p_intrarun_ctrl,censored_ctrl,tmort_med_ctrl,rho_diag,p_intrarun_diag,censored_diag,tmort_med_diag,tmort_hubs,tmort_peri,delta_hub_peri,ncomp50,ncomp50_null,big50,big50_null,pct_ncomp50,ncomp75,ncomp75_null,big75,big75_null,pct_ncomp75,group
BA m=5,uniform,0,5004,5,66,9.85,7.35736182583229,-0.4752298924751782,1.156256274598905e-12,0,822.5,-0.6587289407436729,2.925345835181155e-26,0,905.0,-0.20453468882704093,0.0036701473393566746,0,76.0,598.5,925.5,-327.0,14,2.0,0.84,0.99,1.0,25,8.0,0.16,0.84,1.0,replication
BA m=5,uniform,0,5005,5,45,9.85,7.263823230976402,-0.5349003994991793,3.3768855599779553e-16,0,974.0,-0.6231476958801911,6.629853336999043e-23,0,1016.5,-0.030237298077177698,0.6708098185353795,0,78.0,686.5,1034.5,-348.0,9,2.0,0.9,0.99,1.0,26,8.0,0.18,0.84,1.0,replication
BA m=5,uniform,0,5006,5,57,9.85,7.247687530588805,-0.534136026075335,3.7870676035823533e-16,0,863.0,-0.669689218012023,2.181904670506247e-27,0,945.5,-0.061998985622695894,0.38313111522136434,0,77.0,622.0,963.0,-341.0,10,2.0,0.88,0.99,1.0,25,8.0,0.32,0.85,1.0,replication
BA m=5,uniform,0,5007,5,59,9.85,7.389197072798203,-0.6380188803036548,2.9688964464567033e-24,0,893.5,-0.7347339284708266,3.263175036192141e-35,0,960.0,-0.04340801492985066,0.5416485502307555,0,75.5,623.0,998.0,-375.0,10,2.0,0.89,0.99,1.0,26,8.0,0.18,0.86,1.0,replication
BA m=5,uniform,0,5008,5,54,9.85,7.374083558802355,-0.5408558617664593,1.3685766000358818e-16,0,898.0,-0.6624318964702146,1.2319833920761747e-26,0,964.5,0.021262017604944443,0.7650625991977271,0,77.0,637.0,1009.5,-372.5,14,2.0,0.86,0.99,1.0,23,8.0,0.26,0.86,1.0,replication
BA m=5,uniform,0,5009,5,52,9.85,7.293842940521853,-0.587873336407,5.604875166718498e-20,0,755.5,-0.7031965335602745,3.7448071627354426e-31,0,877.5,-0.1812605825127739,0.010209331202916472,0,74.0,589.5,870.5,-281.0,16,2.0,0.82,0.99,1.0,30,8.0,0.2,0.86,1.0,replication
BA m=5,uniform,0,5010,5,57,9.85,7.19902564703909,-0.47780760159633684,8.39741819229148e-13,0,685.0,-0.5690789609069997,1.4711995145708032e-18,0,778.5,-0.2092357411679185,0.0029444679547477905,0,77.0,548.5,760.5,-212.0,7,2.0,0.94,0.99,1.0,23,8.0,0.34,0.84,0.99,replication
BA m=5,degree_linear,0,42,5,59,9.85,7.226558977900548,0.06537315861122361,0.35772672029536634,0,1887.0,0.09743017336301944,0.16990729324536272,0,1959.0,-0.01697884967865632,0.8113930182807815,0,99.5,1977.0,1891.0,86.0,2,2.0,0.99,0.99,0.29,4,8.0,0.94,0.84,0.06,primary
BA m=5,degree_linear,0,123,5,60,9.85,7.239444890006173,0.034902690702154994,0.6236710282180408,0,1611.0,0.01333702779139524,0.8513155448864956,0,1719.0,-0.03308766940357347,0.6418421656436433,0,92.0,1590.0,1607.5,-17.5,2,2.0,0.99,0.99,0.325,8,8.0,0.8,0.84,0.435,primary
BA m=5,degree_linear,0,777,5,59,9.85,7.193195263171308,-0.07859526128254905,0.2686183010344585,0,1805.5,-0.09914257570300819,0.16249088160780187,0,1898.5,0.06471476822330167,0.362599340751682,0,92.0,1877.0,1826.0,51.0,2,2.0,0.99,0.99,0.28,4,8.0,0.94,0.84,0.035,primary
BA m=5,degree_linear,0,17,5,54,9.85,7.2492617999109,0.053198742150883084,0.454364805878116,0,2082.0,0.07378159563287473,0.2991280998996718,0,2182.0,0.002467612761872432,0.9723360025609162,0,329.0,2180.5,2086.5,94.0,1,2.0,1.0,0.99,0.0,7,8.0,0.86,0.86,0.385,primary
BA m=5,degree_linear,0,256,5,62,9.85,7.281650531178043,-0.04024698110806972,0.5715025756384196,0,2168.0,-0.02937373743949786,0.6796852281865626,0,2282.0,-0.08293671611657634,0.2429830316406235,0,595.5,2200.5,2168.0,32.5,3,2.0,0.98,0.99,0.655,8,8.0,0.86,0.84,0.47,primary
BA m=5,degree_linear,0,8,5,46,9.85,7.310402420293635,0.019824578496154807,0.780527295867701,0,2187.5,0.07170859033748468,0.31294789321775,0,2259.5,-0.04159071570639844,0.5587172472456647,0,304.5,2138.0,2187.5,-49.5,2,2.0,0.99,0.99,0.29,4,8.0,0.92,0.84,0.04,primary
BA m=5,degree_linear,0,99,5,44,9.85,7.431026026440916,0.13531643277220107,0.0560734113146722,0,2143.5,0.1769453168046979,0.01219297381774127,0,2244.5,0.11851372622672618,0.09463728662445678,0,590.0,2180.5,2101.5,79.0,1,2.0,1.0,0.99,0.0,3,8.0,0.94,0.84,0.005,primary
BA m=5,degree_linear,0,314,5,48,9.85,7.354565338915691,0.09638584480579145,0.1745522338636305,0,1810.0,0.023920270962955053,0.7367114157966932,0,1898.0,0.022832314648379693,0.7482743545688428,0,82.0,1860.0,1768.5,91.5,1,2.0,1.0,0.99,0.0,4,8.0,0.94,0.84,0.075,primary
BA m=5,degree_linear,0,2718,5,60,9.85,7.180333021047985,0.03921011697938196,0.5814615401200025,0,1998.0,0.044835417557230264,0.5284255129702793,0,2076.0,0.019101947152226927,0.78833482271171,0,531.0,2014.5,1962.5,52.0,1,2.0,1.0,0.99,0.0,6,8.0,0.86,0.84,0.21,primary
BA m=5,degree_linear,0,1618,5,54,9.85,7.151887920363596,0.09284360233435592,0.1910080057059398,0,1944.0,0.06328999234493121,0.37328420714287047,0,2020.0,0.0672378054357354,0.3441501114079495,0,614.5,2004.5,1944.5,60.0,2,2.0,0.99,0.99,0.33,3,8.0,0.94,0.84,0.015,primary
BA m=5,degree_linear,0,5001,5,47,9.85,7.386549024681974,-0.001728613453592952,0.9806188382717109,0,1975.0,0.08043509476021773,0.2575379542589053,0,2071.0,-0.04681205670896387,0.5103878779342077,0,115.5,1982.0,1986.5,-4.5,1,2.0,1.0,0.99,0.0,3,7.0,0.96,0.86,0.015,replication
BA m=5,degree_linear,0,5002,5,53,9.85,7.345655027008689,0.08984848214330966,0.20578332533759336,0,2234.0,0.09598744470598596,0.17634880238813222,0,2310.5,0.11282218001350024,0.11169323697803543,0,613.5,2230.5,2202.0,28.5,2,2.0,0.99,0.99,0.345,14,7.0,0.66,0.86,0.945,replication
BA m=5,degree_linear,0,5003,5,58,9.85,7.179126910876374,0.1018492457731249,0.15126657048195097,0,2224.0,0.00693593130741475,0.9223490066352166,0,2322.0,0.0022321071427857946,0.9749753123561666,0,586.0,2309.0,2162.0,147.0,1,2.0,1.0,0.99,0.0,6,8.0,0.9,0.85,0.235,replication
BA m=5,degree_linear,0,5004,5,66,9.85,7.35736182583229,0.05789524330965813,0.41546529076512584,0,1881.5,0.055379113228985755,0.4360575524092196,0,1949.0,0.07435006375133921,0.29541009774389754,0,102.0,1889.0,1853.0,36.0,1,2.0,1.0,0.99,0.0,9,8.0,0.82,0.84,0.58,replication
BA m=5,degree_linear,0,5005,5,45,9.85,7.263823230976402,0.15744600076390058,0.025975904211157842,0,2316.0,0.16417606609186172,0.020177425377613595,0,2401.5,0.0651374708833947,0.35946627957556654,0,616.0,2407.0,2317.0,90.0,1,2.0,1.0,0.99,0.0,2,8.0,0.98,0.84,0.0,replication
BA m=5,degree_linear,0,5006,5,57,9.85,7.247687530588805,0.12942622070282034,0.06776284953616864,0,2229.5,0.0763436241961505,0.2826150321647279,0,2316.5,0.08850100978170715,0.21269280254831552,0,657.5,2281.0,2182.0,99.0,3,2.0,0.98,0.99,0.615,6,8.0,0.9,0.85,0.25,replication
BA m=5,degree_linear,0,5007,5,59,9.85,7.389197072798203,0.09597128455743673,0.17642196350478176,0,2468.5,0.06268876034305039,0.3778504933331841,0,2522.0,0.048719619423319586,0.49328854433904346,0,537.5,2495.0,2462.5,32.5,1,2.0,1.0,0.99,0.0,5,8.0,0.9,0.86,0.17,replication
BA m=5,degree_linear,0,5008,5,54,9.85,7.374083558802355,0.15228132132437813,0.03134581211142921,0,2120.5,0.14128502279919747,0.04598081690502624,0,2211.5,0.10623817160277789,0.13432619713742602,0,100.5,2222.5,2089.0,133.5,1,2.0,1.0,0.99,0.0,3,8.0,0.96,0.86,0.015,replication
BA m=5,degree_linear,0,5009,5,52,9.85,7.293842940521853,0.04088980891268747,0.5653689986298244,0,2049.0,-0.011837091538701312,0.8678749888355262,0,2160.0,0.06258024034853282,0.3786783134979673,0,89.0,2151.5,2043.5,108.0,1,2.0,1.0,0.99,0.0,12,8.0,0.76,0.86,0.855,replication
BA m=5,degree_linear,0,5010,5,57,9.85,7.19902564703909,0.10120443193964383,0.15388583266137656,0,1890.5,0.06488527446822591,0.3613335164152951,0,1977.0,-0.07757372903175504,0.2749087432255498,0,536.0,1927.0,1838.5,88.5,2,2.0,0.99,0.99,0.315,9,8.0,0.78,0.84,0.54,replication
BA m=5,uniform,1,42,5,59,9.85,7.226558977900548,-0.4910367979507267,1.5583246636087418e-13,0,701.0,-0.6606403833874351,1.874879177305414e-26,0,809.0,-0.05271962332817076,0.4584445232716007,0,77.0,583.0,833.0,-250.0,14,2.0,0.8,0.99,1.0,28,9.0,0.34,0.82,1.0,primary
BA m=5,uniform,1,123,5,60,9.85,7.239444890006174,-0.495872144453044,8.266981320553129e-14,0,719.0,-0.6676465151790063,3.569211364552532e-27,0,868.5,-0.01246904411480915,0.8608907217015882,0,76.0,568.5,854.5,-286.0,9,2.0,0.92,0.99,1.0,30,9.0,0.16,0.82,1.0,primary
BA m=5,uniform,1,777,5,59,9.85,7.193195263171309,-0.5644634841851054,3.180581799961347e-18,0,808.0,-0.6829810673708901,8.044136838059491e-29,0,926.5,-0.17168857842657798,0.015061285607723516,0,76.0,626.0,956.5,-330.5,11,2.0,0.87,0.99,1.0,29,9.0,0.16,0.84,1.0,primary
BA m=5,uniform,1,17,5,54,9.85,7.2492617999109,-0.5859077809901083,7.966997832683387e-20,0,923.5,-0.6960684230894526,2.6171372322937525e-30,0,981.0,-0.2163398724545996,0.002091994262938964,0,79.0,640.0,1013.0,-373.0,13,2.0,0.77,0.99,1.0,40,8.0,0.1,0.84,1.0,primary
BA m=5,uniform,1,256,5,62,9.85,7.281650531178043,-0.5625545662119318,4.359857546312647e-18,0,948.0,-0.6533610749467643,1.0029888681736081e-25,0,1000.5,-0.2196661424370639,0.001776001768091492,0,81.0,623.5,1023.5,-400.0,11,2.0,0.87,0.99,1.0,24,8.0,0.26,0.84,1.0,primary
BA m=5,uniform,1,8,5,46,9.85,7.310402420293637,-0.5497704813857816,3.423213331873146e-17,0,785.5,-0.6844137407344282,5.577364640171336e-29,0,899.5,-0.15590531546212094,0.0274883593484941,0,77.0,614.0,948.5,-334.5,12,2.0,0.87,0.99,1.0,31,8.0,0.12,0.82,1.0,primary
BA m=5,uniform,1,99,5,44,9.85,7.431026026440916,-0.6161235334670382,2.7154993769790446e-22,0,964.0,-0.694234376128883,4.276630707104208e-30,0,1011.0,-0.19058419505079535,0.006867629691034837,0,79.5,660.5,1040.5,-380.0,12,2.0,0.87,0.99,1.0,28,8.0,0.36,0.84,1.0,primary
BA m=5,uniform,1,314,5,48,9.85,7.354565338915691,-0.520663963286943,2.7258720536721296e-15,0,893.5,-0.6843084414000297,5.7299400140363e-29,0,976.0,-0.07411136757603544,0.2969675059780021,0,76.0,613.5,998.0,-384.5,11,2.0,0.84,0.99,1.0,25,8.0,0.18,0.84,1.0,primary
BA m=5,uniform,1,2718,5,60,9.85,7.180333021047986,-0.4661572980855545,3.4899564126845164e-12,0,644.5,-0.6015389589505257,4.544224592700199e-21,0,744.0,-0.10946702669151462,0.12282234688536382,0,76.0,493.0,686.0,-193.0,9,2.0,0.9,0.99,1.0,30,8.0,0.24,0.84,1.0,primary
BA m=5,uniform,1,1618,5,54,9.85,7.151887920363598,-0.5376919549182351,2.216246405718005e-16,0,733.0,-0.622168060851348,8.087882303832303e-23,0,914.0,-0.1450226098335361,0.04047008903829469,0,77.0,578.5,920.5,-342.0,17,2.0,0.82,0.99,1.0,27,8.0,0.24,0.84,0.995,primary
BA m=5,uniform,1,5001,5,47,9.85,7.386549024681974,-0.5572238085436121,1.0407042660020966e-17,0,945.0,-0.7278681688001595,2.791288250875955e-34,0,1000.5,-0.09016761980910357,0.20417084790411896,0,77.5,637.5,1017.0,-379.5,8,2.0,0.92,0.99,1.0,27,8.0,0.2,0.84,1.0,replication
BA m=5,uniform,1,5002,5,53,9.85,7.345655027008689,-0.5853336123247769,8.824990657633093e-20,0,972.0,-0.728518112259846,2.284462648776774e-34,0,1024.0,-0.1740809191484607,0.013689944371327653,0,76.0,608.5,1033.5,-425.0,16,2.0,0.85,0.99,1.0,28,8.0,0.12,0.86,1.0,replication
BA m=5,uniform,1,5003,5,58,9.85,7.179126910876374,-0.450826831935531,2.0993194538107493e-11,0,754.5,-0.602687693493113,3.658897421504259e-21,0,852.0,-0.12937607360264788,0.06787031502822559,0,74.0,594.0,853.5,-259.5,10,2.0,0.91,0.99,0.995,25,9.0,0.34,0.84,1.0,replication
BA m=5,uniform,1,5004,5,66,9.85,7.35736182583229,-0.5377536739421009,2.195609924945217e-16,0,714.0,-0.6326663605411662,9.258601982874879e-24,0,796.5,-0.05159235216890006,0.4681232174484924,0,74.0,581.0,816.5,-235.5,7,2.0,0.93,0.99,0.99,26,7.0,0.16,0.86,1.0,replication
BA m=5,uniform,1,5005,5,45,9.85,7.263823230976402,-0.6053040983766554,2.2262841967645597e-21,0,939.0,-0.6913997567954401,9.069853545997864e-30,0,979.5,-0.07920158765141451,0.26493138469923644,0,78.0,609.0,998.5,-389.5,14,2.0,0.87,0.99,1.0,30,8.0,0.18,0.86,1.0,replication
BA m=5,uniform,1,5006,5,57,9.85,7.247687530588805,-0.5400850189983031,1.5398437228598577e-16,0,917.5,-0.614861905815046,3.4850890138550377e-22,0,965.0,-0.1536446575388727,0.029843736716957288,0,74.0,625.0,1012.0,-387.0,13,2.0,0.87,0.99,1.0,29,8.0,0.18,0.86,1.0,replication
BA m=5,uniform,1,5007,5,59,9.85,7.389197072798205,-0.6332292942039204,8.223380224343116e-24,0,880.0,-0.7211117708972727,2.1665122781122083e-33,0,946.0,-0.09917727168032393,0.16234315978276828,0,75.0,614.0,992.5,-378.5,15,2.0,0.85,0.99,1.0,19,8.0,0.46,0.84,0.985,replication
BA m=5,uniform,1,5008,5,54,9.85,7.374083558802355,-0.5562432165543045,1.219269638390418e-17,0,908.5,-0.687686581572559,2.3968590238979243e-29,0,980.5,-0.15851259467651466,0.024971174733296776,0,79.0,591.0,1023.5,-432.5,10,2.0,0.9,0.99,1.0,30,9.0,0.24,0.84,1.0,replication
BA m=5,uniform,1,5009,5,52,9.85,7.293842940521853,-0.5760317371018878,4.500658529332094e-19,0,749.5,-0.683866508421458,6.41635643562221e-29,0,924.0,-0.22620877389044,0.0012779918101687292,0,75.0,597.5,960.0,-362.5,16,2.0,0.84,0.99,1.0,31,8.0,0.22,0.84,1.0,replication
BA m=5,uniform,1,5010,5,57,9.85,7.1990256470390905,-0.5153316941792019,5.81353138108294e-15,0,719.0,-0.5710684717321204,1.0512797515247614e-18,0,867.5,-0.0864287979767931,0.22364040499604332,0,77.5,597.5,864.5,-267.0,14,2.0,0.84,0.99,1.0,25,8.0,0.14,0.84,1.0,replication
ER <k>~6,uniform,0,42,1,11,5.88,4.6232478316017005,-0.5544706249757025,1.6212336123045155e-17,2,1807.5,-0.5874939036635136,5.999699860589094e-20,8,1883.5,-0.03517540042138654,0.6209599679317258,0,101.0,1484.5,1933.5,-449.0,13,7.0,0.87,0.94,1.0,29,16.0,0.2,0.53,0.99,primary
ER <k>~6,uniform,0,123,1,12,5.92,4.704241199276036,-0.6130961554322882,4.932453918937109e-22,1,1607.0,-0.6570412260469115,4.321165850923688e-26,5,1718.0,-0.31658231880693044,4.944993762381429e-06,0,575.5,1496.5,1839.5,-343.0,15,6.0,0.75,0.94,1.0,32,16.0,0.08,0.55,1.0,primary
ER <k>~6,uniform,0,777,1,15,6.33,5.21617730023453,-0.571057769414659,1.0531884193074854e-18,0,1646.0,-0.6084699299504835,1.2129131871760233e-21,3,1721.5,-0.058665967145128256,0.409273548599007,0,93.0,1357.0,1798.0,-441.0,10,5.0,0.89,0.96,0.96,32,13.0,0.16,0.64,1.0,primary
ER <k>~6,uniform,0,17,1,14,5.94,4.622652987961617,-0.728360555941091,2.398293416373789e-34,2,1757.0,-0.7492333210921656,2.795121582480491e-37,5,1854.5,-0.30141191785636817,1.4431899593079383e-05,0,548.5,1342.0,1979.5,-637.5,14,6.0,0.82,0.94,0.995,31,16.0,0.1,0.54,1.0,primary
ER <k>~6,uniform,0,256,1,13,5.74,4.733429041352551,-0.607934668995479,1.3447154749014532e-21,1,1965.0,-0.663370193296122,9.876181634684776e-27,5,2032.5,-0.2180009968875866,0.0019282979086075514,1,569.0,1600.5,2131.0,-530.5,13,7.0,0.86,0.94,0.98,29,16.0,0.18,0.5,0.985,primary
ER <k>~6,uniform,0,8,1,14,6.04,4.778982344381536,-0.6617553829955931,1.4441695777765817e-26,4,1918.0,-0.7467657656423853,6.4286624176657814e-37,7,2007.0,-0.19694135133636717,0.005187702268867764,1,88.0,1710.5,2089.0,-378.5,15,6.0,0.79,0.95,0.995,32,16.0,0.1,0.52,1.0,primary
ER <k>~6,uniform,0,99,1,12,5.92,4.920084131308738,-0.5939097328912466,1.8749276635483455e-20,1,1852.0,-0.6407083027234712,1.6623066861698428e-24,4,1912.0,-0.021332081355241193,0.76431113342343,0,608.0,1627.5,1974.0,-346.5,11,6.0,0.88,0.945,0.94,29,16.0,0.12,0.55,0.995,primary
ER <k>~6,uniform,0,314,1,15,5.71,4.475579365586997,-0.6371545634728715,3.572858974836147e-24,4,1726.5,-0.6888559330101449,1.767733450528239e-29,6,1787.0,-0.2182251825388768,0.0019071227871555838,1,86.5,1305.5,1900.0,-594.5,16,7.0,0.73,0.93,1.0,32,17.0,0.12,0.54,1.0,primary
ER <k>~6,uniform,0,2718,1,16,6.25,4.976648139230971,-0.5699087238635294,1.2791418548282816e-18,2,1632.5,-0.6717849269299808,1.3115383793806555e-27,3,1724.0,-0.10705801013459816,0.13132977991778375,0,93.0,1390.0,1747.0,-357.0,14,6.0,0.77,0.95,1.0,29,14.0,0.34,0.64,1.0,primary
ER <k>~6,uniform,0,1618,1,13,6.18,4.942271929600191,-0.5926396254360417,2.365257791110161e-20,1,1624.0,-0.6240313298477866,5.538235295444114e-23,3,1707.0,-0.14539360502979573,0.039954759079575596,0,615.5,1414.5,1793.5,-379.0,13,5.0,0.82,0.95,1.0,25,14.0,0.24,0.6,0.995,primary
ER <k>~6,uniform,0,5001,1,13,5.6,4.2470251613494785,-0.6549672430763481,6.955341726457491e-26,2,2066.0,-0.7072807261356185,1.1972738863441587e-31,14,2130.0,-0.24392299605227016,0.000500116031684507,1,611.0,1678.5,2319.0,-640.5,25,8.0,0.71,0.92,1.0,37,17.0,0.1,0.52,1.0,replication
ER <k>~6,uniform,0,5002,1,13,5.94,4.744907250072386,-0.5981620437119789,8.549302632697685e-21,1,1977.0,-0.6459722577807332,5.252720779399513e-25,4,2077.0,-0.15629822468938695,0.02709565960547979,0,513.5,1606.5,2126.5,-520.0,15,6.0,0.81,0.95,1.0,32,15.5,0.14,0.58,1.0,replication
ER <k>~6,uniform,0,5003,1,13,6.66,5.38109842141903,-0.5470672121814981,5.233894188981881e-17,0,1721.0,-0.5919119670540376,2.7007336227145304e-20,2,1793.5,-0.25857338816949416,0.00021822240545811742,0,99.5,1413.5,1863.5,-450.0,8,5.0,0.92,0.96,0.905,16,13.0,0.42,0.66,0.715,replication
ER <k>~6,uniform,0,5004,1,12,5.8,4.546550477043365,-0.579238334168896,2.5816790507455283e-19,2,1773.5,-0.613963027630265,4.160294055799543e-22,4,1834.0,-0.160871522574814,0.022867036168821804,0,543.5,1341.0,1921.5,-580.5,15,7.0,0.85,0.94,1.0,38,16.0,0.1,0.53,1.0,replication
ER <k>~6,uniform,0,5005,1,13,5.93,4.876631481284256,-0.6180325591235042,1.8575836899958613e-22,2,1868.5,-0.6728094109904179,1.0210782770869937e-27,3,1956.5,-0.08456849423827699,0.23380406377433022,0,568.0,1531.5,2023.5,-492.0,9,6.0,0.91,0.95,0.88,28,16.0,0.2,0.52,0.995,replication
ER <k>~6,uniform,0,5006,1,14,5.94,4.6897482813138405,-0.6091458949327545,1.0644642367618443e-21,2,1921.0,-0.6530198457588907,1.083793908007002e-25,6,1966.0,-0.20759877528532714,0.003180917600784339,0,637.0,1545.5,2034.0,-488.5,14,6.0,0.77,0.95,0.995,30,15.0,0.16,0.58,1.0,replication
ER <k>~6,uniform,0,5007,1,12,6.03,4.824200360944861,-0.6736751036764456,8.25749399935235e-28,0,1809.0,-0.6977235745747078,1.674827872412182e-30,4,1899.0,-0.2221357696215352,0.0015702594764485872,0,101.5,1472.5,1978.5,-506.0,14,6.0,0.8,0.95,0.99,29,15.0,0.24,0.6,1.0,replication
ER <k>~6,uniform,0,5008,1,13,5.96,4.732340609020299,-0.7021140166551405,5.049852021355552e-31,0,1695.0,-0.7011000588570497,6.673814570703373e-31,6,1807.0,-0.10418668827306236,0.1420538727821759,0,88.0,1430.0,1953.0,-523.0,16,6.0,0.84,0.94,1.0,33,16.0,0.1,0.55,1.0,replication
ER <k>~6,uniform,0,5009,1,14,6.08,4.9061282287598695,-0.6227701625936376,7.158307062050347e-23,2,1818.0,-0.6473942411612215,3.832993656717458e-25,4,1894.0,-0.16877281487425524,0.016893822220926297,0,87.0,1411.5,1941.0,-529.5,16,5.0,0.79,0.955,1.0,32,15.0,0.14,0.56,1.0,replication
ER <k>~6,uniform,0,5010,1,13,6.48,5.344452531388611,-0.45075478788386175,2.1166534038466812e-11,2,1640.5,-0.5205393545076327,2.7749688360502705e-15,3,1758.5,-0.2962872559241175,2.045051179869699e-05,2,101.5,1515.0,1791.5,-276.5,5,4.0,0.95,0.96,0.51,20,13.0,0.48,0.64,0.91,replication
ER <k>~6,degree_linear,0,42,1,11,5.88,4.6232478316017005,0.09563334644446854,0.17795704357265416,14,2724.0,-0.02557852264200945,0.7192013309087879,47,2868.0,0.07753302107775452,0.2751614676869933,2,992.5,2844.0,2709.5,134.5,2,7.0,0.99,0.94,0.0,7,16.0,0.74,0.53,0.005,primary
ER <k>~6,degree_linear,0,123,1,12,5.92,4.704241199276036,0.09803442903764431,0.16726203647968602,1,2326.0,0.07688565776889296,0.2792016046245813,3,2399.0,0.03661107947461081,0.6067723780128629,0,742.5,2397.0,2314.0,83.0,5,6.0,0.94,0.94,0.2,10,16.0,0.52,0.55,0.075,primary
ER <k>~6,degree_linear,0,777,1,15,6.33,5.21617730023453,0.07287630416382677,0.30511276549728705,1,2384.5,0.10190471036792155,0.1510428549630068,2,2484.5,0.056485124805768706,0.42693479558796343,0,695.5,2483.5,2364.0,119.5,1,5.0,1.0,0.96,0.0,8,13.0,0.8,0.64,0.05,primary
ER <k>~6,degree_linear,0,17,1,14,5.94,4.622652987961617,0.18705437911544298,0.0079964844335756,17,2809.0,0.1885163275411237,0.007510340461923741,77,2963.5,-0.06333516010438756,0.37294253816104017,3,1216.5,2815.0,2760.0,55.0,3,6.0,0.97,0.94,0.03,11,16.0,0.76,0.54,0.07,primary
ER <k>~6,degree_linear,0,256,1,13,5.74,4.733429041352551,0.10660238637609994,0.13298862034129458,26,2816.0,0.1434836596463253,0.04266786582107828,96,2994.5,-0.02446770639156589,0.7309153139157687,4,1154.0,2851.5,2807.5,44.0,5,7.0,0.95,0.94,0.19,12,16.0,0.74,0.5,0.125,primary
ER <k>~6,degree_linear,0,8,1,14,6.04,4.778982344381536,0.06424172469805392,0.36612558196714595,24,2776.0,0.05242854818076726,0.46093296073409895,60,2896.0,-0.0472227132599702,0.5066809677071888,6,828.0,2812.0,2738.0,74.0,4,6.0,0.95,0.95,0.16,13,16.0,0.64,0.52,0.27,primary
ER <k>~6,degree_linear,0,99,1,12,5.92,4.920084131308738,0.09482535398486437,0.18166730082192026,13,2783.5,0.06086689834869266,0.39189454655925826,49,2874.0,0.07661656430216468,0.2808927131555724,1,1143.0,2856.5,2785.0,71.5,3,6.0,0.98,0.945,0.045,15,16.0,0.7,0.55,0.37,primary
ER <k>~6,degree_linear,0,314,1,15,5.71,4.475579365586997,0.17403677934277442,0.013714220190487883,24,2788.5,0.27017880379719705,0.00010921100124718101,91,2983.5,0.07997819518534417,0.2602597921449915,6,667.5,2850.0,2748.5,101.5,4,7.0,0.97,0.93,0.04,13,17.0,0.62,0.54,0.15,primary
ER <k>~6,degree_linear,0,2718,1,16,6.25,4.976648139230971,0.10024644762705573,0.1578401771248282,9,2582.0,0.054512829319544355,0.4432801816184331,14,2671.5,-0.018649296623828037,0.7932362209460256,0,1090.0,2582.0,2573.5,8.5,4,6.0,0.97,0.95,0.12,7,14.0,0.88,0.64,0.005,primary
ER <k>~6,degree_linear,0,1618,1,13,6.18,4.942271929600191,0.19241681306635838,0.006339518185413025,1,2439.5,0.16048960514187868,0.023196961170940854,4,2514.0,0.05755752256788939,0.4181956388159701,0,1007.5,2564.0,2380.5,183.5,3,5.0,0.98,0.95,0.055,10,14.0,0.8,0.6,0.08,primary
ER <k>~6,degree_linear,0,5001,1,13,5.6,4.2470251613494785,0.05752385759332928,0.4184683812612008,32,2846.0,0.17134939220632966,0.015265125859232934,114,3000.0,-0.025052236919313964,0.7247432525282922,4,1043.0,2773.0,2846.0,-73.0,8,8.0,0.92,0.92,0.45,14,17.0,0.44,0.52,0.16,replication
ER <k>~6,degree_linear,0,5002,1,13,5.94,4.744907250072386,0.03416293992641934,0.6310504694657912,31,2867.0,0.16076852518377246,0.022955611142584542,123,3000.0,0.02219630130842357,0.7550602930995719,2,1174.5,2816.0,2844.5,-28.5,4,6.0,0.96,0.95,0.105,16,15.5,0.52,0.58,0.5,replication
ER <k>~6,degree_linear,0,5003,1,13,6.66,5.38109842141903,0.22217244196136096,0.001567375595146874,20,2775.0,0.16791976275626103,0.017465426333779725,51,2885.0,0.03146701345389382,0.6582497082369623,4,725.5,2793.5,2711.0,82.5,2,5.0,0.98,0.96,0.03,7,13.0,0.72,0.66,0.04,replication
ER <k>~6,degree_linear,0,5004,1,12,5.8,4.546550477043365,0.08180428025610995,0.2494990782934249,35,2867.5,0.19588173417476665,0.005439180994295898,107,3000.0,0.01700060653408368,0.811155862656004,6,1102.5,2855.5,2861.5,-6.0,6,7.0,0.94,0.94,0.315,17,16.0,0.22,0.53,0.53,replication
ER <k>~6,degree_linear,0,5005,1,13,5.93,4.876631481284256,0.06921873237201914,0.33008950754663957,28,2885.5,0.19100444299124894,0.006743175257439634,111,3000.0,0.03680799856183631,0.604837655253553,5,1120.0,2891.0,2865.0,26.0,3,6.0,0.98,0.95,0.06,16,16.0,0.32,0.52,0.475,replication
ER <k>~6,degree_linear,0,5006,1,14,5.94,4.6897482813138405,0.1911528651762724,0.006699703830348316,28,2833.5,0.22658459689902669,0.001253706531426422,95,2993.5,-0.0024894935148148025,0.9720907999408925,3,1099.0,2946.0,2822.5,123.5,5,6.0,0.96,0.95,0.215,4,15.0,0.94,0.58,0.0,replication
ER <k>~6,degree_linear,0,5007,1,12,6.03,4.824200360944861,0.08871783662999654,0.21156988844930785,24,2770.5,0.13108766963339524,0.06428016798832491,66,2908.5,0.004244694429604212,0.9524319678875206,2,647.5,2777.0,2763.0,14.0,6,6.0,0.95,0.95,0.455,15,15.0,0.7,0.6,0.455,replication
