m,D,lz_state_mean,lz_state_std,lz_vmean_mean,lz_vmean_std,f_fft_mean,f_fft_std,f_zc_mean,f_zc_std,sync_mean,sync_std,ac50_mean,ac50_std,H_mean,H_std,count
3,0.0,0.7294954096372647,0.13511076898093954,1.1201541535960187,0.049629205503702756,0.002,0.0007071067811865475,0.0087,0.005044799302251776,0.00446780698839575,0.0133914540786365,0.7410787281372524,0.07329662209037359,3.188332781738988,0.05458120167731436,5
3,0.15,1.70731823207974,0.0086531476575546,1.3075108981476657,0.10903314960179598,0.0021999999999999997,0.00044721359549995795,0.0124,0.003507135583350037,0.0725305899977684,0.029955446875122388,0.6074273619384536,0.06404188159240512,1.7874199295039617,0.015025263437544706,5
3,0.5,2.0106767057048534,0.01684459300221678,1.3015314275768686,0.06004333341533892,0.0021999999999999997,0.00044721359549995795,0.014499999999999999,0.00653834841531101,0.19342821538448335,0.06351292813278148,0.5765871794464846,0.08895431521640111,1.178269790472821,0.010337139765398415,5
6,0.0,0.7294954096372647,0.13511076898093954,1.1201541535960187,0.049629205503702756,0.002,0.0007071067811865475,0.0087,0.005044799302251776,0.00446780698839575,0.0133914540786365,0.7410787281372524,0.07329662209037359,3.188332781738988,0.05458120167731436,5
6,0.15,1.8910075680146314,0.017488176795312046,1.3533535058571116,0.1892712078117438,0.0021999999999999997,0.00044721359549995795,0.013300000000000001,0.003383784863137726,0.14075582027435302,0.06569788494475179,0.6050701251786357,0.07230726326013173,1.4226844306560698,0.016266878879158397,5
6,0.5,2.1867322508776943,0.043854014491244854,1.375278231283368,0.1289789651393202,0.0021999999999999997,0.00044721359549995795,0.0121,0.006168468205316455,0.3462732553482056,0.11339265027894428,0.5903561870720317,0.07017877847164959,0.8154194053195818,0.044976119321923476,5
