m,nu,ablation,elapsed_hours,seed,h_cont,h_cog,sync
3,0.1,FULL,10000,2024,3.9589056460784575,0.6777113035255623,0.13370479157930565
3,0.1,FULL,10000,888,4.0512080713228915,0.6715307850341403,0.11984601519176298
3,0.1,FULL,100000,42,3.996264723763338,0.8159859967664105,0.12686000074145237
3,0.1,FULL,100000,123,4.148744082510602,0.8036134774016305,0.21392676512881054
3,0.1,FULL,100000,777,4.13922255053507,0.8478197790702036,0.1415502500991755
3,0.1,FULL,100000,17,4.094519164493179,0.8298888841599986,0.10148117025350649
3,0.1,FULL,100000,256,4.1278128396228,0.79363809126288,0.15275027748629824
3,0.1,FULL,100000,1337,4.045317455824926,0.7869420524607574,0.18970075337672207
3,0.1,FULL,100000,99,4.089328506973744,0.7946690539027091,0.09065406436630273
3,0.1,FULL,100000,314,4.063392212286414,0.8310649183815415,0.13460370250993495
3,0.1,FULL,100000,2024,4.007662687599225,0.8221717458003827,0.0978231566203696
3,0.1,FULL,100000,888,4.117653451488399,0.8119496095443007,0.09128897989940757
3,0.1,FULL,1000000,42,4.179853779890973,0.9452229247907443,0.13553582482623022
3,0.1,FULL,1000000,123,4.419804528162408,1.0286770766745217,0.04073049873066508
3,0.1,FULL,1000000,777,4.3507571160259335,0.9702892783182901,0.16109195094569942
3,0.1,FULL,1000000,17,4.385008302718064,0.9420506188783414,0.09305749494070696
3,0.1,FULL,1000000,256,4.3118015832870515,0.9620358642225426,0.1107648917536512
3,0.1,FULL,1000000,1337,4.402066892635085,0.9875099122411067,0.18383451849626542
3,0.1,FULL,1000000,99,4.3051637828676155,0.9855432738199208,0.03574172208070293
3,0.1,FULL,1000000,314,4.375295663840347,0.9877632938026079,0.10592401375401508
3,0.1,FULL,1000000,2024,4.296524127518583,0.964876047799595,0.12180721938926073
3,0.1,FULL,1000000,888,4.318920046702893,0.9843653871659807,0.08207260288974534
3,0.1,FROZEN_U,1,42,4.5129595902986965,1.225576062824101,0.5874432410261016
3,0.1,FROZEN_U,1,123,4.947369050826307,1.560112394776852,0.29150234403524866
3,0.1,FROZEN_U,1,777,4.526500624993381,1.2535310874798744,0.5532213185035644
3,0.1,FROZEN_U,1,17,4.676657655809163,1.3556941941146883,0.4613414557613794
3,0.1,FROZEN_U,1,256,4.585826622344302,1.2790727117489924,0.5942921065392094
3,0.1,FROZEN_U,1,1337,4.495819692154015,1.2313627565027414,0.6074278745613207
3,0.1,FROZEN_U,1,99,4.559269289760214,1.2426140878187972,0.6010930572396576
3,0.1,FROZEN_U,1,314,4.7023553401822085,1.3747432811579676,0.4494172148329056
3,0.1,FROZEN_U,1,2024,4.5342164847235225,1.2568331423491357,0.5754348105272871
3,0.1,FROZEN_U,1,888,4.61441677512132,1.3232481189718124,0.5042782653657439
3,0.1,FROZEN_U,10,42,4.720892461486948,1.35322605534299,0.39308795921758494
3,0.1,FROZEN_U,10,123,4.407140278847909,1.2046319256422897,0.5704649964800526
3,0.1,FROZEN_U,10,777,4.404336045685607,1.142345881282761,0.6023398651820661
3,0.1,FROZEN_U,10,17,4.578931595977991,1.3042963051700216,0.4108671924827267
3,0.1,FROZEN_U,10,256,4.5350410300350585,1.2295189074831845,0.5215909534467834
3,0.1,FROZEN_U,10,1337,4.593485253280445,1.2789425881226815,0.4795003295299625
3,0.1,FROZEN_U,10,99,4.369201592442207,1.1116979440919412,0.6606426475112622
3,0.1,FROZEN_U,10,314,4.500752192289715,1.2112276723888777,0.5245797611544235
3,0.1,FROZEN_U,10,2024,4.690815469563086,1.3144214916153094,0.4636587508186127
3,0.1,FROZEN_U,10,888,4.300284109491884,1.1286508136087772,0.5920417621644155
3,0.1,FROZEN_U,100,42,4.536569200748483,1.2132204328531846,0.4632853319526382
3,0.1,FROZEN_U,100,123,4.534874365998029,1.1918118881938142,0.5068199337601587
3,0.1,FROZEN_U,100,777,4.66989134293393,1.2817918140210165,0.4572197357104976
3,0.1,FROZEN_U,100,17,4.810065850579416,1.4296757832635691,0.26956459905360386
3,0.1,FROZEN_U,100,256,4.6982428261267986,1.2937365705327473,0.4047639636032678
3,0.1,FROZEN_U,100,1337,4.6100697295684965,1.2817502111168055,0.3808811610003862
3,0.1,FROZEN_U,100,99,4.636664063450808,1.255205941336969,0.48799622278890564
3,0.1,FROZEN_U,100,314,4.801375566413861,1.3959794145283706,0.32991412165422673
3,0.1,FROZEN_U,100,2024,4.658371003554274,1.3039737538740053,0.3654244823152053
3,0.1,FROZEN_U,100,888,4.304104177703027,1.1055673832802877,0.5229387647861156
3,0.1,FROZEN_U,1000,42,4.558958439245332,1.217836991120882,0.4951453772768256
3,0.1,FROZEN_U,1000,123,4.570961712219341,1.253247474456456,0.41425116949983976
3,0.1,FROZEN_U,1000,777,4.582782157099793,1.257657613247374,0.40487283051192935
3,0.1,FROZEN_U,1000,17,4.716801423716394,1.335351290589474,0.33360716740922053
3,0.1,FROZEN_U,1000,256,4.730331753715591,1.3319285864073087,0.3776892076407906
3,0.1,FROZEN_U,1000,1337,4.740565677992509,1.3989798507992135,0.2626313904823092
