m,nu,ablation,elapsed_hours,seed,h_cont,h_cog,sync
5,0.05,FULL,10000,256,3.350138912845156,0.015986836804207958,0.10508112419415386
5,0.05,FULL,10000,1337,3.330940537485712,0.013971484353321285,0.10780332729312102
5,0.05,FULL,10000,99,3.3345785278515754,0.028161170672002106,0.14115922001912737
5,0.05,FULL,10000,314,3.407099630843414,0.013024131092673488,0.10824384456876161
5,0.05,FULL,10000,2024,3.4697257654535125,0.014409160329250352,0.07503192152635649
5,0.05,FULL,10000,888,3.437926706183871,0.03950454246053545,0.1273104523545553
5,0.05,FULL,100000,42,3.4010885799345467,0.033476141475699175,0.0786050632226108
5,0.05,FULL,100000,123,3.3192003492487347,0.04073303146376203,0.11306034586468128
5,0.05,FULL,100000,777,3.3415266881083947,0.03719226608028887,0.13137952310832116
5,0.05,FULL,100000,17,3.36644160315611,0.03631001959965328,0.1005958918171611
5,0.05,FULL,100000,256,3.348523908330231,0.045150473932114195,0.1003993043081598
5,0.05,FULL,100000,1337,3.325190177292402,0.037891507103420215,0.11810626416265842
5,0.05,FULL,100000,99,3.349908265774258,0.03259027843466549,0.13059377125606947
5,0.05,FULL,100000,314,3.373719780815767,0.04590054972840998,0.09451314595123156
5,0.05,FULL,100000,2024,3.4051076586849183,0.03537984344805724,0.09154062038628248
5,0.05,FULL,100000,888,3.404082061640898,0.0666274800205591,0.12478269123974171
5,0.05,FULL,1000000,42,3.4352406553373522,0.10267070049332205,0.12569643544536857
5,0.05,FULL,1000000,123,3.386198224634013,0.1017077673531489,0.11498059232226132
5,0.05,FULL,1000000,777,3.336147863965869,0.07515741904747017,0.13631044897159272
5,0.05,FULL,1000000,17,3.3259078897783736,0.08272365228382779,0.12309853233704965
5,0.05,FULL,1000000,256,3.3163186754888194,0.07219735691424335,0.13437906809601038
5,0.05,FULL,1000000,1337,3.3929904517673117,0.07267782571471222,0.1319870379424056
5,0.05,FULL,1000000,99,3.314236547522901,0.077471431821525,0.2006506858156357
5,0.05,FULL,1000000,314,3.3964271784822095,0.11887029157749888,0.13345076932677494
5,0.05,FULL,1000000,2024,3.401361399330511,0.08963673021447507,0.12044316598833248
5,0.05,FULL,1000000,888,3.3975668120328,0.09519918839387913,0.12827719088921496
5,0.05,FROZEN_U,1,42,4.070226308732652,0.9994896916483227,0.7788926750050508
5,0.05,FROZEN_U,1,123,3.979608986774436,0.9559189971489441,0.8033913324218556
5,0.05,FROZEN_U,1,777,3.701425024829382,0.8486060447373847,0.8477132184049124
5,0.05,FROZEN_U,1,17,4.242684242606108,1.0883949841758742,0.730841797256453
5,0.05,FROZEN_U,1,256,3.6816889590459696,0.8210826591329237,0.8541030898924598
5,0.05,FROZEN_U,1,1337,3.828315264955593,0.9252453729473454,0.8131428231032474
5,0.05,FROZEN_U,1,99,3.8392567724557414,0.8719022876174211,0.8122130843666443
5,0.05,FROZEN_U,1,314,3.5536932949700075,0.7901454801931425,0.8630844504759113
5,0.05,FROZEN_U,1,2024,3.7662840600578313,0.8638917034379486,0.8092470892426777
5,0.05,FROZEN_U,1,888,3.680707335198117,0.8228292212606144,0.8541916747718489
5,0.05,FROZEN_U,10,42,3.9972445894760464,0.9421409483405045,0.8154813418326434
5,0.05,FROZEN_U,10,123,3.968220568863441,0.9337846662679828,0.8203107164136326
5,0.05,FROZEN_U,10,777,3.7676363412620715,0.8523395997923809,0.8470375292613582
5,0.05,FROZEN_U,10,17,4.285651909893047,1.108337001739831,0.7324216051741729
5,0.05,FROZEN_U,10,256,3.683642961440825,0.819284680915932,0.8659546473852049
5,0.05,FROZEN_U,10,1337,3.9944852903736567,0.9328874538445712,0.8234959120035055
5,0.05,FROZEN_U,10,99,3.972516736373402,0.9306472854942281,0.8230979478722423
5,0.05,FROZEN_U,10,314,4.078620843923051,0.9854367464389888,0.8080473750348135
5,0.05,FROZEN_U,10,2024,3.9662127000986174,0.9435895127977445,0.8248997120867343
5,0.05,FROZEN_U,10,888,3.804806584729819,0.8661949932242053,0.8367615079712
5,0.05,FROZEN_U,100,42,4.2009727117246225,1.03863939339395,0.7513882273130634
5,0.05,FROZEN_U,100,123,3.9337906219290235,0.9177841131427,0.8235912233175481
5,0.05,FROZEN_U,100,777,3.720696571710903,0.8157756716201314,0.8638905180321172
5,0.05,FROZEN_U,100,17,4.297334490430043,1.0933062626254308,0.6848270978769526
5,0.05,FROZEN_U,100,256,4.159005070349561,0.9956589129787877,0.7831557449968759
5,0.05,FROZEN_U,100,1337,4.062108358219404,0.9655404465538341,0.8023303712265714
5,0.05,FROZEN_U,100,99,3.814720435587454,0.8422778711517268,0.8556154866253064
5,0.05,FROZEN_U,100,314,3.770156795644057,0.8412251609680379,0.8311175614826548
5,0.05,FROZEN_U,100,2024,4.149684356163272,1.00108084480973,0.769751136284145
5,0.05,FROZEN_U,100,888,3.7838383341774793,0.8618643363815753,0.8348682370548363
5,0.05,FROZEN_U,1000,42,4.1232499459380945,0.9679640719787074,0.7581548235432324
5,0.05,FROZEN_U,1000,123,3.856511195527137,0.8460262916724577,0.80727666270683
5,0.05,FROZEN_U,1000,777,3.8466556699794068,0.8389021837533749,0.8172699448431899
5,0.05,FROZEN_U,1000,17,4.296503809117132,1.094914349830207,0.6311471336999671
5,0.05,FROZEN_U,1000,256,4.061142745611971,0.9388502629755798,0.7630192050201711
5,0.05,FROZEN_U,1000,1337,4.131123836895643,1.0076016894776691,0.7215927689347489
5,0.05,FROZEN_U,1000,99,3.9200403282464555,0.8778561181932685,0.8114085592253037
5,0.05,FROZEN_U,1000,314,4.182728266447769,0.9991969240975493,0.7436762582225492
5,0.05,FROZEN_U,1000,2024,4.2002719401486726,1.0248761424692598,0.7135848792880504
5,0.05,FROZEN_U,1000,888,4.129955072684191,0.9769585718135674,0.772222970005841
5,0.05,FROZEN_U,10000,42,4.251576465847777,1.0186867709046135,0.7230404475587131
5,0.05,FROZEN_U,10000,123,4.149828474920102,0.976112397677171,0.7080720129557513
5,0.05,FROZEN_U,10000,777,4.265275443587159,1.0467975226353543,0.7162163767930363
5,0.05,FROZEN_U,10000,17,4.478104252225526,1.1516456076348232,0.5769055246379705
5,0.05,FROZEN_U,10000,256,4.270751553275304,1.0262368592697788,0.6995871682285756
5,0.05,FROZEN_U,10000,1337,4.235462499103873,1.0322278680451888,0.6820027633141899
5,0.05,FROZEN_U,10000,99,4.212643706673715,0.9942345745032751,0.740013671583195
5,0.05,FROZEN_U,10000,314,4.389484690354234,1.1099235523932707,0.6278003747172208
5,0.05,FROZEN_U,10000,2024,4.308045608301295,1.0727866619244373,0.6443138258344141
5,0.05,FROZEN_U,10000,888,4.030693303566267,0.9361671912455044,0.7353352764915941
5,0.05,FROZEN_U,100000,42,4.256622255050135,1.0097635891189574,0.7118087742895155
5,0.05,FROZEN_U,100000,123,4.2061519364615165,1.0167159022615688,0.6771268185530702
5,0.05,FROZEN_U,100000,777,4.191644248567898,0.9949717685538131,0.6675409816439762
5,0.05,FROZEN_U,100000,17,4.479747680317368,1.1474563811766378,0.5760981867471442
5,0.05,FROZEN_U,100000,256,4.460167174883397,1.122442710398319,0.6219243415997542
5,0.05,FROZEN_U,100000,1337,4.244211069302017,1.049486181434038,0.6056187476209184
5,0.05,FROZEN_U,100000,99,4.24965795792201,1.0134420459071183,0.7083750128315428
5,0.05,FROZEN_U,100000,314,4.297716527108678,1.0563126442390227,0.6498437458678984
5,0.05,FROZEN_U,100000,2024,4.393118570865049,1.113995887215077,0.6279430163532622
5,0.05,FROZEN_U,100000,888,3.9645872163931783,0.8816423058622339,0.7882131153641648
5,0.05,FROZEN_U,1000000,42,4.30895936334549,1.0570803580182935,0.6766775371838997
5,0.05,FROZEN_U,1000000,123,4.32193040358977,1.0732299972137616,0.6050981465350123
5,0.05,FROZEN_U,1000000,777,4.350721706195446,1.0949296012596796,0.5860488657285159
5,0.05,FROZEN_U,1000000,17,4.548073617525494,1.194714843383788,0.49782432341828164
5,0.05,FROZEN_U,1000000,256,4.450135409526196,1.1431724592639123,0.5882759450117603
5,0.05,FROZEN_U,1000000,1337,4.551638438250655,1.2261309606797681,0.513363065278207
5,0.05,FROZEN_U,1000000,99,4.39729554758723,1.0889155854663166,0.6445751799979478
5,0.05,FROZEN_U,1000000,314,4.372780630939991,1.090117017429404,0.592817932132539
5,0.05,FROZEN_U,1000000,2024,4.535240802065088,1.2041651882501008,0.49971188476706674
5,0.05,FROZEN_U,1000000,888,4.267784888899589,1.022856647231125,0.6596964382898101
5,0.1,FULL,1,42,3.2055140827844997,0.0005386209059727412,0.07651820626786159
5,0.1,FULL,1,123,3.250996643100668,0.0,0.060366552669814194
5,0.1,FULL,1,777,3.1832515816835767,0.0,0.09974766580332957
5,0.1,FULL,1,17,3.1355118172942116,0.0002693104529863706,0.05491708743524954
5,0.1,FULL,1,256,3.1647708544103876,0.0,0.07782680534323193
5,0.1,FULL,1,1337,3.068865782011326,0.0,0.04238011668896953
5,0.1,FULL,1,99,3.098583729859277,0.0002693104529863706,0.07127968163733715
5,0.1,FULL,1,314,3.25517652770367,0.0002693104529863706,0.07062125441085623
5,0.1,FULL,1,2024,3.1976103345736497,0.0,0.06460816275048611
5,0.1,FULL,1,888,3.164914470247043,0.0002693104529863706,0.05670657883091957
5,0.1,FULL,10,42,3.2489574714755305,0.002356641646043996,0.05444573289906353
5,0.1,FULL,10,123,3.3459045922390382,0.006009929740618183,0.07472502961853794
5,0.1,FULL,10,777,3.2999647723119216,0.0021544836238909645,0.10185809924297042
5,0.1,FULL,10,17,3.2637881625807825,0.0002693104529863706,0.06897212460929074
5,0.1,FULL,10,256,3.2199449228128,0.004915150585556629,0.11188766984799013
5,0.1,FULL,10,1337,3.2731521144184854,0.0008079313589591118,0.06268424937218521
5,0.1,FULL,10,99,3.2648758170085093,0.001346552264931853,0.08802849335508275
5,0.1,FULL,10,314,3.392504665916855,0.002533146030343182,0.09061377967885735
5,0.1,FULL,10,2024,3.3342690470411354,0.0013465522649318531,0.06194786854751828
5,0.1,FULL,10,888,3.3502911061065355,0.0022894892152106575,0.09403285005201693
5,0.1,FULL,100,42,3.370237072443823,0.008349324772230503,0.06566813237083627
5,0.1,FULL,100,123,3.3954280847918046,0.03066777051702908,0.12807002889643196
5,0.1,FULL,100,777,3.3280649328238856,0.01386283312950845,0.09449912915856948
5,0.1,FULL,100,17,3.3836206405304847,0.017724002623330005,0.08367995906014608
5,0.1,FULL,100,256,3.350138912845156,0.015986836804207958,0.10508112419415386
5,0.1,FULL,100,1337,3.330940537485712,0.013971484353321285,0.10780332729312102
5,0.1,FULL,100,99,3.3345785278515754,0.028161170672002106,0.14115922001912737
5,0.1,FULL,100,314,3.407099630843414,0.013024131092673488,0.10824384456876161
5,0.1,FULL,100,2024,3.4697257654535125,0.014409160329250352,0.07503192152635649
5,0.1,FULL,100,888,3.437926706183871,0.03950454246053545,0.1273104523545553
5,0.1,FULL,1000,42,3.4352406553373522,0.10267070049332205,0.12569643544536857
5,0.1,FULL,1000,123,3.386198224634013,0.1017077673531489,0.11498059232226132
5,0.1,FULL,1000,777,3.336147863965869,0.07515741904747017,0.13631044897159272
5,0.1,FULL,1000,17,3.3259078897783736,0.08272365228382779,0.12309853233704965
5,0.1,FULL,1000,256,3.3163186754888194,0.07219735691424335,0.13437906809601038
5,0.1,FULL,1000,1337,3.3929904517673117,0.07267782571471222,0.1319870379424056
5,0.1,FULL,1000,99,3.314236547522901,0.077471431821525,0.2006506858156357
5,0.1,FULL,1000,314,3.3964271784822095,0.11887029157749888,0.13345076932677494
5,0.1,FULL,1000,2024,3.401361399330511,0.08963673021447507,0.12044316598833248
5,0.1,FULL,1000,888,3.3975668120328,0.09519918839387913,0.12827719088921496
5,0.1,FULL,10000,42,3.375747170855586,0.2847232883575047,0.18193899896016183
5,0.1,FULL,10000,123,3.3672294668332072,0.27750083575822226,0.19938547064474302
5,0.1,FULL,10000,777,3.329879198895151,0.23176530048263874,0.19201026298199825
5,0.1,FULL,10000,17,3.3554600332450746,0.28426018663678293,0.20718323739804145
5,0.1,FULL,10000,256,3.4051801270259796,0.2509681436135109,0.25090124918175866
5,0.1,FULL,10000,1337,3.323070172428833,0.21798273321750827,0.1762871461179543
5,0.1,FULL,10000,99,3.295374540770147,0.2463221625287522,0.2874964786990853
5,0.1,FULL,10000,314,3.4033306079043784,0.2652823847382722,0.2101057321545003
5,0.1,FULL,10000,2024,3.450448821153627,0.28365791947584124,0.15307977424129013
5,0.1,FULL,10000,888,3.4142574617949535,0.2985884531690467,0.20471718107262638
5,0.1,FULL,100000,42,3.4655181813238976,0.4564193871008092,0.28696240445549426
5,0.1,FULL,100000,123,3.632851147453135,0.4301098303453378,0.23897925731155426
5,0.1,FULL,100000,777,3.556851785539765,0.46123640861188714,0.21635479660020382
5,0.1,FULL,100000,17,3.572614434073556,0.4252661230382136,0.2290300730227226
5,0.1,FULL,100000,256,3.512032231667104,0.442666131108618,0.2938460168219859
5,0.1,FULL,100000,1337,3.5049862565020726,0.43393810280028144,0.24665623989342478
5,0.1,FULL,100000,99,3.486950058968026,0.467349587378847,0.265260947077746
5,0.1,FULL,100000,314,3.579199129449821,0.4429058588224021,0.26976085664821103
5,0.1,FULL,100000,2024,3.53663940541343,0.46307073990004455,0.22635966818596256
5,0.1,FULL,100000,888,3.4926337396755365,0.4344981704074297,0.2944723226450893
5,0.1,FULL,1000000,42,3.578666375563821,0.5785039615806592,0.21438978413401935
5,0.1,FULL,1000000,123,3.7120760063229454,0.5825051753090704,0.1845509261631743
5,0.1,FULL,1000000,777,3.717640820947638,0.6172272392049691,0.17300281758457295
5,0.1,FULL,1000000,17,3.7526019575564495,0.6118402326634981,0.14493020845517776
5,0.1,FULL,1000000,256,3.697088948085305,0.5636029342969878,0.2372976995827056
5,0.1,FULL,1000000,1337,3.6235886108195685,0.5503123352749668,0.22699310869485267
5,0.1,FULL,1000000,99,3.549241126358451,0.575504209244251,0.189729443229847
5,0.1,FULL,1000000,314,3.658775323377731,0.5548686735108495,0.2315087302999001
5,0.1,FULL,1000000,2024,3.621015477134401,0.5680031349037439,0.2032141449753101
5,0.1,FULL,1000000,888,3.6228647096477267,0.5850709093047262,0.22698530364957717
5,0.1,FROZEN_U,1,42,4.070226308732652,0.9994896916483227,0.7788926750050508
5,0.1,FROZEN_U,1,123,3.979608986774436,0.9559189971489441,0.8033913324218556
5,0.1,FROZEN_U,1,777,3.701425024829382,0.8486060447373847,0.8477132184049124
5,0.1,FROZEN_U,1,17,4.242684242606108,1.0883949841758742,0.730841797256453
5,0.1,FROZEN_U,1,256,3.6816889590459696,0.8210826591329237,0.8541030898924598
5,0.1,FROZEN_U,1,1337,3.828315264955593,0.9252453729473454,0.8131428231032474
5,0.1,FROZEN_U,1,99,3.8392567724557414,0.8719022876174211,0.8122130843666443
5,0.1,FROZEN_U,1,314,3.5536932949700075,0.7901454801931425,0.8630844504759113
5,0.1,FROZEN_U,1,2024,3.7662840600578313,0.8638917034379486,0.8092470892426777
5,0.1,FROZEN_U,1,888,3.680707335198117,0.8228292212606144,0.8541916747718489
5,0.1,FROZEN_U,10,42,4.2009727117246225,1.03863939339395,0.7513882273130634
5,0.1,FROZEN_U,10,123,3.9337906219290235,0.9177841131427,0.8235912233175481
5,0.1,FROZEN_U,10,777,3.720696571710903,0.8157756716201314,0.8638905180321172
5,0.1,FROZEN_U,10,17,4.297334490430043,1.0933062626254308,0.6848270978769526
5,0.1,FROZEN_U,10,256,4.159005070349561,0.9956589129787877,0.7831557449968759
5,0.1,FROZEN_U,10,1337,4.062108358219404,0.9655404465538341,0.8023303712265714
5,0.1,FROZEN_U,10,99,3.814720435587454,0.8422778711517268,0.8556154866253064
5,0.1,FROZEN_U,10,314,3.770156795644057,0.8412251609680379,0.8311175614826548
5,0.1,FROZEN_U,10,2024,4.149684356163272,1.00108084480973,0.769751136284145
5,0.1,FROZEN_U,10,888,3.7838383341774793,0.8618643363815753,0.8348682370548363
5,0.1,FROZEN_U,100,42,4.251576465847777,1.0186867709046135,0.7230404475587131
5,0.1,FROZEN_U,100,123,4.149828474920102,0.976112397677171,0.7080720129557513
5,0.1,FROZEN_U,100,777,4.265275443587159,1.0467975226353543,0.7162163767930363
5,0.1,FROZEN_U,100,17,4.478104252225526,1.1516456076348232,0.5769055246379705
5,0.1,FROZEN_U,100,256,4.270751553275304,1.0262368592697788,0.6995871682285756
5,0.1,FROZEN_U,100,1337,4.235462499103873,1.0322278680451888,0.6820027633141899
5,0.1,FROZEN_U,100,99,4.212643706673715,0.9942345745032751,0.740013671583195
5,0.1,FROZEN_U,100,314,4.389484690354234,1.1099235523932707,0.6278003747172208
5,0.1,FROZEN_U,100,2024,4.308045608301295,1.0727866619244373,0.6443138258344141
5,0.1,FROZEN_U,100,888,4.030693303566267,0.9361671912455044,0.7353352764915941
5,0.1,FROZEN_U,1000,42,4.30895936334549,1.0570803580182935,0.6766775371838997
5,0.1,FROZEN_U,1000,123,4.32193040358977,1.0732299972137616,0.6050981465350123
5,0.1,FROZEN_U,1000,777,4.350721706195446,1.0949296012596796,0.5860488657285159
5,0.1,FROZEN_U,1000,17,4.548073617525494,1.194714843383788,0.49782432341828164
5,0.1,FROZEN_U,1000,256,4.450135409526196,1.1431724592639123,0.5882759450117603
5,0.1,FROZEN_U,1000,1337,4.551638438250655,1.2261309606797681,0.513363065278207
5,0.1,FROZEN_U,1000,99,4.39729554758723,1.0889155854663166,0.6445751799979478
5,0.1,FROZEN_U,1000,314,4.372780630939991,1.090117017429404,0.592817932132539
5,0.1,FROZEN_U,1000,2024,4.535240802065088,1.2041651882501008,0.49971188476706674
5,0.1,FROZEN_U,1000,888,4.267784888899589,1.022856647231125,0.6596964382898101
5,0.1,FROZEN_U,10000,42,4.685667650349178,1.303425957562545,0.4018928845765317
5,0.1,FROZEN_U,10000,123,4.577901105463138,1.221120053614906,0.4664029689084122
5,0.1,FROZEN_U,10000,777,4.7722347637372176,1.4050934760971063,0.32742701256351553
5,0.1,FROZEN_U,10000,17,4.426030915261035,1.15581782116345,0.46828739218116877
5,0.1,FROZEN_U,10000,256,4.353383217539542,1.1156595354560568,0.5600568619731234
5,0.1,FROZEN_U,10000,1337,4.774108940526374,1.4057339365710777,0.3014186714490163
5,0.1,FROZEN_U,10000,99,4.7727560507071605,1.3626008692147826,0.3620719566678359
5,0.1,FROZEN_U,10000,314,4.37300628014768,1.1013970110827238,0.5471251280855028
5,0.1,FROZEN_U,10000,2024,4.484287009650315,1.1894821011304701,0.47923201781067176
5,0.1,FROZEN_U,10000,888,4.3925652708393,1.1222207130342388,0.5426555132320269
5,0.1,FROZEN_U,100000,42,4.725846563576128,1.3260983905755914,0.3167722626971302
5,0.1,FROZEN_U,100000,123,4.6496104758400545,1.295893116441341,0.3244057790725106
5,0.1,FROZEN_U,100000,777,4.729967138082404,1.3419706785247327,0.3602589496193933
5,0.1,FROZEN_U,100000,17,4.776856588757058,1.3718408233236612,0.2832186941335508
5,0.1,FROZEN_U,100000,256,4.63023234531825,1.2434664418019066,0.41692042319192296
5,0.1,FROZEN_U,100000,1337,4.553984737462677,1.2776955042619975,0.35090155144409974
5,0.1,FROZEN_U,100000,99,4.61121619906085,1.2666968399546874,0.3815739066345277
5,0.1,FROZEN_U,100000,314,4.791839352094233,1.3795011597041076,0.28300437469388906
5,0.1,FROZEN_U,100000,2024,4.813817374177381,1.454547359069992,0.20163317614660584
5,0.1,FROZEN_U,100000,888,4.716060702042269,1.343400028066679,0.2962145649409707
5,0.1,FROZEN_U,1000000,42,4.7656580013183145,1.3652291271390713,0.23150354023065686
5,0.1,FROZEN_U,1000000,123,4.976107378396349,1.5569649550071825,0.07908179899935226
5,0.1,FROZEN_U,1000000,777,4.777587739820796,1.3843236134418662,0.2308094305924412
5,0.1,FROZEN_U,1000000,17,4.862698964307244,1.4555012611923295,0.16679108964481873
5,0.1,FROZEN_U,1000000,256,4.912344264564536,1.4697347977606467,0.1813414336512589
5,0.1,FROZEN_U,1000000,1337,4.672913002258203,1.342379426914118,0.2603222215682521
5,0.1,FROZEN_U,1000000,99,5.064809120114325,1.6016801907034135,0.04964600619829459
5,0.1,FROZEN_U,1000000,314,4.912359555390725,1.4811918893607405,0.13820356838472342
5,0.1,FROZEN_U,1000000,2024,4.784308189443239,1.4253994163114827,0.19963767455443815
5,0.1,FROZEN_U,1000000,888,4.919166325097591,1.5109872487248435,0.1387497998040092
