topology,ba_m,seed,target,target_deg,i_event,t_event,sync_pre,sync_event,sync_post,sync_surge,h_pre,h_post,delta_H,lz_pre,lz_post,delta_LZ
BA_m3_fonctionnel,3,3,peripheral,3,0.8,150,0.9692965062139182,0.9297088286188439,0.9694801602397499,-0.03958767759507431,4.444666242980237,3.3082041237884936,-1.136462119191743,1.1360994084514788,1.1812776305419461,0.04517822209046729
BA_m3_fonctionnel,3,3,peripheral,3,0.8,300,0.9728912911489765,0.8693626009620535,0.9556972112912757,-0.10352869018692301,4.536683375815162,3.264575754620659,-1.272107621194503,1.152044663306938,1.2683121466279952,0.11626748332105707
BA_m3_fonctionnel,3,3,peripheral,3,1.5,50,0.9721755985415648,0.9841651991253948,0.9626626140896624,0.011989600583830029,4.450232821181058,3.2522202128071718,-1.1980126083738862,1.1128459117872678,1.199880427873316,0.08703451608604817
BA_m3_fonctionnel,3,3,peripheral,3,1.5,150,0.971500118657788,0.917420133906963,0.9711258200383179,-0.05407998475082498,4.467260648406147,3.347048691067241,-1.1202119573389062,1.1633392188295557,1.232435323203212,0.06909610437365621
BA_m3_fonctionnel,3,3,peripheral,3,1.5,300,0.9779952624050344,0.8868118658199877,0.9611566565375564,-0.0911833965850467,4.266144931206004,3.2142681766925074,-1.0518767545134962,1.108195212454425,1.2244626957754823,0.1162674833210573
BA_m3_fonctionnel,3,3,peripheral,3,3.0,50,0.9656830795533533,0.9788356790761215,0.9685641477422949,0.01315259952276815,4.503025851585183,3.2242152158142865,-1.2788106357708964,1.1454008071171633,1.235092865679121,0.08969205856195761
BA_m3_fonctionnel,3,3,peripheral,3,3.0,150,0.9805942152749345,0.9368689464191091,0.9741536412098809,-0.043725268855825394,4.565761059406518,3.3832811828108746,-1.1824798765956435,1.1148390686441996,1.1759625455901268,0.061123476945927235
BA_m3_fonctionnel,3,3,peripheral,3,3.0,300,0.9645031131105579,0.8570396892226341,0.9712034482821479,-0.10746342388792385,4.395992456224695,3.3469033839952287,-1.0490890722294663,1.1394213365463666,1.2191476108236623,0.07972627427729573
BA_m3_fonctionnel,3,3,hub,33,0.3,50,0.9731376328344326,0.9874645350055883,0.9723040854248117,0.014326902171155731,4.3132950675007296,3.407026023626533,-0.9062690438741967,1.118825382358065,1.211174983395933,0.09234960103786816
BA_m3_fonctionnel,3,3,hub,33,0.3,150,0.972339520310904,0.9211382214014081,0.9646184480998571,-0.051201298909495874,4.462059115419808,3.202553430295347,-1.259505685124461,1.1427432646412539,1.2344284800601442,0.0916852154188903
BA_m3_fonctionnel,3,3,hub,33,0.3,300,0.9758003749836197,0.8685589470588518,0.9767370348769738,-0.10724142792476787,4.414998932153666,3.3630814393180217,-1.0519174928356443,1.1380925653084113,1.1752981599711492,0.03720559466273787
BA_m3_fonctionnel,3,3,hub,33,0.8,50,0.9755392006898926,0.9826022981701157,0.9738612437993529,0.007063097480223046,4.431955861776725,3.248567932919592,-1.1833879288571332,1.128791166642726,1.1713118462572845,0.04252067961455852
BA_m3_fonctionnel,3,3,hub,33,0.8,150,0.972753974154924,0.9062446899528703,0.9686556100730869,-0.06650928420205371,4.436348376900691,3.2577331922325907,-1.1786151846681001,1.123476081690907,1.198551656635361,0.07507557494445383
BA_m3_fonctionnel,3,3,hub,33,0.8,300,0.9750904912015795,0.7428239495411219,0.9677051898464853,-0.23226654166045768,4.409023523311397,3.2739458436264104,-1.1350776796849869,1.1865927154937668,1.1872571011127433,0.0006643856189765263
BA_m3_fonctionnel,3,3,hub,33,1.5,50,0.9654308345742002,0.9349820323314435,0.9604578731473996,-0.0304488022427567,4.390809426283452,3.1197038841000797,-1.2711055421833723,1.1473939639740962,1.1779557024470595,0.030561738472963285
BA_m3_fonctionnel,3,3,hub,33,1.5,150,0.9638449325107675,0.9217632853938051,0.9681040872536483,-0.042081647116962384,4.409410327013379,3.1482039015201777,-1.2612064254932016,1.1327774803565913,1.2344284800601448,0.10165099970355351
BA_m3_fonctionnel,3,3,hub,33,1.5,300,0.9717479728396423,0.891597995423589,0.967728909636031,-0.08014997741605334,4.434267332603387,3.1955206220795866,-1.2387467105238001,1.1626748332105776,1.241736721868896,0.07906188865831831
BA_m3_fonctionnel,3,3,hub,33,3.0,50,0.9814132485927195,0.9250230655759769,0.9679954857352704,-0.05639018301674259,4.3379308025659755,3.2258911146813602,-1.1120396878846153,1.078962245219417,1.172640617495239,0.0936783722758221
BA_m3_fonctionnel,3,3,hub,33,3.0,150,0.9792203026340397,0.9372228658442711,0.9656877095761905,-0.04199743678976864,4.400889075810496,3.325044970711167,-1.0758441050993288,1.132113094737614,1.1806132449229694,0.04850015018535547
BA_m3_fonctionnel,3,3,hub,33,3.0,300,0.9617028875909037,0.8967346757742747,0.9630665152868925,-0.06496821181662904,4.489435318405343,3.2604172447070225,-1.2290180736983207,1.1254692385478393,1.221805153299572,0.09633591475173264
