topology,gain_u,R_FULL_mean,R_FULL_std,R_FROZEN_mean,R_FROZEN_std,diff_FROZEN_minus_FULL,diff_ci_lo,diff_ci_hi,cohen_d,n_seeds
BA_m3,1.0,0.6461313631947604,0.0821927904023204,0.825800926255534,0.06679223206786596,0.17966956306077364,0.11425737782473182,0.2468912818528751,2.276015269925124,10
BA_m3,5.0,0.0789595463052088,0.00961786619356901,0.825800926255534,0.06679223206786596,0.7468413799503253,0.7018225987886563,0.7848068176520192,14.848485174789413,10
LATTICE_10x10,1.0,0.2958332699602691,0.05810641472455448,0.3822777392971234,0.09347207151563144,0.08644446933685429,0.022307946052738042,0.15826493302302397,1.0537576249922784,10
LATTICE_10x10,5.0,0.044627418109033395,0.007110457996663455,0.3822777392971234,0.09347207151563144,0.33765032118809,0.2855390742898078,0.39971811649244277,4.832463769254719,10
