kind,seed,rule,param,stop_iter,success,network_node_steps
trap,3,PATIENCE,200,237,0,0
trap,3,PATIENCE,400,1282,0,0
trap,3,PATIENCE,800,1283,0,0
trap,3,PATIENCE,1600,2000,1,0
trap,3,FIXED,200,200,0,0
trap,3,FIXED,400,400,0,0
trap,3,FIXED,600,600,0,0
trap,3,FIXED,800,800,0,0
trap,3,FIXED,1000,1000,0,0
trap,3,FIXED,1200,1200,0,0
trap,3,FIXED,1400,1400,1,0
trap,3,FIXED,1600,1600,1,0
trap,3,FIXED,1800,1800,1,0
trap,3,FIXED,2000,2000,1,0
trap,3,M4R_U,(2; 0.3),2000,1,400000
trap,3,M4R_SIG,(2; 0.3),81,0,16200
trap,3,M4R_U,(2; 0.5),2000,1,400000
trap,3,M4R_SIG,(2; 0.5),63,0,12600
trap,3,M4R_U,(2; 0.7),2000,1,400000
trap,3,M4R_SIG,(2; 0.7),43,0,8600
trap,3,M4R_U,(5; 0.3),2000,1,1000000
trap,3,M4R_SIG,(5; 0.3),28,0,14000
trap,3,M4R_U,(5; 0.5),2000,1,1000000
trap,3,M4R_SIG,(5; 0.5),22,0,11000
trap,3,M4R_U,(5; 0.7),2000,1,1000000
trap,3,M4R_SIG,(5; 0.7),20,0,10000
trap,3,M4R_U,(10; 0.3),2000,1,2000000
trap,3,M4R_SIG,(10; 0.3),20,0,20000
trap,3,M4R_U,(10; 0.5),2000,1,2000000
trap,3,M4R_SIG,(10; 0.5),20,0,20000
trap,3,M4R_U,(10; 0.7),2000,1,2000000
trap,3,M4R_SIG,(10; 0.7),20,0,20000
trap,4,TOL,0.02,9,0,0
trap,4,TOL,0.01,9,0,0
trap,4,TOL,0.005,9,0,0
trap,4,TOL,0.002,9,0,0
trap,4,PATIENCE,50,59,0,0
trap,4,PATIENCE,100,109,0,0
trap,4,PATIENCE,200,209,0,0
trap,4,PATIENCE,400,953,0,0
trap,4,PATIENCE,800,954,0,0
trap,4,PATIENCE,1600,2000,1,0
trap,4,FIXED,200,200,0,0
trap,4,FIXED,400,400,0,0
trap,4,FIXED,600,600,0,0
trap,4,FIXED,800,800,0,0
trap,4,FIXED,1000,1000,0,0
trap,4,FIXED,1200,1200,1,0
trap,4,FIXED,1400,1400,1,0
trap,4,FIXED,1600,1600,1,0
trap,4,FIXED,1800,1800,1,0
trap,4,FIXED,2000,2000,1,0
trap,4,M4R_U,(2; 0.3),2000,1,400000
trap,4,M4R_SIG,(2; 0.3),84,0,16800
trap,4,M4R_U,(2; 0.5),2000,1,400000
trap,4,M4R_SIG,(2; 0.5),69,0,13800
trap,4,M4R_U,(2; 0.7),2000,1,400000
trap,4,M4R_SIG,(2; 0.7),51,0,10200
trap,4,M4R_U,(5; 0.3),2000,1,1000000
trap,4,M4R_SIG,(5; 0.3),28,0,14000
trap,4,M4R_U,(5; 0.5),2000,1,1000000
trap,4,M4R_SIG,(5; 0.5),22,0,11000
trap,4,M4R_U,(5; 0.7),2000,1,1000000
trap,4,M4R_SIG,(5; 0.7),20,0,10000
trap,4,M4R_U,(10; 0.3),2000,1,2000000
trap,4,M4R_SIG,(10; 0.3),20,0,20000
trap,4,M4R_U,(10; 0.5),2000,1,2000000
trap,4,M4R_SIG,(10; 0.5),20,0,20000
trap,4,M4R_U,(10; 0.7),1858,1,1858000
trap,4,M4R_SIG,(10; 0.7),20,0,20000
trap,5,TOL,0.02,11,0,0
trap,5,TOL,0.01,11,0,0
trap,5,TOL,0.005,11,0,0
trap,5,TOL,0.002,11,0,0
trap,5,PATIENCE,50,61,0,0
trap,5,PATIENCE,100,111,0,0
trap,5,PATIENCE,200,211,0,0
trap,5,PATIENCE,400,1345,0,0
trap,5,PATIENCE,800,1346,0,0
trap,5,PATIENCE,1600,2000,1,0
trap,5,FIXED,200,200,0,0
trap,5,FIXED,400,400,0,0
trap,5,FIXED,600,600,0,0
trap,5,FIXED,800,800,0,0
trap,5,FIXED,1000,1000,0,0
trap,5,FIXED,1200,1200,0,0
trap,5,FIXED,1400,1400,0,0
trap,5,FIXED,1600,1600,1,0
trap,5,FIXED,1800,1800,1,0
trap,5,FIXED,2000,2000,1,0
trap,5,M4R_U,(2; 0.3),2000,1,400000
trap,5,M4R_SIG,(2; 0.3),85,0,17000
trap,5,M4R_U,(2; 0.5),2000,1,400000
trap,5,M4R_SIG,(2; 0.5),70,0,14000
trap,5,M4R_U,(2; 0.7),2000,1,400000
trap,5,M4R_SIG,(2; 0.7),47,0,9400
trap,5,M4R_U,(5; 0.3),2000,1,1000000
trap,5,M4R_SIG,(5; 0.3),29,0,14500
trap,5,M4R_U,(5; 0.5),2000,1,1000000
trap,5,M4R_SIG,(5; 0.5),22,0,11000
trap,5,M4R_U,(5; 0.7),2000,1,1000000
trap,5,M4R_SIG,(5; 0.7),20,0,10000
trap,5,M4R_U,(10; 0.3),2000,1,2000000
trap,5,M4R_SIG,(10; 0.3),20,0,20000
trap,5,M4R_U,(10; 0.5),2000,1,2000000
trap,5,M4R_SIG,(10; 0.5),20,0,20000
trap,5,M4R_U,(10; 0.7),2000,1,2000000
trap,5,M4R_SIG,(10; 0.7),20,0,20000
trap,6,TOL,0.02,10,0,0
trap,6,TOL,0.01,10,0,0
trap,6,TOL,0.005,11,0,0
trap,6,TOL,0.002,18,0,0
trap,6,PATIENCE,50,77,0,0
trap,6,PATIENCE,100,127,0,0
trap,6,PATIENCE,200,949,0,0
trap,6,PATIENCE,400,951,0,0
trap,6,PATIENCE,800,952,0,0
trap,6,PATIENCE,1600,2000,1,0
trap,6,FIXED,200,200,0,0
trap,6,FIXED,400,400,0,0
trap,6,FIXED,600,600,0,0
trap,6,FIXED,800,800,0,0
trap,6,FIXED,1000,1000,0,0
trap,6,FIXED,1200,1200,1,0
trap,6,FIXED,1400,1400,1,0
trap,6,FIXED,1600,1600,1,0
trap,6,FIXED,1800,1800,1,0
trap,6,FIXED,2000,2000,1,0
trap,6,M4R_U,(2; 0.3),2000,1,400000
trap,6,M4R_SIG,(2; 0.3),84,0,16800
trap,6,M4R_U,(2; 0.5),2000,1,400000
trap,6,M4R_SIG,(2; 0.5),66,0,13200
trap,6,M4R_U,(2; 0.7),2000,1,400000
trap,6,M4R_SIG,(2; 0.7),46,0,9200
trap,6,M4R_U,(5; 0.3),2000,1,1000000
trap,6,M4R_SIG,(5; 0.3),29,0,14500
trap,6,M4R_U,(5; 0.5),2000,1,1000000
trap,6,M4R_SIG,(5; 0.5),23,0,11500
trap,6,M4R_U,(5; 0.7),2000,1,1000000
trap,6,M4R_SIG,(5; 0.7),20,0,10000
trap,6,M4R_U,(10; 0.3),2000,1,2000000
trap,6,M4R_SIG,(10; 0.3),20,0,20000
trap,6,M4R_U,(10; 0.5),2000,1,2000000
trap,6,M4R_SIG,(10; 0.5),20,0,20000
trap,6,M4R_U,(10; 0.7),2000,1,2000000
trap,6,M4R_SIG,(10; 0.7),20,0,20000
trap,7,TOL,0.02,10,0,0
trap,7,TOL,0.01,10,0,0
trap,7,TOL,0.005,11,0,0
trap,7,TOL,0.002,17,0,0
trap,7,PATIENCE,50,83,0,0
trap,7,PATIENCE,100,133,0,0
trap,7,PATIENCE,200,234,0,0
trap,7,PATIENCE,400,1086,0,0
trap,7,PATIENCE,800,1088,0,0
trap,7,PATIENCE,1600,2000,1,0
trap,7,FIXED,200,200,0,0
trap,7,FIXED,400,400,0,0
trap,7,FIXED,600,600,0,0
trap,7,FIXED,800,800,0,0
trap,7,FIXED,1000,1000,0,0
trap,7,FIXED,1200,1200,1,0
trap,7,FIXED,1400,1400,1,0
trap,7,FIXED,1600,1600,1,0
trap,7,FIXED,1800,1800,1,0
trap,7,FIXED,2000,2000,1,0
trap,7,M4R_U,(2; 0.3),2000,1,400000
trap,7,M4R_SIG,(2; 0.3),76,0,15200
trap,7,M4R_U,(2; 0.5),2000,1,400000
trap,7,M4R_SIG,(2; 0.5),61,0,12200
trap,7,M4R_U,(2; 0.7),2000,1,400000
trap,7,M4R_SIG,(2; 0.7),43,0,8600
trap,7,M4R_U,(5; 0.3),2000,1,1000000
trap,7,M4R_SIG,(5; 0.3),27,0,13500
trap,7,M4R_U,(5; 0.5),2000,1,1000000
trap,7,M4R_SIG,(5; 0.5),22,0,11000
trap,7,M4R_U,(5; 0.7),2000,1,1000000
trap,7,M4R_SIG,(5; 0.7),20,0,10000
trap,7,M4R_U,(10; 0.3),2000,1,2000000
trap,7,M4R_SIG,(10; 0.3),20,0,20000
trap,7,M4R_U,(10; 0.5),2000,1,2000000
trap,7,M4R_SIG,(10; 0.5),20,0,20000
trap,7,M4R_U,(10; 0.7),2000,1,2000000
trap,7,M4R_SIG,(10; 0.7),20,0,20000
trap,8,TOL,0.02,12,0,0
trap,8,TOL,0.01,14,0,0
trap,8,TOL,0.005,16,0,0
trap,8,TOL,0.002,22,0,0
trap,8,PATIENCE,50,92,0,0
trap,8,PATIENCE,100,142,0,0
trap,8,PATIENCE,200,243,0,0
trap,8,PATIENCE,400,1250,0,0
trap,8,PATIENCE,800,1252,0,0
trap,8,PATIENCE,1600,2000,1,0
trap,8,FIXED,200,200,0,0
trap,8,FIXED,400,400,0,0
trap,8,FIXED,600,600,0,0
trap,8,FIXED,800,800,0,0
trap,8,FIXED,1000,1000,0,0
trap,8,FIXED,1200,1200,0,0
trap,8,FIXED,1400,1400,1,0
trap,8,FIXED,1600,1600,1,0
trap,8,FIXED,1800,1800,1,0
trap,8,FIXED,2000,2000,1,0
trap,8,M4R_U,(2; 0.3),2000,1,400000
trap,8,M4R_SIG,(2; 0.3),78,0,15600
trap,8,M4R_U,(2; 0.5),2000,1,400000
trap,8,M4R_SIG,(2; 0.5),62,0,12400
trap,8,M4R_U,(2; 0.7),2000,1,400000
trap,8,M4R_SIG,(2; 0.7),42,0,8400
trap,8,M4R_U,(5; 0.3),2000,1,1000000
trap,8,M4R_SIG,(5; 0.3),27,0,13500
trap,8,M4R_U,(5; 0.5),2000,1,1000000
trap,8,M4R_SIG,(5; 0.5),21,0,10500
trap,8,M4R_U,(5; 0.7),2000,1,1000000
trap,8,M4R_SIG,(5; 0.7),20,0,10000
trap,8,M4R_U,(10; 0.3),2000,1,2000000
trap,8,M4R_SIG,(10; 0.3),20,0,20000
trap,8,M4R_U,(10; 0.5),2000,1,2000000
trap,8,M4R_SIG,(10; 0.5),20,0,20000
trap,8,M4R_U,(10; 0.7),2000,1,2000000
trap,8,M4R_SIG,(10; 0.7),20,0,20000
trap,9,TOL,0.02,10,0,0
trap,9,TOL,0.01,12,0,0
trap,9,TOL,0.005,14,0,0
trap,9,TOL,0.002,20,0,0
trap,9,PATIENCE,50,85,0,0
trap,9,PATIENCE,100,135,0,0
trap,9,PATIENCE,200,236,0,0
trap,9,PATIENCE,400,941,0,0
trap,9,PATIENCE,800,943,0,0
trap,9,PATIENCE,1600,2000,1,0
trap,9,FIXED,200,200,0,0
trap,9,FIXED,400,400,0,0
trap,9,FIXED,600,600,0,0
trap,9,FIXED,800,800,0,0
trap,9,FIXED,1000,1000,0,0
trap,9,FIXED,1200,1200,1,0
trap,9,FIXED,1400,1400,1,0
trap,9,FIXED,1600,1600,1,0
trap,9,FIXED,1800,1800,1,0
trap,9,FIXED,2000,2000,1,0
trap,9,M4R_U,(2; 0.3),2000,1,400000
trap,9,M4R_SIG,(2; 0.3),80,0,16000
trap,9,M4R_U,(2; 0.5),2000,1,400000
trap,9,M4R_SIG,(2; 0.5),65,0,13000
trap,9,M4R_U,(2; 0.7),2000,1,400000
trap,9,M4R_SIG,(2; 0.7),48,0,9600
trap,9,M4R_U,(5; 0.3),2000,1,1000000
trap,9,M4R_SIG,(5; 0.3),29,0,14500
trap,9,M4R_U,(5; 0.5),2000,1,1000000
trap,9,M4R_SIG,(5; 0.5),22,0,11000
trap,9,M4R_U,(5; 0.7),2000,1,1000000
trap,9,M4R_SIG,(5; 0.7),20,0,10000
trap,9,M4R_U,(10; 0.3),2000,1,2000000
trap,9,M4R_SIG,(10; 0.3),20,0,20000
trap,9,M4R_U,(10; 0.5),2000,1,2000000
trap,9,M4R_SIG,(10; 0.5),20,0,20000
trap,9,M4R_U,(10; 0.7),1939,1,1939000
trap,9,M4R_SIG,(10; 0.7),20,0,20000
trap,10,TOL,0.02,9,0,0
trap,10,TOL,0.01,9,0,0
trap,10,TOL,0.005,9,0,0
trap,10,TOL,0.002,9,0,0
trap,10,PATIENCE,50,59,0,0
trap,10,PATIENCE,100,109,0,0
trap,10,PATIENCE,200,209,0,0
trap,10,PATIENCE,400,701,0,0
trap,10,PATIENCE,800,809,1,0
trap,10,PATIENCE,1600,2000,1,0
trap,10,FIXED,200,200,0,0
trap,10,FIXED,400,400,0,0
trap,10,FIXED,600,600,0,0
trap,10,FIXED,800,800,1,0
trap,10,FIXED,1000,1000,1,0
trap,10,FIXED,1200,1200,1,0
trap,10,FIXED,1400,1400,1,0
trap,10,FIXED,1600,1600,1,0
trap,10,FIXED,1800,1800,1,0
trap,10,FIXED,2000,2000,1,0
trap,10,M4R_U,(2; 0.3),2000,1,400000
trap,10,M4R_SIG,(2; 0.3),81,0,16200
trap,10,M4R_U,(2; 0.5),2000,1,400000
trap,10,M4R_SIG,(2; 0.5),65,0,13000
trap,10,M4R_U,(2; 0.7),2000,1,400000
trap,10,M4R_SIG,(2; 0.7),45,0,9000
trap,10,M4R_U,(5; 0.3),2000,1,1000000
trap,10,M4R_SIG,(5; 0.3),28,0,14000
trap,10,M4R_U,(5; 0.5),2000,1,1000000
trap,10,M4R_SIG,(5; 0.5),22,0,11000
trap,10,M4R_U,(5; 0.7),2000,1,1000000
trap,10,M4R_SIG,(5; 0.7),20,0,10000
trap,10,M4R_U,(10; 0.3),2000,1,2000000
trap,10,M4R_SIG,(10; 0.3),20,0,20000
trap,10,M4R_U,(10; 0.5),2000,1,2000000
trap,10,M4R_SIG,(10; 0.5),20,0,20000
trap,10,M4R_U,(10; 0.7),1701,1,1701000
trap,10,M4R_SIG,(10; 0.7),20,0,20000
trap,11,TOL,0.02,14,0,0
trap,11,TOL,0.01,14,0,0
trap,11,TOL,0.005,15,0,0
trap,11,TOL,0.002,22,0,0
trap,11,PATIENCE,50,87,0,0
trap,11,PATIENCE,100,137,0,0
trap,11,PATIENCE,200,1114,0,0
trap,11,PATIENCE,400,1117,0,0
trap,11,PATIENCE,800,1118,0,0
trap,11,PATIENCE,1600,2000,1,0
trap,11,FIXED,200,200,0,0
trap,11,FIXED,400,400,0,0
trap,11,FIXED,600,600,0,0
trap,11,FIXED,800,800,0,0
trap,11,FIXED,1000,1000,0,0
trap,11,FIXED,1200,1200,0,0
trap,11,FIXED,1400,1400,1,0
trap,11,FIXED,1600,1600,1,0
trap,11,FIXED,1800,1800,1,0
trap,11,FIXED,2000,2000,1,0
trap,11,M4R_U,(2; 0.3),2000,1,400000
trap,11,M4R_SIG,(2; 0.3),80,0,16000
trap,11,M4R_U,(2; 0.5),2000,1,400000
trap,11,M4R_SIG,(2; 0.5),64,0,12800
trap,11,M4R_U,(2; 0.7),2000,1,400000
trap,11,M4R_SIG,(2; 0.7),43,0,8600
trap,11,M4R_U,(5; 0.3),2000,1,1000000
trap,11,M4R_SIG,(5; 0.3),29,0,14500
trap,11,M4R_U,(5; 0.5),2000,1,1000000
trap,11,M4R_SIG,(5; 0.5),24,0,12000
trap,11,M4R_U,(5; 0.7),2000,1,1000000
trap,11,M4R_SIG,(5; 0.7),20,0,10000
trap,11,M4R_U,(10; 0.3),2000,1,2000000
trap,11,M4R_SIG,(10; 0.3),20,0,20000
trap,11,M4R_U,(10; 0.5),2000,1,2000000
trap,11,M4R_SIG,(10; 0.5),20,0,20000
trap,11,M4R_U,(10; 0.7),2000,1,2000000
trap,11,M4R_SIG,(10; 0.7),20,0,20000
