condition,topology,sigma_omega,gain_u,bras,seed,R_mean,u_mean,u_filter_mean
replication,BA_m3,0.3,5.0,FIXE_INIT,3087,0.3267705201778134,0.05,0.8982807898807135
replication,BA_m3,0.3,5.0,FIXE_INIT,3088,0.314329464072925,0.05,0.8982807898807135
replication,BA_m3,0.3,5.0,FIXE_INIT,3089,0.2360376538703351,0.05,0.8982807898807135
replication,BA_m3,0.3,5.0,FIXE_INIT,3090,0.237092708644335,0.05,0.8982807898807135
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3081,0.30564908843652244,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3082,0.15873985733077933,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3083,0.20764786573123215,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3084,0.33063044092165256,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3085,0.15588553984256504,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3086,0.23000933454797748,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3087,0.3044684102784296,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3088,0.28182529618943697,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3089,0.23730869289935608,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_NIVEAU_U,3090,0.21585806837409552,0.12547473760701774,0.8363783327247789
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3081,0.30159269249439086,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3082,0.1580281450416004,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3083,0.20615609665027193,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3084,0.3263065491837787,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3085,0.15458038451811945,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3086,0.22722396042656248,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3087,0.3030512295882432,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3088,0.2796372405048196,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3089,0.2371132856307791,0.05,0.8323656552710653
replication,BA_m3,0.3,5.0,FIXE_COUPLAGE,3090,0.21433913155034368,0.05,0.8323656552710653
replication,BA_m3,0.075,5.0,FULL,3081,0.8870694850118079,0.13235498264524287,0.8064941041735801
replication,BA_m3,0.075,5.0,FULL,3082,0.8564666811859728,0.1298281371634009,0.8144843385551168
replication,BA_m3,0.075,5.0,FULL,3083,0.8578899189216147,0.1334276772467469,0.8119905795212469
replication,BA_m3,0.075,5.0,FULL,3084,0.928802433238141,0.11497745716428684,0.8346248813927831
replication,BA_m3,0.075,5.0,FULL,3085,0.8726507236390026,0.13501781514579392,0.8075113602298896
replication,BA_m3,0.075,5.0,FULL,3086,0.8801024317163433,0.12002867737415229,0.8312158331763568
replication,BA_m3,0.075,5.0,FULL,3087,0.7673808587370882,0.11438390845082466,0.8419527519040048
replication,BA_m3,0.075,5.0,FULL,3088,0.7201047170113154,0.12381352894475486,0.8308516540487785
replication,BA_m3,0.075,5.0,FULL,3089,0.9078137196806716,0.12313697630233025,0.827420653406081
replication,BA_m3,0.075,5.0,FULL,3090,0.8384590573506217,0.12738191059376358,0.8217053168397889
replication,BA_m3,0.075,5.0,FIXE_INIT,3081,0.9326158549110078,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3082,0.89987343313735,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3083,0.9010169226031419,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3084,0.9498280653154018,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3085,0.9197411459228356,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3086,0.911463136043895,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3087,0.7897369297188637,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3088,0.7482271527323199,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3089,0.931330313693938,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_INIT,3090,0.8876054376176926,0.05,0.8982807898807135
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3081,0.921086242868441,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3082,0.8808396453580606,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3083,0.8800442653096135,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3084,0.9411317005349615,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3085,0.9059539661887142,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3086,0.8938010085687023,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3087,0.7526838142048732,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3088,0.7285951482321593,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3089,0.9176407435255632,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_NIVEAU_U,3090,0.8621401710537905,0.12543510710312966,0.8364178083895836
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3081,0.9181308599652853,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3082,0.8759578561511129,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3083,0.8744867100847769,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3084,0.9389127890956267,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3085,0.9023935156235087,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3086,0.8892515349623129,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3087,0.7439304325884707,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3088,0.7236234741802821,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3089,0.9140763536390921,0.05,0.8228251473247625
replication,BA_m3,0.075,5.0,FIXE_COUPLAGE,3090,0.8552462579931659,0.05,0.8228251473247625
