protocol,arm,u_frozen,u_filter,group,seed,synchrony,lz_full,u_drift
FORCE,U_0.85,0.850000,-0.790340,canon,6,-0.0058282783,1.2480375014,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,canon,7,0.0030024926,1.1621834931,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,canon,8,-0.0005467491,1.1314625699,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,canon,9,-0.0082053893,1.0878498309,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3031,0.0054800761,1.0631633748,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3032,0.0008273417,1.1103419353,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3033,0.0042396271,1.1262509848,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3034,-0.0004096324,0.9773093665,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3035,-0.0073181386,1.0702950177,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3036,-0.0001773101,1.1605377293,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3037,-0.0005170296,1.2041504684,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3038,0.0144894697,1.0768780726,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3039,-0.0105229631,1.1043074683,0.000e+00
FORCE,U_0.85,0.850000,-0.790340,replication,3040,0.0184233210,1.0017215286,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,0,0.0127954710,1.0563060259,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,1,0.0251046561,1.0074817017,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,2,0.0046772296,0.9699034297,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,3,-0.0009707185,1.1907100645,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,4,-0.0162124070,1.1054046441,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,5,-0.0092582080,1.1865956552,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,6,-0.0016813483,1.2093620535,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,7,0.0074438857,1.1556004381,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,8,-0.0021241438,1.1180221661,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,canon,9,0.0106162757,1.0864783611,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3031,-0.0046907676,1.0472543253,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3032,-0.0053631389,1.1056789380,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3033,-0.0020345520,1.1073247018,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3034,0.0023327780,0.9773093665,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3035,0.0034006796,1.0574032017,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3036,-0.0137994248,1.1336569216,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3037,0.0002971938,1.1709608997,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3038,-0.0115074793,1.0694721358,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3039,0.0026373928,1.0790724243,0.000e+00
FORCE,U_BAR,0.997299,-0.905794,replication,3040,0.0039956634,1.0028187044,0.000e+00
