mode,n_gap,chain_seed,round,signed_final
mixed,60,29,2,0.074934
mixed,60,30,2,-0.080082
mixed,60,31,2,-0.148258
mixed,60,32,2,-0.109541
mixed,60,33,2,0.097781
mixed,60,34,2,-0.089597
mixed,60,35,2,-0.003983
mixed,60,36,2,-0.022376
mixed,60,37,2,-0.035923
mixed,60,38,2,-0.060424
mixed,60,39,2,0.025428
mixed,60,0,3,0.103212
mixed,60,1,3,0.028606
mixed,60,2,3,-0.046426
mixed,60,3,3,0.032411
mixed,60,4,3,0.212825
mixed,60,5,3,-0.035553
mixed,60,6,3,-0.165145
mixed,60,7,3,0.076656
mixed,60,8,3,-0.188569
mixed,60,9,3,0.170480
mixed,60,10,3,-0.040274
mixed,60,11,3,-0.001796
mixed,60,12,3,0.082096
mixed,60,13,3,0.128048
mixed,60,14,3,0.161564
mixed,60,15,3,0.062834
mixed,60,16,3,0.052597
mixed,60,17,3,0.092811
mixed,60,18,3,-0.087428
mixed,60,19,3,-0.015304
mixed,60,20,3,0.123330
mixed,60,21,3,0.104426
mixed,60,22,3,0.051682
mixed,60,23,3,-0.102535
mixed,60,24,3,0.030493
mixed,60,25,3,0.114372
mixed,60,26,3,0.076627
mixed,60,27,3,0.149155
mixed,60,28,3,-0.115571
mixed,60,29,3,0.114733
mixed,60,30,3,-0.053354
mixed,60,31,3,-0.149947
mixed,60,32,3,0.130699
mixed,60,33,3,0.130418
mixed,60,34,3,0.080742
mixed,60,35,3,-0.002211
mixed,60,36,3,-0.015833
mixed,60,37,3,0.000196
mixed,60,38,3,-0.036905
mixed,60,39,3,-0.040007
mixed,60,0,4,-0.069220
mixed,60,1,4,-0.014414
mixed,60,2,4,0.047615
mixed,60,3,4,-0.021922
mixed,60,4,4,0.161328
mixed,60,5,4,0.032188
mixed,60,6,4,0.134838
mixed,60,7,4,-0.047800
mixed,60,8,4,-0.138254
mixed,60,9,4,0.139979
mixed,60,10,4,-0.028189
mixed,60,11,4,0.007024
mixed,60,12,4,0.081404
mixed,60,13,4,0.117960
mixed,60,14,4,-0.119109
mixed,60,15,4,0.050106
mixed,60,16,4,0.046548
mixed,60,17,4,0.086727
mixed,60,18,4,0.077998
mixed,60,19,4,0.007952
mixed,60,20,4,0.104217
mixed,60,21,4,0.082784
mixed,60,22,4,0.050198
mixed,60,23,4,-0.063773
mixed,60,24,4,0.033276
mixed,60,25,4,-0.087353
mixed,60,26,4,0.061501
mixed,60,27,4,0.118269
mixed,60,28,4,0.092785
mixed,60,29,4,0.103176
mixed,60,30,4,0.046387
mixed,60,31,4,-0.104893
mixed,60,32,4,0.120049
mixed,60,33,4,-0.091701
mixed,60,34,4,-0.051449
mixed,60,35,4,0.016242
mixed,60,36,4,-0.007319
mixed,60,37,4,0.011820
mixed,60,38,4,0.029109
mixed,60,39,4,-0.022286
mixed,120,0,1,0.021479
mixed,120,1,1,0.012148
mixed,120,2,1,0.006762
mixed,120,3,1,-0.005660
mixed,120,4,1,0.025559
mixed,120,5,1,0.014660
mixed,120,6,1,0.027444
mixed,120,7,1,-0.022901
mixed,120,8,1,0.038099
mixed,120,9,1,0.029436
mixed,120,10,1,0.027738
mixed,120,11,1,0.004775
mixed,120,12,1,0.021675
mixed,120,13,1,0.016553
mixed,120,14,1,0.020541
mixed,120,15,1,0.006690
mixed,120,16,1,0.004158
mixed,120,17,1,0.020327
mixed,120,18,1,-0.012793
mixed,120,19,1,0.032774
mixed,120,20,1,0.023665
mixed,120,21,1,0.030205
mixed,120,22,1,0.002546
mixed,120,23,1,0.019347
mixed,120,24,1,-0.019279
mixed,120,25,1,0.046595
mixed,120,26,1,0.022905
mixed,120,27,1,0.046864
mixed,120,28,1,0.019615
mixed,120,29,1,0.020910
mixed,120,30,1,0.018073
mixed,120,31,1,0.030067
mixed,120,32,1,0.026446
mixed,120,33,1,0.016629
mixed,120,34,1,0.021393
mixed,120,35,1,-0.003032
mixed,120,36,1,-0.010417
mixed,120,37,1,-0.017832
mixed,120,38,1,0.021547
mixed,120,39,1,-0.010341
mixed,120,0,2,-0.114433
mixed,120,1,2,-0.031022
mixed,120,2,2,-0.071316
mixed,120,3,2,-0.029590
mixed,120,4,2,0.169550
mixed,120,5,2,-0.069692
mixed,120,6,2,0.161298
mixed,120,7,2,0.063038
mixed,120,8,2,0.182546
mixed,120,9,2,0.172157
mixed,120,10,2,-0.083141
mixed,120,11,2,-0.015714
mixed,120,12,2,-0.092011
mixed,120,13,2,0.105751
mixed,120,14,2,0.145910
mixed,120,15,2,0.049754
mixed,120,16,2,-0.059585
mixed,120,17,2,-0.115927
mixed,120,18,2,0.074115
mixed,120,19,2,-0.043159
mixed,120,20,2,0.109502
mixed,120,21,2,0.086572
mixed,120,22,2,-0.071689
mixed,120,23,2,0.112897
mixed,120,24,2,0.013079
mixed,120,25,2,-0.120791
mixed,120,26,2,0.058225
mixed,120,27,2,-0.167050
mixed,120,28,2,0.102475
mixed,120,29,2,0.090423
mixed,120,30,2,-0.096174
mixed,120,31,2,-0.174433
mixed,120,32,2,-0.130593
mixed,120,33,2,0.119884
mixed,120,34,2,-0.100375
mixed,120,35,2,-0.020871
mixed,120,36,2,-0.040487
mixed,120,37,2,-0.026205
mixed,120,38,2,-0.065809
mixed,120,39,2,0.028529
mixed,120,0,3,0.064741
mixed,120,1,3,0.021423
mixed,120,2,3,-0.055133
mixed,120,3,3,0.026962
mixed,120,4,3,0.113560
mixed,120,5,3,-0.025676
mixed,120,6,3,-0.120610
mixed,120,7,3,0.037789
mixed,120,8,3,-0.119915
mixed,120,9,3,0.122973
mixed,120,10,3,-0.044668
mixed,120,11,3,0.011240
mixed,120,12,3,0.068724
mixed,120,13,3,0.092127
mixed,120,14,3,0.100596
mixed,120,15,3,0.033549
mixed,120,16,3,0.038112
mixed,120,17,3,0.086099
mixed,120,18,3,-0.067950
mixed,120,19,3,-0.011504
mixed,120,20,3,0.081827
mixed,120,21,3,0.059027
mixed,120,22,3,0.056391
mixed,120,23,3,-0.067152
mixed,120,24,3,0.019840
mixed,120,25,3,0.083983
mixed,120,26,3,0.035274
mixed,120,27,3,0.098075
mixed,120,28,3,-0.068237
mixed,120,29,3,0.081354
mixed,120,30,3,-0.047841
mixed,120,31,3,-0.109475
mixed,120,32,3,0.099180
mixed,120,33,3,0.083732
mixed,120,34,3,0.060652
mixed,120,35,3,0.006803
mixed,120,36,3,-0.029799
mixed,120,37,3,0.022608
mixed,120,38,3,-0.026306
mixed,120,39,3,-0.024549
mixed,120,0,4,-0.012858
mixed,120,1,4,-0.013095
mixed,120,2,4,0.061879
mixed,120,3,4,-0.001227
mixed,120,4,4,0.067132
mixed,120,5,4,0.006951
mixed,120,6,4,0.085239
mixed,120,7,4,-0.004310
mixed,120,8,4,-0.062453
mixed,120,9,4,0.077005
mixed,120,10,4,-0.026751
mixed,120,11,4,0.027584
mixed,120,12,4,0.057492
mixed,120,13,4,0.079226
mixed,120,14,4,-0.045865
mixed,120,15,4,0.025945
mixed,120,16,4,0.037652
mixed,120,17,4,0.091187
mixed,120,18,4,0.054751
mixed,120,19,4,0.008353
mixed,120,20,4,0.052467
mixed,120,21,4,0.053349
mixed,120,22,4,0.059091
mixed,120,23,4,0.017340
mixed,120,24,4,0.020803
mixed,120,25,4,-0.054294
mixed,120,26,4,0.024242
mixed,120,27,4,0.050090
mixed,120,28,4,0.043030
mixed,120,29,4,0.070071
mixed,120,30,4,0.031606
mixed,120,31,4,-0.050744
mixed,120,32,4,0.075823
mixed,120,33,4,-0.023861
mixed,120,34,4,-0.015879
mixed,120,35,4,0.024714
mixed,120,36,4,-0.020105
mixed,120,37,4,0.031110
mixed,120,38,4,0.001425
mixed,120,39,4,-0.000973
mixed,250,0,1,0.021479
mixed,250,1,1,0.012148
mixed,250,2,1,0.006762
mixed,250,3,1,-0.005660
mixed,250,4,1,0.025559
mixed,250,5,1,0.014660
mixed,250,6,1,0.027444
mixed,250,7,1,-0.022901
mixed,250,8,1,0.038099
mixed,250,9,1,0.029436
mixed,250,10,1,0.027738
mixed,250,11,1,0.004775
mixed,250,12,1,0.021675
mixed,250,13,1,0.016553
mixed,250,14,1,0.020541
mixed,250,15,1,0.006690
mixed,250,16,1,0.004158
mixed,250,17,1,0.020327
mixed,250,18,1,-0.012793
mixed,250,19,1,0.032774
mixed,250,20,1,0.023665
mixed,250,21,1,0.030205
mixed,250,22,1,0.002546
mixed,250,23,1,0.019347
mixed,250,24,1,-0.019279
mixed,250,25,1,0.046595
mixed,250,26,1,0.022905
mixed,250,27,1,0.046864
mixed,250,28,1,0.019615
mixed,250,29,1,0.020910
mixed,250,30,1,0.018073
mixed,250,31,1,0.030067
mixed,250,32,1,0.026446
mixed,250,33,1,0.016629
mixed,250,34,1,0.021393
mixed,250,35,1,-0.003032
mixed,250,36,1,-0.010417
mixed,250,37,1,-0.017832
mixed,250,38,1,0.021547
mixed,250,39,1,-0.010341
mixed,250,0,2,-0.066100
mixed,250,1,2,-0.017756
mixed,250,2,2,-0.057546
mixed,250,3,2,-0.020897
mixed,250,4,2,0.108002
mixed,250,5,2,-0.036648
mixed,250,6,2,0.127390
mixed,250,7,2,0.037729
mixed,250,8,2,0.132415
mixed,250,9,2,0.125772
mixed,250,10,2,-0.053767
mixed,250,11,2,-0.004987
mixed,250,12,2,-0.066912
mixed,250,13,2,0.089520
mixed,250,14,2,0.095270
mixed,250,15,2,0.031013
mixed,250,16,2,-0.032265
mixed,250,17,2,-0.081880
mixed,250,18,2,0.068213
mixed,250,19,2,-0.024770
mixed,250,20,2,0.079714
mixed,250,21,2,0.056191
mixed,250,22,2,-0.049759
mixed,250,23,2,0.082604
mixed,250,24,2,0.012938
mixed,250,25,2,-0.082417
mixed,250,26,2,0.029783
mixed,250,27,2,-0.098891
mixed,250,28,2,0.071055
mixed,250,29,2,0.072339
mixed,250,30,2,-0.058662
mixed,250,31,2,-0.121361
mixed,250,32,2,-0.102478
mixed,250,33,2,0.086002
mixed,250,34,2,-0.056601
mixed,250,35,2,-0.001977
mixed,250,36,2,-0.038877
mixed,250,37,2,-0.010581
mixed,250,38,2,-0.037891
mixed,250,39,2,0.030478
mixed,250,0,3,0.000674
mixed,250,1,3,0.024175
mixed,250,2,3,-0.035187
mixed,250,3,3,0.011426
mixed,250,4,3,0.029804
mixed,250,5,3,0.021801
mixed,250,6,3,-0.052362
mixed,250,7,3,0.004001
mixed,250,8,3,-0.043933
mixed,250,9,3,0.031310
mixed,250,10,3,-0.032423
mixed,250,11,3,0.017609
mixed,250,12,3,0.039113
mixed,250,13,3,0.101259
mixed,250,14,3,0.016501
mixed,250,15,3,0.009558
mixed,250,16,3,0.015364
mixed,250,17,3,0.061037
mixed,250,18,3,-0.025386
mixed,250,19,3,-0.015447
mixed,250,20,3,-0.000657
mixed,250,21,3,0.030709
mixed,250,22,3,0.036688
mixed,250,23,3,0.001634
mixed,250,24,3,-0.004660
mixed,250,25,3,0.055314
mixed,250,26,3,0.011027
mixed,250,27,3,0.013644
mixed,250,28,3,-0.012994
mixed,250,29,3,0.041264
mixed,250,30,3,-0.000986
mixed,250,31,3,-0.035413
mixed,250,32,3,0.058832
mixed,250,33,3,0.005914
mixed,250,34,3,0.007010
mixed,250,35,3,-0.024364
mixed,250,36,3,-0.058630
mixed,250,37,3,-0.001717
mixed,250,38,3,0.006294
mixed,250,39,3,0.000938
mixed,250,0,4,0.049969
mixed,250,1,4,0.075193
mixed,250,2,4,-0.669584
mixed,250,3,4,0.020601
mixed,250,4,4,0.450075
mixed,250,5,4,0.001125
mixed,250,6,4,0.099984
mixed,250,7,4,-0.627779
mixed,250,8,4,-0.069373
mixed,250,9,4,0.008548
mixed,250,10,4,-0.046837
mixed,250,11,4,-0.005423
mixed,250,12,4,-0.013838
mixed,250,13,4,0.540856
mixed,250,14,4,-0.622116
mixed,250,15,4,0.013266
mixed,250,16,4,-0.018299
mixed,250,17,4,0.700417
mixed,250,18,4,0.088603
mixed,250,19,4,-0.635869
mixed,250,20,4,0.005833
mixed,250,21,4,0.656587
mixed,250,22,4,0.659643
mixed,250,23,4,0.837361
mixed,250,24,4,-0.008934
mixed,250,25,4,0.005548
mixed,250,26,4,0.564484
mixed,250,27,4,-0.021121
mixed,250,28,4,0.101119
mixed,250,29,4,0.498074
mixed,250,30,4,0.025223
mixed,250,31,4,0.637693
mixed,250,32,4,0.005485
mixed,250,33,4,0.026006
mixed,250,34,4,0.031771
mixed,250,35,4,0.089234
mixed,250,36,4,-0.092389
mixed,250,37,4,-0.069027
mixed,250,38,4,-0.631078
mixed,250,39,4,-0.043629
