mode,n_gap,chain_seed,round,signed_final
same,fresh,0,1,0.001747
same,fresh,1,1,0.012148
same,fresh,2,1,0.006762
same,fresh,3,1,-0.005660
same,fresh,4,1,0.025559
same,fresh,5,1,0.014660
same,fresh,6,1,0.027444
same,fresh,7,1,-0.022901
same,fresh,8,1,0.038099
same,fresh,9,1,-0.002735
same,fresh,10,1,0.027738
same,fresh,11,1,0.021816
same,fresh,12,1,0.021675
same,fresh,13,1,0.008857
same,fresh,14,1,0.007654
same,fresh,15,1,0.019542
same,fresh,16,1,0.004158
same,fresh,17,1,0.020327
same,fresh,18,1,0.039389
same,fresh,19,1,-0.010203
same,fresh,20,1,-0.000065
same,fresh,21,1,-0.003940
same,fresh,22,1,0.002546
same,fresh,23,1,0.019347
same,fresh,24,1,0.047303
same,fresh,25,1,0.046595
same,fresh,26,1,0.022905
same,fresh,27,1,0.046864
same,fresh,28,1,0.019615
same,fresh,29,1,0.020910
same,fresh,30,1,0.008573
same,fresh,31,1,-0.003172
same,fresh,32,1,0.026446
same,fresh,33,1,0.016629
same,fresh,34,1,0.004082
same,fresh,35,1,0.035108
same,fresh,36,1,0.036827
same,fresh,37,1,0.046586
same,fresh,38,1,0.021547
same,fresh,39,1,-0.010341
same,fresh,0,2,-0.000611
same,fresh,1,2,0.048577
same,fresh,2,2,-0.004148
same,fresh,3,2,-0.006508
same,fresh,4,2,0.011890
same,fresh,5,2,0.019115
same,fresh,6,2,-0.014025
same,fresh,7,2,0.016107
same,fresh,8,2,0.010238
same,fresh,9,2,0.005331
same,fresh,10,2,0.002489
same,fresh,11,2,0.036352
same,fresh,12,2,0.014477
same,fresh,13,2,0.002127
same,fresh,14,2,0.048205
same,fresh,15,2,-0.008567
same,fresh,16,2,0.020844
same,fresh,17,2,0.005563
same,fresh,18,2,0.013197
same,fresh,19,2,0.025174
same,fresh,20,2,-0.002262
same,fresh,21,2,0.038830
same,fresh,22,2,0.042464
same,fresh,23,2,0.037174
same,fresh,24,2,0.032735
same,fresh,25,2,0.012455
same,fresh,26,2,0.026676
same,fresh,27,2,0.011458
same,fresh,28,2,0.030774
same,fresh,29,2,0.011370
same,fresh,30,2,0.014475
same,fresh,31,2,-0.003374
same,fresh,32,2,0.025909
same,fresh,33,2,-0.004445
same,fresh,34,2,0.011498
same,fresh,35,2,0.019664
same,fresh,36,2,-0.011707
same,fresh,37,2,-0.005446
same,fresh,38,2,-0.011834
same,fresh,39,2,0.010646
same,fresh,0,3,-0.021391
same,fresh,1,3,0.059140
same,fresh,2,3,0.045247
same,fresh,3,3,-0.004288
same,fresh,4,3,0.009995
same,fresh,5,3,-0.011472
same,fresh,6,3,0.034925
same,fresh,7,3,0.031898
same,fresh,8,3,0.022475
same,fresh,9,3,0.040463
same,fresh,10,3,0.058969
same,fresh,11,3,0.047958
same,fresh,12,3,-0.034481
same,fresh,13,3,-0.010487
same,fresh,14,3,0.022106
same,fresh,15,3,0.001843
same,fresh,16,3,-0.010658
same,fresh,17,3,0.025657
same,fresh,18,3,0.046959
same,fresh,19,3,0.011546
same,fresh,20,3,0.008878
same,fresh,21,3,0.031585
same,fresh,22,3,-0.002098
same,fresh,23,3,-0.030309
same,fresh,24,3,0.013835
same,fresh,25,3,0.010305
same,fresh,26,3,0.009417
same,fresh,27,3,0.012475
same,fresh,28,3,0.042183
same,fresh,29,3,0.014201
same,fresh,30,3,-0.005271
same,fresh,31,3,0.011579
same,fresh,32,3,0.036789
same,fresh,33,3,0.027661
same,fresh,34,3,0.013736
same,fresh,35,3,0.032142
same,fresh,36,3,0.010202
same,fresh,37,3,-0.014113
same,fresh,38,3,-0.002934
same,fresh,39,3,0.014921
same,fresh,0,4,0.007785
same,fresh,1,4,0.001848
same,fresh,2,4,0.040133
same,fresh,3,4,0.002319
same,fresh,4,4,-0.015321
same,fresh,5,4,-0.005747
same,fresh,6,4,0.024403
same,fresh,7,4,0.005798
same,fresh,8,4,0.030052
same,fresh,9,4,-0.003860
same,fresh,10,4,0.015194
same,fresh,11,4,0.034806
same,fresh,12,4,0.025234
same,fresh,13,4,0.030883
same,fresh,14,4,-0.001728
same,fresh,15,4,-0.009752
same,fresh,16,4,0.031913
same,fresh,17,4,0.022153
same,fresh,18,4,-0.013033
same,fresh,19,4,0.062767
same,fresh,20,4,0.010152
same,fresh,21,4,0.029235
same,fresh,22,4,-0.021290
same,fresh,23,4,0.022967
same,fresh,24,4,0.005578
same,fresh,25,4,0.009525
same,fresh,26,4,0.002273
same,fresh,27,4,-0.004857
same,fresh,28,4,0.006282
same,fresh,29,4,0.014778
same,fresh,30,4,0.015324
same,fresh,31,4,0.021194
same,fresh,32,4,0.003568
same,fresh,33,4,0.027023
same,fresh,34,4,-0.004615
same,fresh,35,4,0.009782
same,fresh,36,4,0.020507
same,fresh,37,4,0.015612
same,fresh,38,4,0.016391
same,fresh,39,4,0.019912
same,0,0,1,0.001747
same,0,1,1,0.012148
same,0,2,1,0.006762
same,0,3,1,-0.005660
same,0,4,1,0.025559
same,0,5,1,0.014660
same,0,6,1,0.027444
same,0,7,1,-0.022901
same,0,8,1,0.038099
same,0,9,1,-0.002735
same,0,10,1,0.027738
same,0,11,1,0.021816
same,0,12,1,0.021675
same,0,13,1,0.008857
same,0,14,1,0.007654
same,0,15,1,0.019542
same,0,16,1,0.004158
same,0,17,1,0.020327
same,0,18,1,0.039389
same,0,19,1,-0.010203
same,0,20,1,-0.000065
same,0,21,1,-0.003940
same,0,22,1,0.002546
same,0,23,1,0.019347
same,0,24,1,0.047303
same,0,25,1,0.046595
same,0,26,1,0.022905
same,0,27,1,0.046864
same,0,28,1,0.019615
same,0,29,1,0.020910
same,0,30,1,0.008573
same,0,31,1,-0.003172
same,0,32,1,0.026446
same,0,33,1,0.016629
same,0,34,1,0.004082
same,0,35,1,0.035108
same,0,36,1,0.036827
same,0,37,1,0.046586
same,0,38,1,0.021547
same,0,39,1,-0.010341
same,0,0,2,0.009987
same,0,1,2,0.033949
same,0,2,2,0.041164
same,0,3,2,0.007981
same,0,4,2,0.083395
same,0,5,2,0.049782
same,0,6,2,0.069089
same,0,7,2,-0.029682
same,0,8,2,0.104913
same,0,9,2,0.003819
same,0,10,2,0.072934
same,0,11,2,0.063780
same,0,12,2,0.058776
same,0,13,2,0.032763
same,0,14,2,0.027537
same,0,15,2,0.066962
same,0,16,2,0.029152
same,0,17,2,0.062757
same,0,18,2,0.117694
same,0,19,2,-0.004399
same,0,20,2,0.008830
same,0,21,2,0.021629
same,0,22,2,0.031756
same,0,23,2,0.056320
same,0,24,2,0.112307
same,0,25,2,0.102592
same,0,26,2,0.064770
same,0,27,2,0.106561
same,0,28,2,0.063157
same,0,29,2,0.048211
same,0,30,2,0.030262
same,0,31,2,0.003030
same,0,32,2,0.067729
same,0,33,2,0.048130
same,0,34,2,0.026516
same,0,35,2,0.096404
same,0,36,2,0.101530
same,0,37,2,0.114696
same,0,38,2,0.054500
same,0,39,2,-0.008970
same,0,0,3,0.018730
same,0,1,3,0.055789
same,0,2,3,0.086513
same,0,3,3,0.031728
same,0,4,3,0.147874
same,0,5,3,0.087490
same,0,6,3,0.113876
same,0,7,3,-0.019334
same,0,8,3,0.176488
same,0,9,3,0.018772
same,0,10,3,0.118633
same,0,11,3,0.106202
same,0,12,3,0.095707
same,0,13,3,0.056930
same,0,14,3,0.046282
same,0,15,3,0.126600
same,0,16,3,0.063313
same,0,17,3,0.115635
same,0,18,3,0.202300
same,0,19,3,0.023291
same,0,20,3,0.014648
same,0,21,3,0.055799
same,0,22,3,0.080303
same,0,23,3,0.101172
same,0,24,3,0.178014
same,0,25,3,0.140683
same,0,26,3,0.105196
same,0,27,3,0.153061
same,0,28,3,0.114793
same,0,29,3,0.080633
same,0,30,3,0.050790
same,0,31,3,0.010634
same,0,32,3,0.108649
same,0,33,3,0.090227
same,0,34,3,0.064630
same,0,35,3,0.152289
same,0,36,3,0.172041
same,0,37,3,0.173768
same,0,38,3,0.085378
same,0,39,3,0.009445
same,0,0,4,0.028321
same,0,1,4,0.069926
same,0,2,4,0.128326
same,0,3,4,0.064068
same,0,4,4,0.210971
same,0,5,4,0.123403
same,0,6,4,0.162585
same,0,7,4,-0.001534
same,0,8,4,0.245440
same,0,9,4,0.044717
same,0,10,4,0.160203
same,0,11,4,0.147502
same,0,12,4,0.128774
same,0,13,4,0.084393
same,0,14,4,0.061785
same,0,15,4,0.191302
same,0,16,4,0.092293
same,0,17,4,0.170749
same,0,18,4,0.277391
same,0,19,4,0.064540
same,0,20,4,0.024481
same,0,21,4,0.084315
same,0,22,4,0.131592
same,0,23,4,0.138024
same,0,24,4,0.235383
same,0,25,4,0.166619
same,0,26,4,0.140506
same,0,27,4,0.190933
same,0,28,4,0.169739
same,0,29,4,0.115910
same,0,30,4,0.068503
same,0,31,4,0.020869
same,0,32,4,0.142678
same,0,33,4,0.128411
same,0,34,4,0.105510
same,0,35,4,0.194856
same,0,36,4,0.239390
same,0,37,4,0.221024
same,0,38,4,0.116722
same,0,39,4,0.035449
same,10,0,1,0.001747
same,10,1,1,0.012148
same,10,2,1,0.006762
same,10,3,1,-0.005660
same,10,4,1,0.025559
same,10,5,1,0.014660
same,10,6,1,0.027444
same,10,7,1,-0.022901
same,10,8,1,0.038099
same,10,9,1,-0.002735
same,10,10,1,0.027738
same,10,11,1,0.021816
same,10,12,1,0.021675
same,10,13,1,0.008857
same,10,14,1,0.007654
same,10,15,1,0.019542
same,10,16,1,0.004158
same,10,17,1,0.020327
same,10,18,1,0.039389
same,10,19,1,-0.010203
same,10,20,1,-0.000065
same,10,21,1,-0.003940
same,10,22,1,0.002546
same,10,23,1,0.019347
same,10,24,1,0.047303
same,10,25,1,0.046595
same,10,26,1,0.022905
same,10,27,1,0.046864
same,10,28,1,0.019615
same,10,29,1,0.020910
same,10,30,1,0.008573
same,10,31,1,-0.003172
same,10,32,1,0.026446
same,10,33,1,0.016629
same,10,34,1,0.004082
same,10,35,1,0.035108
same,10,36,1,0.036827
same,10,37,1,0.046586
same,10,38,1,0.021547
same,10,39,1,-0.010341
same,10,0,2,0.007056
same,10,1,2,0.036739
same,10,2,2,0.049157
same,10,3,2,0.007306
same,10,4,2,0.096799
same,10,5,2,0.054787
same,10,6,2,0.078721
same,10,7,2,-0.035837
same,10,8,2,0.119692
same,10,9,2,0.000941
same,10,10,2,0.080858
same,10,11,2,0.070984
same,10,12,2,0.066134
same,10,13,2,0.035558
same,10,14,2,0.028476
same,10,15,2,0.078849
same,10,16,2,0.034453
same,10,17,2,0.074269
same,10,18,2,0.138550
same,10,19,2,-0.002487
same,10,20,2,0.005159
same,10,21,2,0.028031
same,10,22,2,0.039431
same,10,23,2,0.064553
same,10,24,2,0.126871
same,10,25,2,0.113871
same,10,26,2,0.071053
same,10,27,2,0.119041
same,10,28,2,0.071818
same,10,29,2,0.053566
same,10,30,2,0.032103
same,10,31,2,-0.000943
same,10,32,2,0.077413
same,10,33,2,0.056133
same,10,34,2,0.031462
same,10,35,2,0.110895
same,10,36,2,0.116560
same,10,37,2,0.130392
same,10,38,2,0.059435
same,10,39,2,-0.010711
same,10,0,3,0.010761
same,10,1,3,0.057535
same,10,2,3,0.099843
same,10,3,3,0.030563
same,10,4,3,0.170125
same,10,5,3,0.092285
same,10,6,3,0.133023
same,10,7,3,-0.023942
same,10,8,3,0.197781
same,10,9,3,0.019450
same,10,10,3,0.129537
same,10,11,3,0.115529
same,10,12,3,0.105638
same,10,13,3,0.060048
same,10,14,3,0.045325
same,10,15,3,0.148140
same,10,16,3,0.072741
same,10,17,3,0.137495
same,10,18,3,0.235316
same,10,19,3,0.039066
same,10,20,3,0.008957
same,10,21,3,0.065811
same,10,22,3,0.096238
same,10,23,3,0.113536
same,10,24,3,0.195996
same,10,25,3,0.150154
same,10,26,3,0.108699
same,10,27,3,0.170410
same,10,28,3,0.127858
same,10,29,3,0.092143
same,10,30,3,0.048130
same,10,31,3,0.002483
same,10,32,3,0.125149
same,10,33,3,0.105326
same,10,34,3,0.071387
same,10,35,3,0.170931
same,10,36,3,0.192808
same,10,37,3,0.192905
same,10,38,3,0.093499
same,10,39,3,0.011489
same,10,0,4,0.022015
same,10,1,4,0.066634
same,10,2,4,0.137424
same,10,3,4,0.037549
same,10,4,4,0.239324
same,10,5,4,0.133069
same,10,6,4,0.183291
same,10,7,4,-0.005930
same,10,8,4,0.263946
same,10,9,4,0.034080
same,10,10,4,0.168428
same,10,11,4,0.157966
same,10,12,4,0.139552
same,10,13,4,0.092041
same,10,14,4,0.056880
same,10,15,4,0.217933
same,10,16,4,0.098152
same,10,17,4,0.190296
same,10,18,4,0.319777
same,10,19,4,0.086907
same,10,20,4,0.022956
same,10,21,4,0.090223
same,10,22,4,0.146399
same,10,23,4,0.143909
same,10,24,4,0.242936
same,10,25,4,0.170549
same,10,26,4,0.128248
same,10,27,4,0.206153
same,10,28,4,0.178376
same,10,29,4,0.127320
same,10,30,4,0.064150
same,10,31,4,0.009793
same,10,32,4,0.156661
same,10,33,4,0.145143
same,10,34,4,0.113887
same,10,35,4,0.211883
same,10,36,4,0.257856
same,10,37,4,0.232560
same,10,38,4,0.122746
same,10,39,4,0.038263
same,30,0,1,0.001747
same,30,1,1,0.012148
same,30,2,1,0.006762
same,30,3,1,-0.005660
same,30,4,1,0.025559
same,30,5,1,0.014660
same,30,6,1,0.027444
same,30,7,1,-0.022901
same,30,8,1,0.038099
same,30,9,1,-0.002735
same,30,10,1,0.027738
same,30,11,1,0.021816
same,30,12,1,0.021675
same,30,13,1,0.008857
same,30,14,1,0.007654
same,30,15,1,0.019542
same,30,16,1,0.004158
same,30,17,1,0.020327
same,30,18,1,0.039389
same,30,19,1,-0.010203
same,30,20,1,-0.000065
same,30,21,1,-0.003940
same,30,22,1,0.002546
same,30,23,1,0.019347
same,30,24,1,0.047303
same,30,25,1,0.046595
same,30,26,1,0.022905
same,30,27,1,0.046864
same,30,28,1,0.019615
same,30,29,1,0.020910
same,30,30,1,0.008573
same,30,31,1,-0.003172
same,30,32,1,0.026446
same,30,33,1,0.016629
same,30,34,1,0.004082
same,30,35,1,0.035108
same,30,36,1,0.036827
same,30,37,1,0.046586
same,30,38,1,0.021547
same,30,39,1,-0.010341
same,30,0,2,0.000272
same,30,1,2,0.041593
same,30,2,2,0.063626
same,30,3,2,0.004807
same,30,4,2,0.120483
same,30,5,2,0.062663
same,30,6,2,0.098550
same,30,7,2,-0.045591
same,30,8,2,0.144595
same,30,9,2,-0.002776
same,30,10,2,0.094629
same,30,11,2,0.083461
same,30,12,2,0.079700
same,30,13,2,0.040085
same,30,14,2,0.030015
same,30,15,2,0.100090
same,30,16,2,0.046257
same,30,17,2,0.096196
same,30,18,2,0.176108
same,30,19,2,0.007501
same,30,20,2,-0.002358
same,30,21,2,0.041168
same,30,22,2,0.055829
same,30,23,2,0.079567
same,30,24,2,0.149597
same,30,25,2,0.129836
same,30,26,2,0.079389
same,30,27,2,0.140045
same,30,28,2,0.085828
same,30,29,2,0.064573
same,30,30,2,0.033196
same,30,31,2,-0.008956
same,30,32,2,0.096267
same,30,33,2,0.074225
same,30,34,2,0.039623
same,30,35,2,0.136323
same,30,36,2,0.141593
same,30,37,2,0.154301
same,30,38,2,0.066671
same,30,39,2,-0.011819
same,30,0,3,0.004626
same,30,1,3,0.055254
same,30,2,3,0.113429
same,30,3,3,0.001347
same,30,4,3,0.207178
same,30,5,3,0.111863
same,30,6,3,0.166556
same,30,7,3,-0.029798
same,30,8,3,0.224437
same,30,9,3,0.000665
same,30,10,3,0.136860
same,30,11,3,0.138190
same,30,12,3,0.119936
same,30,13,3,0.068439
same,30,14,3,0.038251
same,30,15,3,0.182889
same,30,16,3,0.082690
same,30,17,3,0.160197
same,30,18,3,0.293696
same,30,19,3,0.068912
same,30,20,3,-0.002912
same,30,21,3,0.075954
same,30,22,3,0.118723
same,30,23,3,0.128069
same,30,24,3,0.203977
same,30,25,3,0.154878
same,30,26,3,0.100530
same,30,27,3,0.194219
same,30,28,3,0.130915
same,30,29,3,0.103659
same,30,30,3,0.040166
same,30,31,3,-0.017271
same,30,32,3,0.145923
same,30,33,3,0.129355
same,30,34,3,0.069190
same,30,35,3,0.195395
same,30,36,3,0.217207
same,30,37,3,0.211690
same,30,38,3,0.103382
same,30,39,3,0.015710
same,30,0,4,0.014300
same,30,1,4,0.054764
same,30,2,4,0.124847
same,30,3,4,-0.000336
same,30,4,4,0.254481
same,30,5,4,0.135399
same,30,6,4,0.194443
same,30,7,4,-0.012451
same,30,8,4,0.241434
same,30,9,4,0.005454
same,30,10,4,0.157211
same,30,11,4,0.182375
same,30,12,4,0.128874
same,30,13,4,0.074119
same,30,14,4,0.047476
same,30,15,4,0.209027
same,30,16,4,0.083866
same,30,17,4,0.176435
same,30,18,4,0.361559
same,30,19,4,0.104597
same,30,20,4,0.001447
same,30,21,4,0.088034
same,30,22,4,0.172128
same,30,23,4,0.126732
same,30,24,4,0.211350
same,30,25,4,0.153464
same,30,26,4,0.103074
same,30,27,4,0.184547
same,30,28,4,0.163448
same,30,29,4,0.133525
same,30,30,4,0.048113
same,30,31,4,-0.013271
same,30,32,4,0.160061
same,30,33,4,0.141469
same,30,34,4,0.095923
same,30,35,4,0.191671
same,30,36,4,0.249053
same,30,37,4,0.206415
same,30,38,4,0.110355
same,30,39,4,0.025610
same,60,0,1,0.001747
same,60,1,1,0.012148
same,60,2,1,0.006762
same,60,3,1,-0.005660
same,60,4,1,0.025559
same,60,5,1,0.014660
same,60,6,1,0.027444
same,60,7,1,-0.022901
same,60,8,1,0.038099
same,60,9,1,-0.002735
same,60,10,1,0.027738
same,60,11,1,0.021816
same,60,12,1,0.021675
same,60,13,1,0.008857
same,60,14,1,0.007654
same,60,15,1,0.019542
same,60,16,1,0.004158
same,60,17,1,0.020327
same,60,18,1,0.039389
same,60,19,1,-0.010203
same,60,20,1,-0.000065
same,60,21,1,-0.003940
same,60,22,1,0.002546
same,60,23,1,0.019347
same,60,24,1,0.047303
same,60,25,1,0.046595
same,60,26,1,0.022905
same,60,27,1,0.046864
same,60,28,1,0.019615
same,60,29,1,0.020910
same,60,30,1,0.008573
same,60,31,1,-0.003172
same,60,32,1,0.026446
same,60,33,1,0.016629
same,60,34,1,0.004082
same,60,35,1,0.035108
same,60,36,1,0.036827
same,60,37,1,0.046586
same,60,38,1,0.021547
same,60,39,1,-0.010341
same,60,0,2,-0.007435
same,60,1,2,0.045545
same,60,2,2,0.080704
same,60,3,2,-0.008692
same,60,4,2,0.149020
same,60,5,2,0.076115
same,60,6,2,0.126652
same,60,7,2,-0.051777
same,60,8,2,0.169764
same,60,9,2,-0.012758
same,60,10,2,0.105860
same,60,11,2,0.101110
same,60,12,2,0.093216
same,60,13,2,0.045751
same,60,14,2,0.027517
same,60,15,2,0.127768
same,60,16,2,0.063021
same,60,17,2,0.118047
same,60,18,2,0.224365
same,60,19,2,0.029788
same,60,20,2,-0.013200
same,60,21,2,0.055824
same,60,22,2,0.074782
same,60,23,2,0.098751
same,60,24,2,0.167693
same,60,25,2,0.142549
same,60,26,2,0.080338
same,60,27,2,0.166123
same,60,28,2,0.091321
same,60,29,2,0.074934
same,60,30,2,0.027391
same,60,31,2,-0.026443
same,60,32,2,0.120388
same,60,33,2,0.097781
same,60,34,2,0.039888
same,60,35,2,0.164733
same,60,36,2,0.169329
same,60,37,2,0.177904
same,60,38,2,0.074741
same,60,39,2,-0.010157
same,60,0,3,-0.003482
same,60,1,3,0.046005
same,60,2,3,0.106822
same,60,3,3,-0.019932
same,60,4,3,0.212825
same,60,5,3,0.103765
same,60,6,3,0.175732
same,60,7,3,-0.028858
same,60,8,3,0.201070
same,60,9,3,-0.021302
same,60,10,3,0.126834
same,60,11,3,0.157342
same,60,12,3,0.114306
same,60,13,3,0.057494
same,60,14,3,0.034095
same,60,15,3,0.161242
same,60,16,3,0.072548
same,60,17,3,0.149475
same,60,18,3,0.324517
same,60,19,3,0.079544
same,60,20,3,-0.020292
same,60,21,3,0.078246
same,60,22,3,0.124387
same,60,23,3,0.114892
same,60,24,3,0.184033
same,60,25,3,0.141587
same,60,26,3,0.076627
same,60,27,3,0.174840
same,60,28,3,0.131357
same,60,29,3,0.114733
same,60,30,3,0.031056
same,60,31,3,-0.044453
same,60,32,3,0.151285
same,60,33,3,0.130418
same,60,34,3,0.060580
same,60,35,3,0.179185
same,60,36,3,0.206720
same,60,37,3,0.187305
same,60,38,3,0.094049
same,60,39,3,0.005658
same,60,0,4,0.006915
same,60,1,4,0.042336
same,60,2,4,0.099188
same,60,3,4,-0.004605
same,60,4,4,0.161328
same,60,5,4,0.089483
same,60,6,4,0.153326
same,60,7,4,-0.004396
same,60,8,4,0.168315
same,60,9,4,-0.003900
same,60,10,4,0.106918
same,60,11,4,0.128234
same,60,12,4,0.100411
same,60,13,4,0.042550
same,60,14,4,0.035620
same,60,15,4,0.141274
same,60,16,4,0.061079
same,60,17,4,0.125595
same,60,18,4,0.279642
same,60,19,4,0.075257
same,60,20,4,-0.007999
same,60,21,4,0.074814
same,60,22,4,0.095450
same,60,23,4,0.098819
same,60,24,4,0.147914
same,60,25,4,0.121915
same,60,26,4,0.061501
same,60,27,4,0.135480
same,60,28,4,0.113016
same,60,29,4,0.103176
same,60,30,4,0.033818
same,60,31,4,-0.022863
same,60,32,4,0.133632
same,60,33,4,0.106468
same,60,34,4,0.063414
same,60,35,4,0.140562
same,60,36,4,0.176104
same,60,37,4,0.154786
same,60,38,4,0.076229
same,60,39,4,0.009538
same,120,0,1,0.001747
same,120,1,1,0.012148
same,120,2,1,0.006762
same,120,3,1,-0.005660
same,120,4,1,0.025559
same,120,5,1,0.014660
same,120,6,1,0.027444
same,120,7,1,-0.022901
same,120,8,1,0.038099
same,120,9,1,-0.002735
same,120,10,1,0.027738
same,120,11,1,0.021816
same,120,12,1,0.021675
same,120,13,1,0.008857
same,120,14,1,0.007654
same,120,15,1,0.019542
same,120,16,1,0.004158
same,120,17,1,0.020327
same,120,18,1,0.039389
same,120,19,1,-0.010203
same,120,20,1,-0.000065
same,120,21,1,-0.003940
same,120,22,1,0.002546
same,120,23,1,0.019347
same,120,24,1,0.047303
same,120,25,1,0.046595
same,120,26,1,0.022905
same,120,27,1,0.046864
same,120,28,1,0.019615
same,120,29,1,0.020910
same,120,30,1,0.008573
same,120,31,1,-0.003172
same,120,32,1,0.026446
same,120,33,1,0.016629
same,120,34,1,0.004082
same,120,35,1,0.035108
same,120,36,1,0.036827
same,120,37,1,0.046586
same,120,38,1,0.021547
same,120,39,1,-0.010341
same,120,0,2,-0.020733
same,120,1,2,0.040922
same,120,2,2,0.085163
same,120,3,2,-0.029590
same,120,4,2,0.169550
same,120,5,2,0.085324
same,120,6,2,0.161298
same,120,7,2,-0.050772
same,120,8,2,0.182546
same,120,9,2,-0.039600
same,120,10,2,0.098226
same,120,11,2,0.130199
same,120,12,2,0.104766
same,120,13,2,0.041381
same,120,14,2,0.017920
same,120,15,2,0.132235
same,120,16,2,0.069837
same,120,17,2,0.129430
same,120,18,2,0.281023
same,120,19,2,0.055630
same,120,20,2,-0.037301
same,120,21,2,0.065438
same,120,22,2,0.087129
same,120,23,2,0.112897
same,120,24,2,0.172045
same,120,25,2,0.133766
same,120,26,2,0.058225
same,120,27,2,0.178664
same,120,28,2,0.102475
same,120,29,2,0.090423
same,120,30,2,0.011017
same,120,31,2,-0.069123
same,120,32,2,0.141708
same,120,33,2,0.119884
same,120,34,2,0.030596
same,120,35,2,0.174190
same,120,36,2,0.183113
same,120,37,2,0.183650
same,120,38,2,0.078413
same,120,39,2,-0.015273
same,120,0,3,-0.009707
same,120,1,3,0.033317
same,120,2,3,0.081834
same,120,3,3,-0.011884
same,120,4,3,0.113560
same,120,5,3,0.057463
same,120,6,3,0.131173
same,120,7,3,-0.014679
same,120,8,3,0.134073
same,120,9,3,-0.017108
same,120,10,3,0.073771
same,120,11,3,0.107571
same,120,12,3,0.079543
same,120,13,3,0.023939
same,120,14,3,0.024546
same,120,15,3,0.103636
same,120,16,3,0.048273
same,120,17,3,0.093809
same,120,18,3,0.229308
same,120,19,3,0.042886
same,120,20,3,-0.019060
same,120,21,3,0.067290
same,120,22,3,0.069719
same,120,23,3,0.082841
same,120,24,3,0.118856
same,120,25,3,0.099879
same,120,26,3,0.035274
same,120,27,3,0.108445
same,120,28,3,0.082946
same,120,29,3,0.081354
same,120,30,3,0.014032
same,120,31,3,-0.039739
same,120,32,3,0.115853
same,120,33,3,0.083732
same,120,34,3,0.038734
same,120,35,3,0.110927
same,120,36,3,0.143547
same,120,37,3,0.128868
same,120,38,3,0.053082
same,120,39,3,-0.005687
same,120,0,4,0.008052
same,120,1,4,0.035220
same,120,2,4,0.078561
same,120,3,4,0.019148
same,120,4,4,0.067132
same,120,5,4,0.034073
same,120,6,4,0.099107
same,120,7,4,0.013599
same,120,8,4,0.098095
same,120,9,4,0.012211
same,120,10,4,0.067324
same,120,11,4,0.075401
same,120,12,4,0.057433
same,120,13,4,0.010036
same,120,14,4,0.033883
same,120,15,4,0.072353
same,120,16,4,0.032417
same,120,17,4,0.069132
same,120,18,4,0.157433
same,120,19,4,0.021442
same,120,20,4,0.012440
same,120,21,4,0.061224
same,120,22,4,0.048927
same,120,23,4,0.056807
same,120,24,4,0.073313
same,120,25,4,0.080162
same,120,26,4,0.024242
same,120,27,4,0.049822
same,120,28,4,0.063657
same,120,29,4,0.070071
same,120,30,4,0.022760
same,120,31,4,-0.006361
same,120,32,4,0.087339
same,120,33,4,0.044666
same,120,34,4,0.043061
same,120,35,4,0.059089
same,120,36,4,0.124021
same,120,37,4,0.085559
same,120,38,4,0.034334
same,120,39,4,0.006787
same,250,0,1,0.001747
same,250,1,1,0.012148
same,250,2,1,0.006762
same,250,3,1,-0.005660
same,250,4,1,0.025559
same,250,5,1,0.014660
same,250,6,1,0.027444
same,250,7,1,-0.022901
same,250,8,1,0.038099
same,250,9,1,-0.002735
same,250,10,1,0.027738
same,250,11,1,0.021816
same,250,12,1,0.021675
same,250,13,1,0.008857
same,250,14,1,0.007654
same,250,15,1,0.019542
same,250,16,1,0.004158
same,250,17,1,0.020327
same,250,18,1,0.039389
same,250,19,1,-0.010203
same,250,20,1,-0.000065
same,250,21,1,-0.003940
same,250,22,1,0.002546
same,250,23,1,0.019347
same,250,24,1,0.047303
same,250,25,1,0.046595
same,250,26,1,0.022905
same,250,27,1,0.046864
same,250,28,1,0.019615
same,250,29,1,0.020910
same,250,30,1,0.008573
same,250,31,1,-0.003172
same,250,32,1,0.026446
same,250,33,1,0.016629
same,250,34,1,0.004082
same,250,35,1,0.035108
same,250,36,1,0.036827
same,250,37,1,0.046586
same,250,38,1,0.021547
same,250,39,1,-0.010341
same,250,0,2,-0.017448
same,250,1,2,0.030156
same,250,2,2,0.071451
same,250,3,2,-0.020897
same,250,4,2,0.108002
same,250,5,2,0.052955
same,250,6,2,0.127390
same,250,7,2,-0.024503
same,250,8,2,0.132415
same,250,9,2,-0.027083
same,250,10,2,0.068132
same,250,11,2,0.099806
same,250,12,2,0.080205
same,250,13,2,0.015845
same,250,14,2,0.014771
same,250,15,2,0.102061
same,250,16,2,0.044422
same,250,17,2,0.096923
same,250,18,2,0.224010
same,250,19,2,0.040408
same,250,20,2,-0.027643
same,250,21,2,0.063726
same,250,22,2,0.065008
same,250,23,2,0.082604
same,250,24,2,0.120389
same,250,25,2,0.098231
same,250,26,2,0.029783
same,250,27,2,0.115664
same,250,28,2,0.071055
same,250,29,2,0.072339
same,250,30,2,0.003040
same,250,31,2,-0.048110
same,250,32,2,0.115908
same,250,33,2,0.086002
same,250,34,2,0.025932
same,250,35,2,0.115181
same,250,36,2,0.140245
same,250,37,2,0.129245
same,250,38,2,0.055031
