condition,t_pulse,seed,dstar,flip_time,acc_final,rule,param,stop,acc
STNO_FULL,500,11,-1,1324,1,FIXED,7800,7800,1
STNO_FULL,500,11,-1,1324,1,FIXED,8400,8400,1
STNO_FULL,500,11,-1,1324,1,FIXED,9000,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,0,-1,5538,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,0,-1,5538,1,CONV,0.0002,1643,0
STNO_FULL,1500,0,-1,5538,1,CONV,0.0005,1639,0
STNO_FULL,1500,0,-1,5538,1,CONV,0.001,1631,0
STNO_FULL,1500,0,-1,5538,1,FIXED,600,600,0
STNO_FULL,1500,0,-1,5538,1,FIXED,1200,1200,0
STNO_FULL,1500,0,-1,5538,1,FIXED,1800,1800,0
STNO_FULL,1500,0,-1,5538,1,FIXED,2400,2400,0
STNO_FULL,1500,0,-1,5538,1,FIXED,3000,3000,0
STNO_FULL,1500,0,-1,5538,1,FIXED,3600,3600,0
STNO_FULL,1500,0,-1,5538,1,FIXED,4200,4200,0
STNO_FULL,1500,0,-1,5538,1,FIXED,4800,4800,0
STNO_FULL,1500,0,-1,5538,1,FIXED,5400,5400,0
STNO_FULL,1500,0,-1,5538,1,FIXED,6000,6000,1
STNO_FULL,1500,0,-1,5538,1,FIXED,6600,6600,1
STNO_FULL,1500,0,-1,5538,1,FIXED,7200,7200,1
STNO_FULL,1500,0,-1,5538,1,FIXED,7800,7800,1
STNO_FULL,1500,0,-1,5538,1,FIXED,8400,8400,1
STNO_FULL,1500,0,-1,5538,1,FIXED,9000,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,1,-1,5665,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,1,-1,5665,1,CONV,0.0002,1655,0
STNO_FULL,1500,1,-1,5665,1,CONV,0.0005,1651,0
STNO_FULL,1500,1,-1,5665,1,CONV,0.001,1643,0
STNO_FULL,1500,1,-1,5665,1,FIXED,600,600,0
STNO_FULL,1500,1,-1,5665,1,FIXED,1200,1200,0
STNO_FULL,1500,1,-1,5665,1,FIXED,1800,1800,0
STNO_FULL,1500,1,-1,5665,1,FIXED,2400,2400,0
STNO_FULL,1500,1,-1,5665,1,FIXED,3000,3000,0
STNO_FULL,1500,1,-1,5665,1,FIXED,3600,3600,0
STNO_FULL,1500,1,-1,5665,1,FIXED,4200,4200,0
STNO_FULL,1500,1,-1,5665,1,FIXED,4800,4800,0
STNO_FULL,1500,1,-1,5665,1,FIXED,5400,5400,0
STNO_FULL,1500,1,-1,5665,1,FIXED,6000,6000,1
STNO_FULL,1500,1,-1,5665,1,FIXED,6600,6600,1
STNO_FULL,1500,1,-1,5665,1,FIXED,7200,7200,1
STNO_FULL,1500,1,-1,5665,1,FIXED,7800,7800,1
STNO_FULL,1500,1,-1,5665,1,FIXED,8400,8400,1
STNO_FULL,1500,1,-1,5665,1,FIXED,9000,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,2,1,2917,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,2,1,2917,1,CONV,0.0002,1665,0
STNO_FULL,1500,2,1,2917,1,CONV,0.0005,1662,0
STNO_FULL,1500,2,1,2917,1,CONV,0.001,1655,0
STNO_FULL,1500,2,1,2917,1,FIXED,600,600,0
STNO_FULL,1500,2,1,2917,1,FIXED,1200,1200,0
STNO_FULL,1500,2,1,2917,1,FIXED,1800,1800,0
STNO_FULL,1500,2,1,2917,1,FIXED,2400,2400,0
STNO_FULL,1500,2,1,2917,1,FIXED,3000,3000,1
STNO_FULL,1500,2,1,2917,1,FIXED,3600,3600,1
STNO_FULL,1500,2,1,2917,1,FIXED,4200,4200,1
STNO_FULL,1500,2,1,2917,1,FIXED,4800,4800,1
STNO_FULL,1500,2,1,2917,1,FIXED,5400,5400,1
STNO_FULL,1500,2,1,2917,1,FIXED,6000,6000,1
STNO_FULL,1500,2,1,2917,1,FIXED,6600,6600,1
STNO_FULL,1500,2,1,2917,1,FIXED,7200,7200,1
STNO_FULL,1500,2,1,2917,1,FIXED,7800,7800,1
STNO_FULL,1500,2,1,2917,1,FIXED,8400,8400,1
STNO_FULL,1500,2,1,2917,1,FIXED,9000,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,3,-1,3935,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,3,-1,3935,1,CONV,0.0002,1692,0
STNO_FULL,1500,3,-1,3935,1,CONV,0.0005,1688,0
STNO_FULL,1500,3,-1,3935,1,CONV,0.001,1683,0
STNO_FULL,1500,3,-1,3935,1,FIXED,600,600,0
STNO_FULL,1500,3,-1,3935,1,FIXED,1200,1200,0
STNO_FULL,1500,3,-1,3935,1,FIXED,1800,1800,0
STNO_FULL,1500,3,-1,3935,1,FIXED,2400,2400,0
STNO_FULL,1500,3,-1,3935,1,FIXED,3000,3000,0
STNO_FULL,1500,3,-1,3935,1,FIXED,3600,3600,0
STNO_FULL,1500,3,-1,3935,1,FIXED,4200,4200,1
STNO_FULL,1500,3,-1,3935,1,FIXED,4800,4800,1
STNO_FULL,1500,3,-1,3935,1,FIXED,5400,5400,1
STNO_FULL,1500,3,-1,3935,1,FIXED,6000,6000,1
STNO_FULL,1500,3,-1,3935,1,FIXED,6600,6600,1
STNO_FULL,1500,3,-1,3935,1,FIXED,7200,7200,1
STNO_FULL,1500,3,-1,3935,1,FIXED,7800,7800,1
STNO_FULL,1500,3,-1,3935,1,FIXED,8400,8400,1
STNO_FULL,1500,3,-1,3935,1,FIXED,9000,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_P,0.5,8147,1
STNO_FULL,1500,4,1,6447,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,4,1,6447,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,4,1,6447,1,CONV,0.0002,1665,0
STNO_FULL,1500,4,1,6447,1,CONV,0.0005,1661,0
STNO_FULL,1500,4,1,6447,1,CONV,0.001,1654,0
STNO_FULL,1500,4,1,6447,1,FIXED,600,600,0
STNO_FULL,1500,4,1,6447,1,FIXED,1200,1200,0
STNO_FULL,1500,4,1,6447,1,FIXED,1800,1800,0
STNO_FULL,1500,4,1,6447,1,FIXED,2400,2400,0
STNO_FULL,1500,4,1,6447,1,FIXED,3000,3000,0
STNO_FULL,1500,4,1,6447,1,FIXED,3600,3600,0
STNO_FULL,1500,4,1,6447,1,FIXED,4200,4200,0
STNO_FULL,1500,4,1,6447,1,FIXED,4800,4800,0
STNO_FULL,1500,4,1,6447,1,FIXED,5400,5400,0
STNO_FULL,1500,4,1,6447,1,FIXED,6000,6000,0
STNO_FULL,1500,4,1,6447,1,FIXED,6600,6600,1
STNO_FULL,1500,4,1,6447,1,FIXED,7200,7200,1
STNO_FULL,1500,4,1,6447,1,FIXED,7800,7800,1
STNO_FULL,1500,4,1,6447,1,FIXED,8400,8400,1
STNO_FULL,1500,4,1,6447,1,FIXED,9000,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,5,-1,5614,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,5,-1,5614,1,CONV,0.0002,1705,0
STNO_FULL,1500,5,-1,5614,1,CONV,0.0005,1702,0
STNO_FULL,1500,5,-1,5614,1,CONV,0.001,1696,0
STNO_FULL,1500,5,-1,5614,1,FIXED,600,600,0
STNO_FULL,1500,5,-1,5614,1,FIXED,1200,1200,0
STNO_FULL,1500,5,-1,5614,1,FIXED,1800,1800,0
STNO_FULL,1500,5,-1,5614,1,FIXED,2400,2400,0
STNO_FULL,1500,5,-1,5614,1,FIXED,3000,3000,0
STNO_FULL,1500,5,-1,5614,1,FIXED,3600,3600,0
STNO_FULL,1500,5,-1,5614,1,FIXED,4200,4200,0
STNO_FULL,1500,5,-1,5614,1,FIXED,4800,4800,0
STNO_FULL,1500,5,-1,5614,1,FIXED,5400,5400,0
STNO_FULL,1500,5,-1,5614,1,FIXED,6000,6000,1
STNO_FULL,1500,5,-1,5614,1,FIXED,6600,6600,1
STNO_FULL,1500,5,-1,5614,1,FIXED,7200,7200,1
STNO_FULL,1500,5,-1,5614,1,FIXED,7800,7800,1
STNO_FULL,1500,5,-1,5614,1,FIXED,8400,8400,1
STNO_FULL,1500,5,-1,5614,1,FIXED,9000,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_P,0.5,8874,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,6,-1,5648,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,6,-1,5648,1,CONV,0.0002,1676,0
STNO_FULL,1500,6,-1,5648,1,CONV,0.0005,1672,0
STNO_FULL,1500,6,-1,5648,1,CONV,0.001,1666,0
STNO_FULL,1500,6,-1,5648,1,FIXED,600,600,0
STNO_FULL,1500,6,-1,5648,1,FIXED,1200,1200,0
STNO_FULL,1500,6,-1,5648,1,FIXED,1800,1800,0
STNO_FULL,1500,6,-1,5648,1,FIXED,2400,2400,0
STNO_FULL,1500,6,-1,5648,1,FIXED,3000,3000,0
STNO_FULL,1500,6,-1,5648,1,FIXED,3600,3600,0
STNO_FULL,1500,6,-1,5648,1,FIXED,4200,4200,0
STNO_FULL,1500,6,-1,5648,1,FIXED,4800,4800,0
STNO_FULL,1500,6,-1,5648,1,FIXED,5400,5400,0
STNO_FULL,1500,6,-1,5648,1,FIXED,6000,6000,1
STNO_FULL,1500,6,-1,5648,1,FIXED,6600,6600,1
STNO_FULL,1500,6,-1,5648,1,FIXED,7200,7200,1
STNO_FULL,1500,6,-1,5648,1,FIXED,7800,7800,1
STNO_FULL,1500,6,-1,5648,1,FIXED,8400,8400,1
STNO_FULL,1500,6,-1,5648,1,FIXED,9000,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,7,-1,2813,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,7,-1,2813,1,CONV,0.0002,1648,0
STNO_FULL,1500,7,-1,2813,1,CONV,0.0005,1644,0
STNO_FULL,1500,7,-1,2813,1,CONV,0.001,1636,0
STNO_FULL,1500,7,-1,2813,1,FIXED,600,600,0
STNO_FULL,1500,7,-1,2813,1,FIXED,1200,1200,0
STNO_FULL,1500,7,-1,2813,1,FIXED,1800,1800,0
STNO_FULL,1500,7,-1,2813,1,FIXED,2400,2400,0
STNO_FULL,1500,7,-1,2813,1,FIXED,3000,3000,1
STNO_FULL,1500,7,-1,2813,1,FIXED,3600,3600,1
STNO_FULL,1500,7,-1,2813,1,FIXED,4200,4200,1
STNO_FULL,1500,7,-1,2813,1,FIXED,4800,4800,1
STNO_FULL,1500,7,-1,2813,1,FIXED,5400,5400,1
STNO_FULL,1500,7,-1,2813,1,FIXED,6000,6000,1
STNO_FULL,1500,7,-1,2813,1,FIXED,6600,6600,1
STNO_FULL,1500,7,-1,2813,1,FIXED,7200,7200,1
STNO_FULL,1500,7,-1,2813,1,FIXED,7800,7800,1
STNO_FULL,1500,7,-1,2813,1,FIXED,8400,8400,1
STNO_FULL,1500,7,-1,2813,1,FIXED,9000,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_P,0.5,8425,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,8,-1,5742,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,8,-1,5742,1,CONV,0.0002,1668,0
STNO_FULL,1500,8,-1,5742,1,CONV,0.0005,1664,0
STNO_FULL,1500,8,-1,5742,1,CONV,0.001,1656,0
STNO_FULL,1500,8,-1,5742,1,FIXED,600,600,0
STNO_FULL,1500,8,-1,5742,1,FIXED,1200,1200,0
STNO_FULL,1500,8,-1,5742,1,FIXED,1800,1800,0
STNO_FULL,1500,8,-1,5742,1,FIXED,2400,2400,0
STNO_FULL,1500,8,-1,5742,1,FIXED,3000,3000,0
STNO_FULL,1500,8,-1,5742,1,FIXED,3600,3600,0
STNO_FULL,1500,8,-1,5742,1,FIXED,4200,4200,0
STNO_FULL,1500,8,-1,5742,1,FIXED,4800,4800,0
STNO_FULL,1500,8,-1,5742,1,FIXED,5400,5400,0
STNO_FULL,1500,8,-1,5742,1,FIXED,6000,6000,1
STNO_FULL,1500,8,-1,5742,1,FIXED,6600,6600,1
STNO_FULL,1500,8,-1,5742,1,FIXED,7200,7200,1
STNO_FULL,1500,8,-1,5742,1,FIXED,7800,7800,1
STNO_FULL,1500,8,-1,5742,1,FIXED,8400,8400,1
STNO_FULL,1500,8,-1,5742,1,FIXED,9000,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_P,0.5,8410,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,9,-1,5032,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,9,-1,5032,1,CONV,0.0002,1694,0
STNO_FULL,1500,9,-1,5032,1,CONV,0.0005,1691,0
STNO_FULL,1500,9,-1,5032,1,CONV,0.001,1684,0
STNO_FULL,1500,9,-1,5032,1,FIXED,600,600,0
STNO_FULL,1500,9,-1,5032,1,FIXED,1200,1200,0
STNO_FULL,1500,9,-1,5032,1,FIXED,1800,1800,0
STNO_FULL,1500,9,-1,5032,1,FIXED,2400,2400,0
STNO_FULL,1500,9,-1,5032,1,FIXED,3000,3000,0
STNO_FULL,1500,9,-1,5032,1,FIXED,3600,3600,0
STNO_FULL,1500,9,-1,5032,1,FIXED,4200,4200,0
STNO_FULL,1500,9,-1,5032,1,FIXED,4800,4800,0
STNO_FULL,1500,9,-1,5032,1,FIXED,5400,5400,1
STNO_FULL,1500,9,-1,5032,1,FIXED,6000,6000,1
STNO_FULL,1500,9,-1,5032,1,FIXED,6600,6600,1
STNO_FULL,1500,9,-1,5032,1,FIXED,7200,7200,1
STNO_FULL,1500,9,-1,5032,1,FIXED,7800,7800,1
STNO_FULL,1500,9,-1,5032,1,FIXED,8400,8400,1
STNO_FULL,1500,9,-1,5032,1,FIXED,9000,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,10,1,4885,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,10,1,4885,1,CONV,0.0002,1668,0
STNO_FULL,1500,10,1,4885,1,CONV,0.0005,1664,0
STNO_FULL,1500,10,1,4885,1,CONV,0.001,1657,0
STNO_FULL,1500,10,1,4885,1,FIXED,600,600,0
STNO_FULL,1500,10,1,4885,1,FIXED,1200,1200,0
STNO_FULL,1500,10,1,4885,1,FIXED,1800,1800,0
STNO_FULL,1500,10,1,4885,1,FIXED,2400,2400,0
STNO_FULL,1500,10,1,4885,1,FIXED,3000,3000,1
STNO_FULL,1500,10,1,4885,1,FIXED,3600,3600,1
STNO_FULL,1500,10,1,4885,1,FIXED,4200,4200,0
STNO_FULL,1500,10,1,4885,1,FIXED,4800,4800,0
STNO_FULL,1500,10,1,4885,1,FIXED,5400,5400,1
STNO_FULL,1500,10,1,4885,1,FIXED,6000,6000,1
STNO_FULL,1500,10,1,4885,1,FIXED,6600,6600,1
STNO_FULL,1500,10,1,4885,1,FIXED,7200,7200,1
STNO_FULL,1500,10,1,4885,1,FIXED,7800,7800,1
STNO_FULL,1500,10,1,4885,1,FIXED,8400,8400,1
STNO_FULL,1500,10,1,4885,1,FIXED,9000,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIR,0.2,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIRL,0.2,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_P,0.2,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_S,0.2,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_U,0.2,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIR,0.3,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIRL,0.3,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_P,0.3,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_S,0.3,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_U,0.3,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIR,0.5,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_PAIRL,0.5,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_P,0.5,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_S,0.5,9000,1
STNO_FULL,1500,11,-1,6995,1,DOUBT_U,0.5,9000,1
STNO_FULL,1500,11,-1,6995,1,CONV,0.0002,1658,0
STNO_FULL,1500,11,-1,6995,1,CONV,0.0005,1654,0
STNO_FULL,1500,11,-1,6995,1,CONV,0.001,1647,0
STNO_FULL,1500,11,-1,6995,1,FIXED,600,600,0
