m,condition,seed,h_cont,h_cog,sync
3,FULLOPT_10,17,3.734965963837584,0.2030642862983808,0.01472312561605093
3,FULLOPT_10,256,3.6713225795703472,0.154980247380814,0.015657520045334807
3,FULLOPT_10,1337,3.5929612106675353,0.1011265642141249,0.0027593303015497144
3,FULLOPT_10,99,3.6540064873819156,0.14769320842997347,0.0008086139624773212
3,FULLOPT_10,314,3.729194037644893,0.17545341824683014,0.014012469768208323
3,FULLOPT_10,2024,3.725222716467097,0.158316221584146,0.006888109931438889
3,FULLOPT_10,888,3.7970936838924776,0.2199498839016825,0.0063323636128794015
3,FULLOPT_30,42,3.6899446296788727,0.18611819985845926,-0.0013436782805542435
3,FULLOPT_30,123,3.7566311767993823,0.25255367153058234,0.006601726512744833
3,FULLOPT_30,777,3.69835724619745,0.19694197831767396,0.01121140966770157
3,FULLOPT_30,17,3.6890023727639374,0.18355021826798074,-0.0015514881971547538
3,FULLOPT_30,256,3.645669702746803,0.16549169947553524,0.0227312734672209
3,FULLOPT_30,1337,3.5890571982478967,0.08727509098406824,0.016283483549052517
3,FULLOPT_30,99,3.6446347957437837,0.14117356797529396,-0.0019620098819938077
3,FULLOPT_30,314,3.7054012333248982,0.15862458099337043,0.013663437694254888
3,FULLOPT_30,2024,3.679411077116591,0.16133534542327865,0.00927866484564686
3,FULLOPT_30,888,3.7198582776430666,0.20530798150603022,0.0032284909625213422
3,FULLOPT_100,42,3.709540892759747,0.19778259153538472,-0.0028227783054177386
3,FULLOPT_100,123,3.7394168218045936,0.23818742512117505,0.010230540577208222
3,FULLOPT_100,777,3.6692446473835822,0.17998920118095363,0.004637127591722411
3,FULLOPT_100,17,3.6878838854707228,0.1985268061282397,0.0010125991021837262
3,FULLOPT_100,256,3.6084523731460467,0.15924365882263777,0.015522495144201625
3,FULLOPT_100,1337,3.588422879628985,0.07566072499058663,0.010971936844879224
3,FULLOPT_100,99,3.5979288550862014,0.15749578823809712,0.008548266216518706
3,FULLOPT_100,314,3.664975662680366,0.1567456379238052,0.017735261005711947
3,FULLOPT_100,2024,3.6600184747029165,0.16820774268695762,0.004596644752479542
3,FULLOPT_100,888,3.7246009264461977,0.21955873515905452,0.009295611157738772
3,FULLOPT_300,42,3.6863475379920008,0.19144984291235617,0.0015162071655964752
3,FULLOPT_300,123,3.7237375769590964,0.24132483851755807,-0.0032799525272357273
3,FULLOPT_300,777,3.6927182560890266,0.18598249764819352,0.010510532099876563
3,FULLOPT_300,17,3.6809354236437755,0.17600944468704569,0.0014600923406381003
3,FULLOPT_300,256,3.6166013099611214,0.15124180487178898,0.013984976382557659
