tau_u,group,seed,bloc,step,u,u_filter,synchrony,r_intra,r_inter,n_min,t_cross_u05
50.0,canon,8,13,3900,0.995972,-0.905119,0.06283566,0.32967132,-0.25893674,34,881
50.0,canon,8,14,4200,0.997160,-0.905724,-0.00703334,0.33148888,-0.34310250,46,881
50.0,canon,8,15,4500,0.998270,-0.906285,0.06877450,0.42130197,-0.36793863,33,881
50.0,canon,8,16,4800,0.998878,-0.906591,0.01833957,0.33933200,-0.30265285,45,881
50.0,canon,8,17,5100,0.999421,-0.906863,0.00402346,0.30970343,-0.31144429,42,881
50.0,canon,8,18,5400,0.999857,-0.907081,0.05677668,0.37005574,-0.28814941,38,881
50.0,canon,8,19,5700,0.999868,-0.907086,-0.00236218,0.33313190,-0.33785626,45,881
50.0,canon,8,20,6000,0.999873,-0.907089,0.02674662,0.35465174,-0.31165792,42,881
50.0,canon,8,21,6300,0.999844,-0.907075,-0.00815445,0.29730870,-0.30775037,49,881
50.0,canon,8,22,6600,0.999874,-0.907089,-0.00542673,0.31698469,-0.32550185,46,881
50.0,canon,8,23,6900,0.999843,-0.907074,0.01042384,0.31637011,-0.31464408,40,881
50.0,canon,8,24,7200,0.999865,-0.907085,0.05818690,0.33005870,-0.29909764,31,881
50.0,canon,8,25,7500,0.999823,-0.907064,-0.00064316,0.27537472,-0.27135938,49,881
50.0,canon,8,26,7800,0.999840,-0.907072,0.00965717,0.29254874,-0.28229251,42,881
50.0,canon,8,27,8100,0.999872,-0.907088,0.02500417,0.27338634,-0.28269315,33,881
50.0,canon,8,28,8400,0.999844,-0.907075,0.08003816,0.40004099,-0.29622891,35,881
50.0,canon,8,29,8700,0.999853,-0.907079,-0.00532927,0.26316485,-0.26930545,48,881
50.0,canon,9,0,0,0.142747,0.818383,0.05771355,0.55331998,-0.43152621,47,889
50.0,canon,9,1,300,0.290467,0.587209,0.20405352,0.58756351,-0.39911762,26,889
50.0,canon,9,2,600,0.415310,0.269956,0.28304569,0.61261865,-0.37073648,21,889
50.0,canon,9,3,900,0.572662,-0.214390,0.32967903,0.74224762,-0.64136656,18,889
50.0,canon,9,4,1200,0.663179,-0.462001,0.08289140,0.77849971,-0.64492366,41,889
50.0,canon,9,5,1500,0.824565,-0.759724,0.02800033,0.72593325,-0.71355340,40,889
50.0,canon,9,6,1800,0.874769,-0.816621,0.49950775,0.72435754,-0.32962585,12,889
50.0,canon,9,7,2100,0.920017,-0.856665,0.11753550,0.38039793,-0.31355890,25,889
50.0,canon,9,8,2400,0.944680,-0.874702,0.20480603,0.43039000,-0.29517249,19,889
50.0,canon,9,9,2700,0.961114,-0.885422,-0.00018281,0.34479853,-0.35192022,43,889
50.0,canon,9,10,3000,0.977882,-0.895385,0.01018596,0.36523535,-0.33888905,48,889
50.0,canon,9,11,3300,0.985134,-0.899408,0.01189299,0.33183390,-0.31829234,42,889
50.0,canon,9,12,3600,0.990637,-0.902352,-0.00234663,0.29088132,-0.28994235,49,889
50.0,canon,9,13,3900,0.994077,-0.904146,0.02452298,0.30417940,-0.26408796,42,889
50.0,canon,9,14,4200,0.996409,-0.905342,0.00719934,0.30030026,-0.29528658,42,889
50.0,canon,9,15,4500,0.997940,-0.906118,0.00043818,0.32285709,-0.31655541,48,889
50.0,canon,9,16,4800,0.998726,-0.906514,0.03883977,0.32094826,-0.29287022,35,889
50.0,canon,9,17,5100,0.999237,-0.906771,0.00011384,0.34031565,-0.33436342,48,889
50.0,canon,9,18,5400,0.999744,-0.907024,0.10855692,0.35296878,-0.22314490,30,889
50.0,canon,9,19,5700,0.999856,-0.907080,0.01140560,0.40018998,-0.40167781,40,889
50.0,canon,9,20,6000,0.999891,-0.907098,0.01243838,0.39783003,-0.37295327,45,889
50.0,canon,9,21,6300,0.999851,-0.907078,0.07861584,0.35314420,-0.27135735,32,889
50.0,canon,9,22,6600,0.999870,-0.907088,0.01376589,0.34456355,-0.31998531,44,889
50.0,canon,9,23,6900,0.999834,-0.907069,0.04190089,0.34166519,-0.28814521,38,889
50.0,canon,9,24,7200,0.999854,-0.907079,0.02983897,0.27587739,-0.26685443,34,889
50.0,canon,9,25,7500,0.999846,-0.907075,0.04502870,0.32160667,-0.29759773,33,889
50.0,canon,9,26,7800,0.999831,-0.907068,-0.00481803,0.30198090,-0.30645448,48,889
50.0,canon,9,27,8100,0.999848,-0.907076,0.05750013,0.38089848,-0.31390265,36,889
50.0,canon,9,28,8400,0.999820,-0.907062,0.04327682,0.28006208,-0.19814560,43,889
50.0,canon,9,29,8700,0.999860,-0.907083,0.02568634,0.36763912,-0.34386414,39,889
50.0,repli,3071,0,0,0.145367,0.815511,0.08707321,0.56271200,-0.43661398,38,817
50.0,repli,3071,1,300,0.299999,0.566895,0.18814723,0.60811099,-0.38180359,30,817
50.0,repli,3071,2,600,0.445823,0.178576,0.21569255,0.59684145,-0.43752645,24,817
50.0,repli,3071,3,900,0.616154,-0.339529,0.30974094,0.73971026,-0.64323199,19,817
50.0,repli,3071,4,1200,0.707202,-0.562305,0.08804287,0.76371830,-0.59366537,44,817
50.0,repli,3071,5,1500,0.879245,-0.821022,0.04354791,0.80558128,-0.70324480,50,817
50.0,repli,3071,6,1800,0.915104,-0.852772,0.29197365,0.60178867,-0.48508898,17,817
50.0,repli,3071,7,2100,0.960259,-0.884889,0.07744432,0.40160402,-0.24048904,49,817
50.0,repli,3071,8,2400,0.974455,-0.893425,0.32737630,0.55007638,-0.27013596,16,817
50.0,repli,3071,9,2700,0.982446,-0.897936,0.04403561,0.33934096,-0.29510414,36,817
50.0,repli,3071,10,3000,0.991489,-0.902800,0.11969005,0.39047235,-0.23616270,31,817
50.0,repli,3071,11,3300,0.995092,-0.904668,0.01717193,0.35591474,-0.31506442,49,817
50.0,repli,3071,12,3600,0.997101,-0.905693,-0.00772465,0.37901082,-0.39791312,44,817
50.0,repli,3071,13,3900,0.998341,-0.906321,0.04179617,0.43736329,-0.40264412,37,817
50.0,repli,3071,14,4200,0.998761,-0.906532,0.00579748,0.36724776,-0.35565281,45,817
50.0,repli,3071,15,4500,0.999094,-0.906699,0.02278267,0.33284801,-0.30666176,40,817
50.0,repli,3071,16,4800,0.999355,-0.906830,-0.00067086,0.31085377,-0.31219549,45,817
50.0,repli,3071,17,5100,0.999728,-0.907017,0.01999657,0.32264697,-0.29234460,42,817
50.0,repli,3071,18,5400,0.999828,-0.907066,0.03596910,0.39934365,-0.35011635,40,817
50.0,repli,3071,19,5700,0.999901,-0.907103,0.02022015,0.34450824,-0.31908253,41,817
50.0,repli,3071,20,6000,0.999829,-0.907067,0.15543147,0.47907504,-0.29898989,29,817
50.0,repli,3071,21,6300,0.999880,-0.907093,0.00938878,0.28971762,-0.26733890,47,817
50.0,repli,3071,22,6600,0.999816,-0.907061,0.05954820,0.38216768,-0.30293160,37,817
50.0,repli,3071,23,6900,0.999876,-0.907091,0.01400001,0.28303070,-0.26748683,41,817
50.0,repli,3071,24,7200,0.999842,-0.907073,0.10791508,0.42967771,-0.25360200,37,817
50.0,repli,3071,25,7500,0.999883,-0.907094,0.00410555,0.31959973,-0.31420554,44,817
50.0,repli,3071,26,7800,0.999860,-0.907082,0.04275632,0.36875697,-0.27698262,49,817
50.0,repli,3071,27,8100,0.999891,-0.907098,-0.00177873,0.32385427,-0.32089907,50,817
50.0,repli,3071,28,8400,0.999850,-0.907078,0.08174213,0.35439777,-0.30108811,29,817
50.0,repli,3071,29,8700,0.999858,-0.907081,0.00990619,0.38963512,-0.37725930,43,817
50.0,repli,3072,0,0,0.148426,0.812110,0.07600111,0.55207020,-0.48377245,35,804
50.0,repli,3072,1,300,0.311686,0.541049,0.25864181,0.62766478,-0.51400003,20,804
50.0,repli,3072,2,600,0.456862,0.144699,0.22552387,0.71050929,-0.53724427,26,804
50.0,repli,3072,3,900,0.654119,-0.439585,0.21271724,0.80809100,-0.68713991,27,804
50.0,repli,3072,4,1200,0.729883,-0.608268,0.09992323,0.72183210,-0.51152082,48,804
50.0,repli,3072,5,1500,0.886553,-0.827992,0.04094807,0.80451080,-0.70794840,49,804
50.0,repli,3072,6,1800,0.923194,-0.859128,0.41078203,0.74455388,-0.55126626,15,804
50.0,repli,3072,7,2100,0.949478,-0.877934,0.10656106,0.33939292,-0.23229247,28,804
50.0,repli,3072,8,2400,0.968585,-0.889978,0.12370325,0.35760246,-0.24416527,26,804
50.0,repli,3072,9,2700,0.979915,-0.896530,0.00427798,0.25347019,-0.24491424,45,804
50.0,repli,3072,10,3000,0.987150,-0.900498,0.00752142,0.28817208,-0.28211558,42,804
50.0,repli,3072,11,3300,0.992537,-0.903347,-0.00571587,0.28296035,-0.29230022,46,804
50.0,repli,3072,12,3600,0.995342,-0.904797,0.02411368,0.30661378,-0.27604267,40,804
50.0,repli,3072,13,3900,0.997519,-0.905906,0.01496021,0.27038895,-0.24864728,42,804
50.0,repli,3072,14,4200,0.998702,-0.906502,0.01658003,0.25603556,-0.22756495,43,804
50.0,repli,3072,15,4500,0.999663,-0.906984,0.01192197,0.26438401,-0.26091532,39,804
50.0,repli,3072,16,4800,0.999863,-0.907084,-0.00220790,0.23495374,-0.23936953,45,804
50.0,repli,3072,17,5100,0.999834,-0.907070,-0.00023062,0.27751059,-0.27595921,46,804
50.0,repli,3072,18,5400,0.999867,-0.907086,0.00333167,0.27249038,-0.26236936,47,804
50.0,repli,3072,19,5700,0.999849,-0.907077,-0.00504331,0.27621683,-0.28090110,49,804
50.0,repli,3072,20,6000,0.999876,-0.907090,0.00017404,0.27964307,-0.27370562,50,804
50.0,repli,3072,21,6300,0.999836,-0.907071,0.02108084,0.39504453,-0.34569987,49,804
50.0,repli,3072,22,6600,0.999861,-0.907083,0.06887022,0.40857699,-0.34077618,34,804
50.0,repli,3072,23,6900,0.999850,-0.907077,0.00113922,0.31137855,-0.30387973,48,804
50.0,repli,3072,24,7200,0.999873,-0.907089,0.00695400,0.28284683,-0.27777283,42,804
50.0,repli,3072,25,7500,0.999878,-0.907091,-0.00099924,0.28899211,-0.29357979,44,804
50.0,repli,3072,26,7800,0.999831,-0.907068,-0.00013262,0.31842400,-0.31638086,46,804
50.0,repli,3072,27,8100,0.999843,-0.907074,0.00028723,0.29473008,-0.28826676,50,804
50.0,repli,3072,28,8400,0.999827,-0.907066,-0.00307874,0.23562090,-0.24390962,44,804
50.0,repli,3072,29,8700,0.999840,-0.907073,-0.00605429,0.23123580,-0.23878660,49,804
50.0,repli,3073,0,0,0.136937,0.824615,0.09372657,0.55821708,-0.43971174,36,883
50.0,repli,3073,1,300,0.279814,0.609095,0.22421233,0.58408231,-0.42176545,23,883
50.0,repli,3073,2,600,0.408775,0.288994,0.30054562,0.59468144,-0.35136945,19,883
50.0,repli,3073,3,900,0.587214,-0.257333,0.31988305,0.74674127,-0.57385136,20,883
50.0,repli,3073,4,1200,0.678830,-0.499321,0.07405068,0.78923856,-0.64752282,44,883
50.0,repli,3073,5,1500,0.855603,-0.796579,0.02980280,0.79590026,-0.72645319,47,883
50.0,repli,3073,6,1800,0.901534,-0.841465,0.36750549,0.69845944,-0.41144711,18,883
50.0,repli,3073,7,2100,0.956361,-0.882422,0.30959316,0.48040637,-0.32028054,12,883
50.0,repli,3073,8,2400,0.979976,-0.896564,0.61984253,0.69164271,-0.23390642,4,883
50.0,repli,3073,9,2700,0.986480,-0.900137,0.09310862,0.36185412,-0.27161741,30,883
50.0,repli,3073,10,3000,0.993581,-0.903889,0.04747333,0.37304000,-0.32641965,36,883
50.0,repli,3073,11,3300,0.996158,-0.905214,0.07607611,0.38290474,-0.28470042,35,883
50.0,repli,3073,12,3600,0.997908,-0.906102,0.02363792,0.34383788,-0.29117406,48,883
50.0,repli,3073,13,3900,0.998706,-0.906504,0.01376762,0.35000737,-0.33323843,42,883
50.0,repli,3073,14,4200,0.999342,-0.906823,0.11875521,0.39046798,-0.30858514,26,883
50.0,repli,3073,15,4500,0.999776,-0.907041,0.00990039,0.44661845,-0.43071694,44,883
50.0,repli,3073,16,4800,0.999888,-0.907096,0.05326755,0.52237548,-0.42502732,43,883
50.0,repli,3073,17,5100,0.999827,-0.907066,0.03370558,0.42656341,-0.37173143,42,883
50.0,repli,3073,18,5400,0.999810,-0.907057,0.00059054,0.29944163,-0.29442143,47,883
50.0,repli,3073,19,5700,0.999869,-0.907087,-0.00471461,0.33586235,-0.34529157,45,883
50.0,repli,3073,20,6000,0.999855,-0.907080,0.01318418,0.30699768,-0.30434189,39,883
50.0,repli,3073,21,6300,0.999831,-0.907068,0.03854711,0.30821942,-0.29552457,33,883
50.0,repli,3073,22,6600,0.999866,-0.907085,0.01339808,0.38334682,-0.41146492,36,883
50.0,repli,3073,23,6900,0.999872,-0.907089,0.06252227,0.38846861,-0.28379572,40,883
50.0,repli,3073,24,7200,0.999859,-0.907082,0.00025336,0.30952292,-0.30504325,47,883
50.0,repli,3073,25,7500,0.999843,-0.907074,0.01447992,0.31478552,-0.29972988,41,883
50.0,repli,3073,26,7800,0.999884,-0.907095,-0.00365084,0.29633803,-0.30951465,43,883
50.0,repli,3073,27,8100,0.999855,-0.907080,0.05904627,0.32280122,-0.26769493,33,883
50.0,repli,3073,28,8400,0.999825,-0.907065,0.01639468,0.36537657,-0.33258722,45,883
50.0,repli,3073,29,8700,0.999880,-0.907092,0.02405978,0.41468432,-0.36373415,46,883
50.0,repli,3074,0,0,0.140694,0.820606,0.11890995,0.61529823,-0.46475539,35,920
50.0,repli,3074,1,300,0.283850,0.600905,0.22184268,0.60362187,-0.40427518,25,920
50.0,repli,3074,2,600,0.403707,0.303612,0.32840025,0.62582282,-0.29432824,20,920
50.0,repli,3074,3,900,0.553115,-0.155335,0.40499460,0.75195526,-0.59506847,15,920
50.0,repli,3074,4,1200,0.646399,-0.420023,0.08234110,0.82446254,-0.70616293,40,920
50.0,repli,3074,5,1500,0.825236,-0.760582,0.03746841,0.81361222,-0.75387528,43,920
50.0,repli,3074,6,1800,0.871050,-0.812885,0.37612202,0.77115486,-0.45097798,20,920
50.0,repli,3074,7,2100,0.938458,-0.870380,0.31215643,0.46295517,-0.19703931,13,920
50.0,repli,3074,8,2400,0.967289,-0.889201,0.60355957,0.65799865,-0.26802693,3,920
50.0,repli,3074,9,2700,0.980089,-0.896627,0.19300080,0.51984638,-0.45537100,21,920
50.0,repli,3074,10,3000,0.991763,-0.902943,0.24355063,0.67416240,-0.43370052,26,920
50.0,repli,3074,11,3300,0.994925,-0.904583,0.05210682,0.45795688,-0.49868970,30,920
50.0,repli,3074,12,3600,0.998050,-0.906174,0.05536491,0.38592044,-0.30186850,39,920
50.0,repli,3074,13,3900,0.999042,-0.906673,0.02753637,0.45237246,-0.41696969,41,920
50.0,repli,3074,14,4200,0.999623,-0.906964,0.02455841,0.35805540,-0.31546973,43,920
50.0,repli,3074,15,4500,0.999844,-0.907074,0.02868340,0.35461407,-0.30015736,44,920
50.0,repli,3074,16,4800,0.999851,-0.907078,0.00691217,0.35195415,-0.34121053,44,920
50.0,repli,3074,17,5100,0.999860,-0.907083,0.00695808,0.25798244,-0.25568874,41,920
50.0,repli,3074,18,5400,0.999825,-0.907065,0.01855589,0.37099046,-0.34078071,43,920
50.0,repli,3074,19,5700,0.999901,-0.907103,0.02527503,0.34513382,-0.31457493,40,920
50.0,repli,3074,20,6000,0.999840,-0.907073,0.02695554,0.33950113,-0.28559005,45,920
50.0,repli,3074,21,6300,0.999830,-0.907067,-0.00246411,0.30990534,-0.31762257,44,920
50.0,repli,3074,22,6600,0.999854,-0.907079,0.01191696,0.31030584,-0.30028737,41,920
50.0,repli,3074,23,6900,0.999831,-0.907068,-0.00740525,0.28624278,-0.29541299,49,920
50.0,repli,3074,24,7200,0.999821,-0.907063,0.02993498,0.33774919,-0.27392497,47,920
50.0,repli,3074,25,7500,0.999884,-0.907094,0.00916959,0.34091544,-0.31620419,49,920
50.0,repli,3074,26,7800,0.999834,-0.907069,0.08378390,0.36614469,-0.24822274,35,920
50.0,repli,3074,27,8100,0.999876,-0.907091,0.06403326,0.34000266,-0.29863620,31,920
50.0,repli,3074,28,8400,0.999865,-0.907085,0.13956007,0.44554227,-0.34167804,26,920
50.0,repli,3074,29,8700,0.999844,-0.907074,0.00216148,0.37747626,-0.36594436,49,920
50.0,repli,3075,0,0,0.146780,0.813947,0.08510651,0.59996787,-0.50617958,36,835
50.0,repli,3075,1,300,0.300150,0.566568,0.22344196,0.56402000,-0.41841666,22,835
50.0,repli,3075,2,600,0.433674,0.215405,0.28614751,0.61305105,-0.36233925,21,835
50.0,repli,3075,3,900,0.614976,-0.336278,0.31587488,0.76847082,-0.63174787,20,835
50.0,repli,3075,4,1200,0.716280,-0.581171,0.09683864,0.81034928,-0.61667200,45,835
50.0,repli,3075,5,1500,0.876182,-0.818022,0.05080876,0.80155613,-0.68551849,49,835
50.0,repli,3075,6,1800,0.908954,-0.847750,0.29127616,0.67385141,-0.50974077,20,835
50.0,repli,3075,7,2100,0.958409,-0.883725,0.16563005,0.41755560,-0.28658413,23,835
50.0,repli,3075,8,2400,0.979089,-0.896066,0.50556341,0.59513878,-0.19102797,6,835
50.0,repli,3075,9,2700,0.987729,-0.900808,0.12092124,0.49237972,-0.44050689,27,835
50.0,repli,3075,10,3000,0.995690,-0.904975,0.18782162,0.49623915,-0.36579744,23,835
50.0,repli,3075,11,3300,0.997473,-0.905882,0.01956685,0.42446801,-0.38533430,45,835
50.0,repli,3075,12,3600,0.999411,-0.906858,0.05974603,0.49397569,-0.40162299,40,835
50.0,repli,3075,13,3900,0.999816,-0.907060,0.08414888,0.41209890,-0.30146267,35,835
50.0,repli,3075,14,4200,0.999880,-0.907092,0.07456044,0.47872611,-0.45658014,31,835
50.0,repli,3075,15,4500,0.999868,-0.907087,0.20367661,0.54312969,-0.35302644,25,835
50.0,repli,3075,16,4800,0.999857,-0.907081,0.00926562,0.44676427,-0.42823304,45,835
50.0,repli,3075,17,5100,0.999882,-0.907094,0.05510673,0.48916202,-0.37580324,46,835
50.0,repli,3075,18,5400,0.999821,-0.907063,0.12086951,0.41533242,-0.36204968,25,835
50.0,repli,3075,19,5700,0.999861,-0.907083,0.00796007,0.34616310,-0.33686628,43,835
50.0,repli,3075,20,6000,0.999868,-0.907087,0.01070107,0.29488232,-0.28663781,41,835
50.0,repli,3075,21,6300,0.999831,-0.907068,0.01233180,0.31919043,-0.30053630,43,835
50.0,repli,3075,22,6600,0.999873,-0.907089,0.00354527,0.31453285,-0.32184107,41,835
50.0,repli,3075,23,6900,0.999847,-0.907076,0.04036063,0.28695175,-0.23114080,38,835
50.0,repli,3075,24,7200,0.999846,-0.907075,0.00343118,0.41920885,-0.40933360,46,835
50.0,repli,3075,25,7500,0.999894,-0.907100,0.06888300,0.40362811,-0.28136085,41,835
50.0,repli,3075,26,7800,0.999844,-0.907075,0.11325571,0.42020190,-0.30331413,30,835
50.0,repli,3075,27,8100,0.999849,-0.907077,0.01376021,0.31429546,-0.29266067,43,835
50.0,repli,3075,28,8400,0.999893,-0.907099,0.01766320,0.33518494,-0.31002548,42,835
50.0,repli,3075,29,8700,0.999827,-0.907066,0.05709161,0.34509587,-0.29020765,34,835
50.0,repli,3076,0,0,0.136223,0.825368,0.07963683,0.57782967,-0.46888279,38,884
50.0,repli,3076,1,300,0.282988,0.602665,0.23197097,0.59717674,-0.45630144,22,884
50.0,repli,3076,2,600,0.409333,0.287378,0.27441345,0.65296175,-0.43900449,22,884
50.0,repli,3076,3,900,0.574592,-0.220141,0.25479600,0.77190817,-0.67343640,23,884
50.0,repli,3076,4,1200,0.654850,-0.441414,0.08931335,0.79861107,-0.63387515,43,884
50.0,repli,3076,5,1500,0.824217,-0.759278,0.02833038,0.79413148,-0.72458463,48,884
50.0,repli,3076,6,1800,0.872962,-0.814815,0.39737288,0.79050534,-0.52792671,18,884
50.0,repli,3076,7,2100,0.942837,-0.873438,0.24405911,0.53767756,-0.44701844,18,884
50.0,repli,3076,8,2400,0.978069,-0.895491,0.63595950,0.74537799,-0.39487787,5,884
50.0,repli,3076,9,2700,0.985035,-0.899354,0.05375121,0.52896278,-0.49199958,36,884
50.0,repli,3076,10,3000,0.993765,-0.903984,0.12625803,0.46631113,-0.40856560,26,884
50.0,repli,3076,11,3300,0.996165,-0.905218,0.03460970,0.55143239,-0.49876150,42,884
50.0,repli,3076,12,3600,0.998694,-0.906498,0.10673556,0.51957481,-0.30080027,47,884
50.0,repli,3076,13,3900,0.999395,-0.906850,0.18265160,0.48222784,-0.28851145,26,884
50.0,repli,3076,14,4200,0.999829,-0.907067,0.01753647,0.30270115,-0.26215086,49,884
50.0,repli,3076,15,4500,0.999825,-0.907065,0.13280714,0.38791979,-0.26842514,26,884
50.0,repli,3076,16,4800,0.999867,-0.907086,0.00905082,0.36889886,-0.35401015,44,884
50.0,repli,3076,17,5100,0.999846,-0.907076,0.03802237,0.34425086,-0.27420325,43,884
50.0,repli,3076,18,5400,0.999866,-0.907086,0.00102194,0.30391235,-0.29797746,47,884
50.0,repli,3076,19,5700,0.999863,-0.907084,0.02636889,0.31336159,-0.26062380,45,884
50.0,repli,3076,20,6000,0.999841,-0.907073,-0.00497009,0.33606762,-0.33918705,50,884
50.0,repli,3076,21,6300,0.999854,-0.907080,-0.00275642,0.38095233,-0.38153595,47,884
50.0,repli,3076,22,6600,0.999845,-0.907075,0.07478837,0.36276710,-0.30366334,31,884
50.0,repli,3076,23,6900,0.999891,-0.907098,0.09675811,0.52858533,-0.45374221,32,884
50.0,repli,3076,24,7200,0.999833,-0.907069,0.28342758,0.57742175,-0.36817352,19,884
50.0,repli,3076,25,7500,0.999843,-0.907074,-0.00361074,0.33902127,-0.36210666,41,884
50.0,repli,3076,26,7800,0.999861,-0.907083,0.01623708,0.34125462,-0.32909406,40,884
50.0,repli,3076,27,8100,0.999829,-0.907067,0.01051223,0.32922947,-0.30589545,46,884
50.0,repli,3076,28,8400,0.999860,-0.907082,0.00460917,0.33518998,-0.33244569,43,884
50.0,repli,3076,29,8700,0.999820,-0.907062,0.04610418,0.37428824,-0.29258823,42,884
50.0,repli,3077,0,0,0.135721,0.825896,0.14776015,0.58543751,-0.41019802,32,931
50.0,repli,3077,1,300,0.266445,0.635344,0.24408853,0.60585538,-0.32488574,26,931
50.0,repli,3077,2,600,0.385988,0.353610,0.34012912,0.67925435,-0.24106906,24,931
50.0,repli,3077,3,900,0.543490,-0.125784,0.34781672,0.78825224,-0.57434514,20,931
50.0,repli,3077,4,1200,0.625595,-0.365292,0.07629156,0.83733894,-0.77878485,37,931
50.0,repli,3077,5,1500,0.789992,-0.711630,0.05554267,0.84277101,-0.78088743,40,931
50.0,repli,3077,6,1800,0.843683,-0.783092,0.31214702,0.65440873,-0.33288465,22,931
50.0,repli,3077,7,2100,0.928112,-0.862857,0.08442694,0.55548442,-0.38663055,45,931
50.0,repli,3077,8,2400,0.956042,-0.882218,0.41734678,0.69084851,-0.31646812,16,931
50.0,repli,3077,9,2700,0.978730,-0.895864,0.26229907,0.53473719,-0.34152576,19,931
50.0,repli,3077,10,3000,0.993049,-0.903613,0.51897172,0.75642267,-0.44417205,11,931
50.0,repli,3077,11,3300,0.995545,-0.904901,0.02366290,0.47208048,-0.48015762,37,931
50.0,repli,3077,12,3600,0.997902,-0.906099,0.10366138,0.51624768,-0.35990083,37,931
50.0,repli,3077,13,3900,0.998615,-0.906459,0.04635045,0.46331735,-0.44392931,35,931
50.0,repli,3077,14,4200,0.999234,-0.906769,0.15054605,0.55188971,-0.45605100,27,931
50.0,repli,3077,15,4500,0.999407,-0.906856,0.04769755,0.44970505,-0.34914566,47,931
50.0,repli,3077,16,4800,0.999858,-0.907082,0.01652022,0.41306329,-0.37492876,47,931
50.0,repli,3077,17,5100,0.999820,-0.907063,0.20834435,0.42370595,-0.21887388,21,931
50.0,repli,3077,18,5400,0.999834,-0.907070,-0.00396950,0.31796198,-0.32590098,45,931
50.0,repli,3077,19,5700,0.999874,-0.907089,0.01638994,0.33751301,-0.29932961,48,931
50.0,repli,3077,20,6000,0.999841,-0.907073,0.13506834,0.44922254,-0.32213822,28,931
50.0,repli,3077,21,6300,0.999856,-0.907081,0.02340777,0.28567121,-0.29285107,34,931
50.0,repli,3077,22,6600,0.999807,-0.907056,0.17708294,0.41645279,-0.27403716,22,931
50.0,repli,3077,23,6900,0.999851,-0.907078,0.03280962,0.32047852,-0.30543843,35,931
50.0,repli,3077,24,7200,0.999826,-0.907065,0.05897843,0.39044886,-0.35164912,33,931
50.0,repli,3077,25,7500,0.999923,-0.907114,0.09868562,0.38276250,-0.34810058,26,931
50.0,repli,3077,26,7800,0.999848,-0.907077,0.28885467,0.51228301,-0.31061156,16,931
50.0,repli,3077,27,8100,0.999836,-0.907070,0.04985893,0.45878513,-0.40959096,37,931
50.0,repli,3077,28,8400,0.999887,-0.907096,0.08821840,0.55741989,-0.41885054,39,931
50.0,repli,3077,29,8700,0.999792,-0.907049,0.04921714,0.44627084,-0.40677422,36,931
50.0,repli,3078,0,0,0.155258,0.804323,0.11236319,0.59062333,-0.49733057,32,798
50.0,repli,3078,1,300,0.315880,0.531523,0.23159170,0.62861939,-0.39283957,26,798
50.0,repli,3078,2,600,0.458414,0.139909,0.29521016,0.68741852,-0.34801154,25,798
50.0,repli,3078,3,900,0.660072,-0.454379,0.29453815,0.79747255,-0.70314545,21,798
50.0,repli,3078,4,1200,0.752541,-0.650320,0.06513119,0.77636047,-0.63413030,48,798
50.0,repli,3078,5,1500,0.908377,-0.847270,0.08153963,0.78795261,-0.63118061,44,798
50.0,repli,3078,6,1800,0.935802,-0.868490,0.22942630,0.60099138,-0.47083096,22,798
50.0,repli,3078,7,2100,0.964193,-0.887323,0.07429085,0.44620666,-0.39983343,32,798
50.0,repli,3078,8,2400,0.989536,-0.901770,0.28373175,0.64360381,-0.46975039,20,798
50.0,repli,3078,9,2700,0.994521,-0.904375,0.00655416,0.32938129,-0.31627296,45,798
50.0,repli,3078,10,3000,0.997987,-0.906142,-0.00261965,0.31876272,-0.33888207,41,798
50.0,repli,3078,11,3300,0.999412,-0.906858,0.00842446,0.35429882,-0.33494356,46,798
50.0,repli,3078,12,3600,0.999752,-0.907029,0.04856681,0.31596964,-0.25852863,36,798
50.0,repli,3078,13,3900,0.999870,-0.907088,0.03482717,0.35028325,-0.31960418,37,798
50.0,repli,3078,14,4200,0.999825,-0.907065,0.03844816,0.38105757,-0.30167858,46,798
50.0,repli,3078,15,4500,0.999888,-0.907097,0.01861420,0.32212124,-0.31555271,38,798
50.0,repli,3078,16,4800,0.999864,-0.907085,0.01877223,0.29594292,-0.26382653,43,798
50.0,repli,3078,17,5100,0.999835,-0.907070,-0.00401379,0.28109054,-0.28432069,48,798
50.0,repli,3078,18,5400,0.999860,-0.907082,-0.00611554,0.26295585,-0.27001870,49,798
50.0,repli,3078,19,5700,0.999817,-0.907061,0.05139191,0.32448386,-0.23876829,40,798
50.0,repli,3078,20,6000,0.999901,-0.907103,0.07316496,0.40863011,-0.31209580,36,798
50.0,repli,3078,21,6300,0.999873,-0.907089,0.09873351,0.34272216,-0.21230716,32,798
50.0,repli,3078,22,6600,0.999845,-0.907075,0.00191039,0.27329129,-0.27816005,42,798
50.0,repli,3078,23,6900,0.999880,-0.907092,0.04798988,0.34409306,-0.34113871,31,798
50.0,repli,3078,24,7200,0.999828,-0.907066,0.00882881,0.37736490,-0.35970729,45,798
50.0,repli,3078,25,7500,0.999869,-0.907087,0.01386623,0.37956972,-0.34481295,49,798
50.0,repli,3078,26,7800,0.999891,-0.907098,0.01688684,0.29464740,-0.27373406,41,798
50.0,repli,3078,27,8100,0.999841,-0.907073,0.00097008,0.28154695,-0.27488554,48,798
50.0,repli,3078,28,8400,0.999867,-0.907086,-0.00698315,0.24869608,-0.25937787,47,798
